epoch,effective_rank,mean_cosine_sim,dead_dims_ratio,feature_std_mean,inter_subject_var,encoder_weight_norm
5,179.924667,0.479233,0.000000,0.719406,0.520776,3.208672
10,181.878983,0.519206,0.000000,0.692119,0.481763,3.185221
12,182.142303,0.549669,0.000000,0.669948,0.450689,3.178617
