epoch,score,selection_eligible,agreement,agreement_score,agreement_weight,agreement_coverage,dir_margin,margin_score,density_factor,skeleton_overlap,actual_pair_density,target_pair_density,global_asymmetry,asymmetry_score,high_conf_edges,k,guardrail_pass,guardrail_reason,guardrail_density_ratio,guardrail_required_skeleton_overlap,guardrail_peak_skeleton_overlap,adj_offdiag_mean,adj_offdiag_std,adj_offdiag_cv,adj_offdiag_min,adj_offdiag_max,adj_in_degree_mean,adj_in_degree_std,adj_parent_entropy_mean,adj_eff_parents_mean,adj_eff_parents_p90,adj_ungated_asym_mean,adj_ungated_asym_median,adj_ungated_asym_p90,noise_probe_available,noise_probe_timestep,noise_probe_patel_loss,noise_probe_blend50_loss,noise_probe_learned_loss,noise_probe_delta_blend50_minus_patel,noise_probe_delta_learned_minus_patel,noise_probe_ratio_blend50_over_patel,noise_probe_ratio_learned_over_patel,noise_probe_guide_l1_mean,msg_dir_mode_is_causal,msg_dir_raw_diag_mean,msg_dir_raw_offdiag_mean,msg_dir_raw_diag_gap,msg_dir_causal_diag_mean,msg_dir_causal_offdiag_mean,msg_dir_causal_diag_gap,msg_dir_active_diag_gap,msg_dir_gap_delta_causal_minus_raw,msg_dir_prefers_causal,directional_kappa_gate_enabled,directional_kappa_gate_quantile,directional_kappa_gate_threshold,directional_kappa_gate_pair_frac,main_loss_weight,directional_loss_active,directional_loss_end_epoch,directional_loss_deactivated_from_epoch,dir_loss_raw,dir_loss_weighted,dir_lambda_current,direction_lr_multiplier,direction_lr_current,direction_branch_frozen,freeze_direction_after_epoch,direction_branch_frozen_from_epoch,cross_loss_raw,cross_loss_weighted,ortho_loss_raw,ortho_loss_weighted,parent_entropy_raw,parent_entropy_weighted,parent_entropy_lambda_current,parent_cap_raw,parent_cap_weighted,parent_cap_lambda_current,parent_cap_target,ungated_symmetry_raw,ungated_symmetry_weighted,ungated_symmetry_lambda_current,gradient_alignment_probe_enabled,gradient_alignment_probe_seed,grad_probe_available,grad_probe_lambda_dir,grad_probe_diff_norm,grad_probe_dir_norm_raw,grad_probe_dir_norm_weighted,grad_probe_dir_to_diff_norm_ratio,grad_probe_cosine,grad_probe_cosine_negative
11,0.399354,1,1.000000,0.700000,0.000000,0.400000,0.065754,0.257113,0.000000,1.000000,0.000000,0.500000,0.032877,0.215735,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.094357,0.099960,1.059378,0.000000,0.258531,0.377429,0.070221,0.487599,1.966211,1.993083,0.000000,0.000000,0.000000,1.000000,500.000000,1.269388,1.265866,1.275211,-0.003522,0.005823,0.997226,1.004587,0.157831,0.000000,0.167689,0.204449,-0.036759,0.160033,0.196810,-0.036776,-0.036759,-0.000017,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.294599,0.006402,0.021581,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.059407,0.003390,0.487599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.021581,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12,0.422671,1,1.000000,0.700000,0.000000,0.400000,0.099402,0.377900,0.000000,1.000000,0.000000,0.500000,0.049701,0.319724,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.091133,0.101610,1.114968,0.000000,0.284856,0.364531,0.107423,0.490969,1.975459,1.999277,0.000000,0.000000,0.000000,1.000000,500.000000,1.288684,1.288293,1.286889,-0.000391,-0.001795,0.999697,0.998607,0.161830,0.000000,0.159617,0.200808,-0.041191,0.160303,0.202256,-0.041953,-0.041191,-0.000762,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.003910,0.395521,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.045598,0.003981,0.490969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.395521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13,0.416805,1,1.000000,0.700000,0.000000,0.400000,0.090672,0.347580,0.000000,1.000000,0.000000,0.500000,0.045336,0.293361,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.089103,0.098738,1.108133,0.000000,0.276633,0.356414,0.106962,0.494282,1.984346,1.999285,0.000000,0.000000,0.000000,1.000000,500.000000,1.285845,1.288055,1.294683,0.002210,0.008838,1.001719,1.006873,0.163583,0.000000,0.160790,0.201450,-0.040660,0.160790,0.202734,-0.041943,-0.040660,-0.001284,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000031,0.499462,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.032109,0.004436,0.494282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.499462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14,0.414260,1,1.000000,0.700000,0.000000,0.400000,0.086947,0.334412,0.000000,1.000000,0.000000,0.500000,0.043473,0.281972,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.089114,0.097872,1.098288,0.000000,0.269294,0.356455,0.103132,0.495108,1.986563,1.998100,0.000000,0.000000,0.000000,1.000000,500.000000,1.273167,1.275686,1.272544,0.002519,-0.000623,1.001979,0.999511,0.163417,0.000000,0.161509,0.202262,-0.040752,0.160852,0.202332,-0.041480,-0.040752,-0.000727,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.499997,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.019694,0.004830,0.495108,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.499997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15,0.411228,1,1.000000,0.700000,0.000000,0.400000,0.082553,0.318710,0.000000,1.000000,0.000000,0.500000,0.041276,0.268434,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.086749,0.094690,1.091535,0.000000,0.256925,0.346996,0.096631,0.495028,1.986320,1.997563,0.000000,0.000000,0.000000,1.000000,500.000000,1.252613,1.257636,1.250896,0.005023,-0.001717,1.004010,0.998629,0.165275,0.000000,0.162369,0.203251,-0.040881,0.160316,0.201993,-0.041676,-0.040881,-0.000795,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.008698,0.005064,0.495028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16,0.412501,1,1.000000,0.700000,0.000000,0.400000,0.084391,0.325301,0.000000,1.000000,0.000000,0.500000,0.042195,0.274111,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.086282,0.094656,1.097054,0.000000,0.259705,0.345127,0.098455,0.494751,1.985574,1.998697,0.000000,0.000000,0.000000,1.000000,500.000000,1.260687,1.258807,1.263825,-0.001880,0.003138,0.998509,1.002489,0.165758,0.000000,0.161927,0.203497,-0.041570,0.159426,0.202654,-0.043228,-0.041570,-0.001658,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000007,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.003652,0.002861,0.494751,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17,0.409492,1,1.000000,0.700000,0.000000,0.400000,0.080057,0.309713,0.000000,1.000000,0.000000,0.500000,0.040029,0.260698,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.084137,0.092021,1.093710,0.000000,0.250199,0.336548,0.094802,0.495078,1.986458,1.998950,0.000000,0.000000,0.000000,1.000000,500.000000,1.250713,1.251091,1.245609,0.000378,-0.005104,1.000302,0.995919,0.167562,0.000000,0.162548,0.203934,-0.041386,0.159158,0.202962,-0.043804,-0.041386,-0.002417,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.001886,0.001327,0.495078,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18,0.410502,1,1.000000,0.700000,0.000000,0.400000,0.081507,0.314948,0.000000,1.000000,0.000000,0.500000,0.040754,0.265197,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.084295,0.092467,1.096948,0.000000,0.254184,0.337179,0.095814,0.494632,1.985242,1.999342,0.000000,0.000000,0.000000,1.000000,500.000000,1.275353,1.281713,1.276694,0.006359,0.001341,1.004986,1.001051,0.167454,0.000000,0.162652,0.203883,-0.041231,0.158500,0.203396,-0.044897,-0.041231,-0.003665,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000001,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.001147,0.000743,0.494632,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19,0.406708,1,1.000000,0.700000,0.000000,0.400000,0.076085,0.295281,0.000000,1.000000,0.000000,0.500000,0.038043,0.248317,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.082627,0.090441,1.094575,0.000000,0.247620,0.330507,0.094529,0.495602,1.987886,1.999870,0.000000,0.000000,0.000000,1.000000,500.000000,1.255106,1.256783,1.250776,0.001677,-0.004330,1.001336,0.996550,0.168926,0.000000,0.162248,0.204170,-0.041922,0.159173,0.203780,-0.044607,-0.041922,-0.002685,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000744,0.000472,0.495602,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20,0.405718,1,1.000000,0.700000,0.000000,0.400000,0.074682,0.290147,0.000000,1.000000,0.000000,0.500000,0.037341,0.243921,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.081916,0.089359,1.090863,0.000000,0.243896,0.327664,0.091394,0.495522,1.987664,1.999549,0.000000,0.000000,0.000000,1.000000,500.000000,1.273389,1.281673,1.277737,0.008283,0.004347,1.006505,1.003414,0.169469,0.000000,0.162430,0.204436,-0.042006,0.158970,0.203583,-0.044614,-0.042006,-0.002608,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000523,0.000312,0.495522,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21,0.406771,1,1.000000,0.700000,0.000000,0.400000,0.076175,0.295609,0.000000,1.000000,0.000000,0.500000,0.038088,0.248598,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.082162,0.089747,1.092309,0.000000,0.245238,0.328649,0.094083,0.496221,1.989577,1.999927,0.000000,0.000000,0.000000,1.000000,500.000000,1.223630,1.226094,1.218379,0.002465,-0.005251,1.002014,0.995709,0.169325,0.000000,0.162892,0.204486,-0.041594,0.159362,0.204521,-0.045159,-0.041594,-0.003566,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000004,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000389,0.000230,0.496221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22,0.410719,1,1.000000,0.700000,0.000000,0.400000,0.081820,0.316075,0.000000,1.000000,0.000000,0.500000,0.040910,0.266166,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.081609,0.089975,1.102516,0.000000,0.245497,0.326436,0.099445,0.496098,1.989230,1.998880,0.000000,0.000000,0.000000,1.000000,500.000000,1.270508,1.270559,1.261564,0.000051,-0.008943,1.000040,0.992961,0.170020,0.000000,0.162984,0.204222,-0.041238,0.159420,0.203822,-0.044402,-0.041238,-0.003164,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000001,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000293,0.000172,0.496098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23,0.408745,1,1.000000,0.700000,0.000000,0.400000,0.078988,0.305844,0.000000,1.000000,0.000000,0.500000,0.039494,0.257375,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.081127,0.089218,1.099724,0.000000,0.242269,0.324509,0.096832,0.495801,1.988413,1.998889,0.000000,0.000000,0.000000,1.000000,500.000000,1.223666,1.226277,1.215493,0.002611,-0.008174,1.002134,0.993320,0.170369,0.000000,0.163498,0.204459,-0.040961,0.158965,0.203513,-0.044548,-0.040961,-0.003587,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000223,0.000127,0.495801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24,0.407244,1,1.000000,0.700000,0.000000,0.400000,0.076848,0.298063,0.000000,1.000000,0.000000,0.500000,0.038424,0.250700,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.080189,0.087853,1.095577,0.000000,0.237605,0.320754,0.093592,0.495838,1.988514,1.998404,0.000000,0.000000,0.000000,1.000000,500.000000,1.227503,1.226577,1.222773,-0.000925,-0.004729,0.999246,0.996147,0.171126,0.000000,0.163117,0.204724,-0.041608,0.159059,0.203299,-0.044240,-0.041608,-0.002633,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000180,0.000102,0.495838,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,0.407306,1,1.000000,0.700000,0.000000,0.400000,0.076936,0.298383,0.000000,1.000000,0.000000,0.500000,0.038468,0.250975,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.078331,0.086153,1.099853,0.000000,0.234731,0.313326,0.093753,0.495966,1.988871,1.999272,0.000000,0.000000,0.000000,1.000000,500.000000,1.242110,1.246975,1.248985,0.004865,0.006874,1.003917,1.005534,0.172872,0.000000,0.163104,0.204540,-0.041437,0.159130,0.203768,-0.044638,-0.041437,-0.003201,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000004,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000134,0.000078,0.495966,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,0.407487,1,1.000000,0.700000,0.000000,0.400000,0.077194,0.299322,0.000000,1.000000,0.000000,0.500000,0.038597,0.251780,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.079185,0.086709,1.095022,0.000000,0.233596,0.316741,0.092693,0.496084,1.989188,1.998584,0.000000,0.000000,0.000000,1.000000,500.000000,1.222021,1.223137,1.230094,0.001116,0.008073,1.000913,1.006606,0.172019,0.000000,0.164257,0.204926,-0.040669,0.158927,0.203697,-0.044770,-0.040669,-0.004101,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000043,0.000000,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000110,0.000059,0.496084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
