epoch,score,selection_eligible,agreement,agreement_score,agreement_weight,agreement_coverage,dir_margin,margin_score,density_factor,skeleton_overlap,actual_pair_density,target_pair_density,global_asymmetry,asymmetry_score,high_conf_edges,k,guardrail_pass,guardrail_reason,guardrail_density_ratio,guardrail_required_skeleton_overlap,guardrail_peak_skeleton_overlap,adj_offdiag_mean,adj_offdiag_std,adj_offdiag_cv,adj_offdiag_min,adj_offdiag_max,adj_in_degree_mean,adj_in_degree_std,adj_parent_entropy_mean,adj_eff_parents_mean,adj_eff_parents_p90,adj_ungated_asym_mean,adj_ungated_asym_median,adj_ungated_asym_p90,noise_probe_available,noise_probe_timestep,noise_probe_patel_loss,noise_probe_blend50_loss,noise_probe_learned_loss,noise_probe_delta_blend50_minus_patel,noise_probe_delta_learned_minus_patel,noise_probe_ratio_blend50_over_patel,noise_probe_ratio_learned_over_patel,noise_probe_guide_l1_mean,msg_dir_mode_is_causal,msg_dir_raw_diag_mean,msg_dir_raw_offdiag_mean,msg_dir_raw_diag_gap,msg_dir_causal_diag_mean,msg_dir_causal_offdiag_mean,msg_dir_causal_diag_gap,msg_dir_active_diag_gap,msg_dir_gap_delta_causal_minus_raw,msg_dir_prefers_causal,directional_kappa_gate_enabled,directional_kappa_gate_quantile,directional_kappa_gate_threshold,directional_kappa_gate_pair_frac,main_loss_weight,directional_loss_active,directional_loss_end_epoch,directional_loss_deactivated_from_epoch,dir_loss_raw,dir_loss_weighted,dir_lambda_current,direction_lr_multiplier,direction_lr_current,direction_branch_frozen,freeze_direction_after_epoch,direction_branch_frozen_from_epoch,cross_loss_raw,cross_loss_weighted,ortho_loss_raw,ortho_loss_weighted,parent_entropy_raw,parent_entropy_weighted,parent_entropy_lambda_current,parent_cap_raw,parent_cap_weighted,parent_cap_lambda_current,parent_cap_target,ungated_symmetry_raw,ungated_symmetry_weighted,ungated_symmetry_lambda_current,gradient_alignment_probe_enabled,gradient_alignment_probe_seed,grad_probe_available,grad_probe_lambda_dir,grad_probe_diff_norm,grad_probe_dir_norm_raw,grad_probe_dir_norm_weighted,grad_probe_dir_to_diff_norm_ratio,grad_probe_cosine,grad_probe_cosine_negative
1,0.454631,0,0.500000,0.500000,0.000000,0.400000,0.151740,0.541983,0.000000,1.000000,0.000000,0.500000,0.075870,0.466665,2,5,0,before_selection_start,0.000000,0.500000,0.000000,0.125960,0.145415,1.154458,0.000000,0.428924,0.503839,0.169074,0.479726,1.945093,1.991145,0.000000,0.000000,0.000000,1.000000,500.000000,1.301480,1.299583,1.306555,-0.001897,0.005075,0.998542,1.003899,0.136519,0.000000,0.162922,0.206036,-0.043113,0.155916,0.200374,-0.044458,-0.043113,-0.001345,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,1.528860,0.000000,0.000000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.124740,0.000000,0.479726,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,0.448312,0,0.500000,0.500000,0.000000,0.400000,0.140588,0.509720,0.000000,1.000000,0.000000,0.500000,0.070294,0.437089,2,5,0,before_selection_start,0.000000,0.500000,0.000000,0.120077,0.138113,1.150203,0.000000,0.406521,0.480307,0.160205,0.480643,1.947546,1.992353,0.000000,0.000000,0.000000,1.000000,500.000000,1.333547,1.337134,1.337655,0.003587,0.004108,1.002690,1.003081,0.140505,0.000000,0.163161,0.205994,-0.042833,0.156000,0.200723,-0.044723,-0.042833,-0.001889,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,1.544292,0.000000,0.000000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.123834,0.000000,0.480643,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,0.442131,0,0.500000,0.500000,0.000000,0.400000,0.130118,0.478065,0.000000,1.000000,0.000000,0.500000,0.065059,0.408432,2,5,0,before_selection_start,0.000000,0.500000,0.000000,0.117488,0.134072,1.141150,0.000000,0.394542,0.469954,0.153356,0.481398,1.949615,1.993008,0.000000,0.000000,0.000000,1.000000,500.000000,1.307010,1.308813,1.306024,0.001803,-0.000986,1.001379,0.999246,0.142148,0.000000,0.163077,0.206354,-0.043276,0.155885,0.201383,-0.045499,-0.043276,-0.002222,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,1.568637,0.000000,0.000000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.124197,0.000000,0.481398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.438041,0,0.500000,0.500000,0.000000,0.400000,0.123401,0.457072,0.000000,1.000000,0.000000,0.500000,0.061700,0.389607,2,5,0,before_selection_start,0.000000,0.500000,0.000000,0.111661,0.127709,1.143723,0.000000,0.374495,0.446644,0.148598,0.482201,1.951742,1.994245,0.000000,0.000000,0.000000,1.000000,500.000000,1.294085,1.296259,1.292898,0.002174,-0.001187,1.001680,0.999083,0.146457,0.000000,0.162790,0.206535,-0.043745,0.155911,0.201641,-0.045730,-0.043745,-0.001985,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,1.593374,0.000000,0.000000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.123389,0.000000,0.482201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.434113,0,0.000000,0.300000,0.000000,0.400000,0.117091,0.436876,0.000000,1.000000,0.000000,0.500000,0.058545,0.371621,2,5,0,before_selection_start,0.000000,0.500000,0.000000,0.108330,0.122812,1.133686,0.000000,0.356380,0.433320,0.141518,0.485233,1.959828,1.996408,0.000000,0.000000,0.000000,1.000000,500.000000,1.313265,1.317505,1.313811,0.004240,0.000546,1.003229,1.000415,0.148731,0.000000,0.162328,0.207579,-0.045251,0.157052,0.202638,-0.045586,-0.045251,-0.000335,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,1.647899,0.000000,0.000000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.122982,0.000000,0.485233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.429559,1,0.000000,0.300000,0.000000,0.400000,0.109935,0.413430,0.000000,1.000000,0.000000,0.500000,0.054968,0.350883,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.500000,0.000000,0.105453,0.118864,1.127179,0.000000,0.344233,0.421812,0.134243,0.485979,1.961815,1.996303,0.000000,0.000000,0.000000,1.000000,500.000000,1.297680,1.298880,1.294006,0.001200,-0.003674,1.000925,0.997169,0.150749,0.000000,0.162615,0.207652,-0.045037,0.157353,0.202782,-0.045429,-0.045037,-0.000392,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,1.621555,0.000772,0.000758,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.120638,0.000385,0.485979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7,0.422139,1,0.500000,0.500000,0.000000,0.400000,0.098602,0.375153,0.000000,1.000000,0.000000,0.500000,0.049301,0.317327,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.101493,0.113909,1.122337,0.000000,0.332171,0.405972,0.122786,0.486073,1.961998,1.996855,0.000000,0.000000,0.000000,1.000000,500.000000,1.276624,1.275555,1.276292,-0.001069,-0.000333,0.999162,0.999739,0.153540,0.000000,0.163714,0.207627,-0.043913,0.156694,0.202385,-0.045691,-0.043913,-0.001778,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,1.539150,0.002228,0.001604,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.112379,0.001110,0.486073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.001604,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.423913,1,0.500000,0.500000,0.000000,0.400000,0.101277,0.384311,0.000000,1.000000,0.000000,0.500000,0.050638,0.325324,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.100100,0.111074,1.109635,0.000000,0.313315,0.400400,0.109109,0.487070,1.964654,1.994694,0.000000,0.000000,0.000000,1.000000,500.000000,1.301395,1.296889,1.295111,-0.004506,-0.006284,0.996538,0.995171,0.154219,0.000000,0.165219,0.207263,-0.042044,0.157575,0.201301,-0.043726,-0.042044,-0.001682,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,1.316058,0.003404,0.002704,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.101445,0.001715,0.487070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.002704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9,0.420600,1,0.500000,0.500000,0.000000,0.400000,0.096296,0.367202,0.000000,1.000000,0.000000,0.500000,0.048148,0.310399,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.098728,0.107615,1.090009,0.000000,0.289582,0.394913,0.087918,0.486538,1.963437,1.995182,0.000000,0.000000,0.000000,1.000000,500.000000,1.263274,1.261812,1.260988,-0.001462,-0.002286,0.998843,0.998190,0.154660,0.000000,0.166258,0.206997,-0.040738,0.158848,0.199218,-0.040370,-0.040738,0.000368,1.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.998640,0.004504,0.004653,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.087994,0.002288,0.486538,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.004653,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10,0.413946,1,0.500000,0.500000,0.000000,0.400000,0.086488,0.332782,0.000000,1.000000,0.000000,0.500000,0.043244,0.280564,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.095394,0.103248,1.082330,0.000000,0.278538,0.381576,0.075183,0.481798,1.951328,1.999170,0.000000,0.000000,0.000000,1.000000,500.000000,1.262395,1.263192,1.262146,0.000797,-0.000249,1.000631,0.999802,0.157066,0.000000,0.168206,0.205062,-0.036855,0.158625,0.195735,-0.037110,-0.036855,-0.000254,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.525582,0.005396,0.009852,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.073831,0.002848,0.481798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.009852,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
