epoch,loss
1,1.2739692759513854
2,1.259370014667511
3,1.253510706424713
4,1.2522114658355712
5,1.2419415402412415
6,1.2436099314689637
7,1.2364285278320313
8,1.2300108754634858
9,1.2293436789512635
10,1.2202022528648377
11,1.2117231059074403
12,1.2261342668533326
13,1.2136723041534423
14,1.2105944085121154
15,1.2146712303161622
16,1.2060515308380126
17,1.204133586883545
18,1.1994421005249023
19,1.188044272661209
20,1.2022410118579865
21,1.1876936221122742
22,1.1984854793548585
23,1.1930467653274537
24,1.1848565530776978
25,1.1842195034027099
26,1.1823947942256927
27,1.1771639788150787
28,1.1826185309886932
29,1.1595414471626282
30,1.1759693396091462
31,1.1612239921092986
32,1.176604242324829
33,1.155555136203766
34,1.170106028318405
35,1.1618363118171693
36,1.1601102137565613
37,1.1500189518928527
38,1.1517369318008424
39,1.179633810520172
40,1.15244309425354
41,1.1493052732944489
42,1.150560427904129
43,1.147599197626114
44,1.1578073763847352
45,1.1303865563869477
46,1.1603033125400544
47,1.1613848841190337
48,1.1320771944522858
49,1.1356578385829925
50,1.1385689055919648
51,1.1119182181358338
52,1.1395781099796296
53,1.1263038539886474
54,1.1299955439567566
55,1.1361994493007659
56,1.0916162717342377
57,1.1466526639461518
58,1.117958252429962
59,1.1389767169952392
60,1.1668116760253906
61,1.104137101173401
62,1.128405591249466
63,1.1065527236461639
64,1.1269506454467773
65,1.1256042861938476
66,1.1083015131950378
67,1.1275948548316956
68,1.0834791350364685
69,1.0879487705230713
70,1.1390950000286102
71,1.127581752538681
72,1.1293584430217742
73,1.109045491218567
74,1.104528716802597
75,1.1086189150810242
76,1.1118907463550567
77,1.118071768283844
78,1.1019343972206115
79,1.106583286523819
80,1.092800555229187
81,1.1219733774662017
82,1.1023267459869386
83,1.1043825888633727
84,1.05988361120224
85,1.083295956850052
86,1.0677216839790344
87,1.110980544090271
88,1.1206027209758758
89,1.094732563495636
90,1.094795080423355
91,1.0517832684516906
92,1.0843679177761079
93,1.0718509781360626
94,1.1018642842769624
95,1.0881250727176666
96,1.1259875249862672
97,1.1026122570037842
98,1.111893833875656
99,1.0879233002662658
100,1.1055114018917083
