epoch,score,selection_eligible,score_mode,agreement,agreement_score,agreement_soft_score,agreement_mode,effective_agreement_score,agreement_weight,agreement_coverage,dir_margin,margin_score,density_factor,skeleton_overlap,actual_pair_density,target_pair_density,fixed_support_mask_active,global_asymmetry,asymmetry_score,causal_lag_reverse_minus_forward,score_legacy_total,score_term_legacy_skeleton,score_term_legacy_agreement,score_term_legacy_density,score_term_legacy_margin,score_term_legacy_asymmetry,score_composite_total,score_term_composite_soft_agreement,score_term_composite_causal_lag,score_term_composite_margin_penalty,score_entropy_composite_total,score_term_entropy_composite_soft_agreement,score_term_entropy_composite_causal_lag_mean,score_term_entropy_composite_causal_lag_std_penalty,score_term_entropy_composite_parent_entropy_penalty,score_term_entropy_composite_margin_penalty,composite_soft_agreement_weight,composite_causal_lag_weight,composite_margin_penalty_weight,composite_causal_lag_std_penalty_weight,composite_parent_entropy_penalty_weight,score_primary_total,score_term_primary_causal_lag,score_term_primary_soft_tiebreak,score_term_primary_skeleton_tiebreak,score_term_primary_density_tiebreak,primary_causal_lag_weight,primary_soft_tiebreak_weight,primary_skeleton_tiebreak_weight,primary_density_tiebreak_weight,selection_causal_lag_delta_mean,selection_causal_lag_delta_std,selection_parent_entropy_mean,high_conf_edges,k,guardrail_pass,guardrail_reason,guardrail_density_ratio,guardrail_required_skeleton_overlap,guardrail_peak_skeleton_overlap,adj_offdiag_mean,adj_offdiag_std,adj_offdiag_cv,adj_offdiag_min,adj_offdiag_max,adj_in_degree_mean,adj_in_degree_std,adj_parent_entropy_mean,adj_eff_parents_mean,adj_eff_parents_p90,adj_ungated_asym_mean,adj_ungated_asym_median,adj_ungated_asym_p90,dir_active_pair_frac,dir_prior_q_threshold,dir_active_reliability_mean,dir_active_reliability_median,dir_active_reliability_p10,dir_active_abs_margin_mean,dir_active_abs_margin_median,dir_active_abs_margin_p90,dir_active_abs_margin_near0_frac,dir_active_signed_raw_mean,dir_active_signed_raw_median,dir_active_signed_raw_p10,dir_active_signed_raw_frac_pos,dir_active_signed_gate_mean,dir_active_signed_gate_median,dir_active_signed_gate_p10,dir_active_signed_gate_frac_pos,noise_probe_available,noise_probe_timestep,noise_probe_patel_loss,noise_probe_blend50_loss,noise_probe_learned_loss,noise_probe_delta_blend50_minus_patel,noise_probe_delta_learned_minus_patel,noise_probe_ratio_blend50_over_patel,noise_probe_ratio_learned_over_patel,noise_probe_guide_l1_mean,msg_dir_mode_is_causal,msg_dir_raw_diag_mean,msg_dir_raw_offdiag_mean,msg_dir_raw_diag_gap,msg_dir_causal_diag_mean,msg_dir_causal_offdiag_mean,msg_dir_causal_diag_gap,msg_dir_active_diag_gap,msg_dir_gap_delta_causal_minus_raw,msg_dir_prefers_causal,directional_kappa_gate_enabled,directional_kappa_gate_quantile,directional_kappa_gate_threshold,directional_kappa_gate_pair_frac,main_loss_weight,directional_loss_active,directional_loss_end_epoch,directional_loss_deactivated_from_epoch,dir_loss_raw,dir_loss_weighted,dir_lambda_current,direction_lr_multiplier,direction_lr_current,direction_branch_frozen,freeze_direction_after_epoch,direction_branch_frozen_from_epoch,detach_direction_from_main_active,detach_direction_from_main_after_epoch,direction_from_main_detached_from_epoch,causal_lag_main_raw,causal_lag_main_weight,causal_lag_main_weighted,post_detach_direction_loss_requested,post_detach_direction_active,post_detach_direction_contrast_weight,post_detach_direction_variance_weight,post_detach_direction_parent_entropy_weight,post_detach_direction_raw,post_detach_direction_weighted,ortho_loss_raw,ortho_loss_weighted,parent_entropy_raw,parent_entropy_weighted,parent_entropy_lambda_current,parent_cap_raw,parent_cap_weighted,parent_cap_lambda_current,parent_cap_target,ungated_symmetry_raw,ungated_symmetry_weighted,ungated_symmetry_lambda_current,gradient_alignment_probe_enabled,gradient_alignment_probe_seed,selector_audit_enabled,grad_probe_available,grad_probe_lambda_dir,grad_probe_diff_norm,grad_probe_dir_norm_raw,grad_probe_dir_norm_weighted,grad_probe_dir_to_diff_norm_ratio,grad_probe_cosine,grad_probe_cosine_negative,causal_lag_diag_available,causal_lag_diag_forward_loss,causal_lag_diag_reverse_loss,causal_lag_diag_reverse_minus_forward,causal_lag_diag_forward_over_reverse,causal_lag_diag_prefers_forward,causal_lag_diag_num_lags,post_detach_direction_available,post_detach_direction_batch_count,post_detach_direction_subject_count,post_detach_direction_forward_mean,post_detach_direction_reverse_mean,post_detach_direction_delta_mean,post_detach_direction_delta_var,post_detach_direction_parent_entropy,selection_causal_lag_subject_count,selection_causal_lag_forward_mean,selection_causal_lag_forward_std,selection_causal_lag_reverse_mean,selection_causal_lag_reverse_std,selection_causal_lag_delta_min,selection_causal_lag_delta_max,selection_causal_lag_prefers_forward_frac,selection_causal_lag_num_lags,selector_audit_precision,selector_audit_recall,selector_audit_f1,selector_audit_tie_count,selector_audit_margin_mean,selector_audit_margin_median,selector_audit_margin_std,selector_audit_margin_p90,selector_audit_margin_max,selector_audit_margin_lt_1e3_frac,selector_audit_margin_lt_1e2_frac,selector_audit_gt_signed_margin_mean,selector_audit_gt_signed_margin_median,selector_audit_gt_signed_margin_p10,selector_audit_gt_signed_margin_p90,selector_audit_gt_signed_margin_frac_pos,selector_audit_failure_mode,selector_audit_strict_precision_eps_0,selector_audit_strict_recall_eps_0,selector_audit_strict_f1_eps_0,selector_audit_strict_pred_count_eps_0,selector_audit_strict_precision_eps_0p0003,selector_audit_strict_recall_eps_0p0003,selector_audit_strict_f1_eps_0p0003,selector_audit_strict_pred_count_eps_0p0003,selector_audit_strict_precision_eps_0p1,selector_audit_strict_recall_eps_0p1,selector_audit_strict_f1_eps_0p1,selector_audit_strict_pred_count_eps_0p1
1,0.027777,1,causal_lag_primary,0.666667,0.611111,0.645093,hard_coverage,0.611111,0.000000,0.666667,0.088685,0.340571,1.000000,1.000000,0.171429,0.171429,1,0.015203,0.101008,-0.004478,0.606136,0.350000,0.000000,0.200000,0.051086,0.005050,0.120106,0.129019,-0.004478,0.004434,0.124584,0.129019,0.000000,0.000000,0.000000,0.004434,0.200000,1.000000,0.050000,0.000000,0.000000,0.027777,-0.004478,0.007255,0.025000,0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.291994,12,18,1,pass,1.000000,0.500000,0.000000,0.022464,0.054237,2.414386,0.000000,0.235156,0.314498,0.115758,0.291994,2.243327,3.524930,0.000000,0.000000,0.000000,0.106667,0.115147,1.000000,1.000000,1.000000,0.726935,0.662432,1.368709,0.000000,0.270198,0.259235,-0.687548,0.666667,0.114299,0.128886,-0.330843,0.666667,1.000000,500.000000,1.548653,1.549284,1.547349,0.000632,-0.001303,1.000408,0.999158,0.061260,0.000000,0.235188,0.118185,0.117004,0.227588,0.118759,0.108829,0.117004,-0.008175,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.902551,0.000000,0.000000,1.000000,0.001000,0,-1,-1,0,10,-1,0.643223,0.250000,0.169472,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.061067,0.000000,0.291994,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.643223,0.638745,-0.004478,1.007011,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.133333,0.777778,0.227642,87.000000,0.015203,0.000000,0.039971,0.069630,0.206034,0.828571,0.838095,0.056894,0.055787,-0.073850,0.149247,0.777778,mixed_or_partial,0.777778,0.777778,0.777778,18.000000,0.777778,0.777778,0.777778,18.000000,0.875000,0.388889,0.538462,8.000000
2,0.027439,1,causal_lag_primary,0.666667,0.611111,0.643948,hard_coverage,0.611111,0.000000,0.666667,0.084968,0.327361,1.000000,1.000000,0.171429,0.171429,1,0.014566,0.096802,-0.004759,0.603944,0.350000,0.000000,0.200000,0.049104,0.004840,0.119782,0.128790,-0.004759,0.004248,0.124541,0.128790,0.000000,0.000000,0.000000,0.004248,0.200000,1.000000,0.050000,0.000000,0.000000,0.027439,-0.004759,0.007197,0.025000,0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.290144,12,18,1,pass,1.000000,0.850000,1.000000,0.021525,0.052094,2.420162,0.000000,0.226180,0.301349,0.107955,0.290144,2.232375,3.497085,0.000000,0.000000,0.000000,0.106667,0.115147,1.000000,1.000000,1.000000,0.726079,0.650249,1.355356,0.000000,0.296239,0.284550,-0.688597,0.666667,0.124538,0.141314,-0.331309,0.666667,1.000000,500.000000,1.551803,1.551548,1.551158,-0.000255,-0.000645,0.999836,0.999584,0.062216,0.000000,0.235122,0.117943,0.117179,0.226994,0.118391,0.108603,0.117179,-0.008576,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.889850,0.000000,0.000000,1.000000,0.001000,0,-1,-1,0,10,-1,0.643407,0.250000,0.168877,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.060296,0.000000,0.290144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.643407,0.638648,-0.004759,1.007451,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.142857,0.833333,0.243902,87.000000,0.014566,0.000000,0.038540,0.062141,0.191692,0.828571,0.847619,0.057435,0.048224,-0.068185,0.149135,0.833333,mixed_or_partial,0.833333,0.833333,0.833333,18.000000,0.833333,0.833333,0.833333,18.000000,0.875000,0.388889,0.538462,8.000000
3,0.023152,1,causal_lag_primary,0.583333,0.555556,0.550053,hard_coverage,0.555556,0.000000,0.666667,0.081202,0.313846,1.000000,1.000000,0.171429,0.171429,1,0.013920,0.092536,-0.004350,0.601704,0.350000,0.000000,0.200000,0.047077,0.004627,0.101600,0.110011,-0.004350,0.004060,0.105951,0.110011,0.000000,0.000000,0.000000,0.004060,0.200000,1.000000,0.050000,0.000000,0.000000,0.023152,-0.004350,0.002503,0.025000,0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.290185,12,18,1,pass,1.000000,0.850000,1.000000,0.021626,0.052223,2.414812,0.000000,0.219532,0.302766,0.105909,0.290185,2.233808,3.510805,0.000000,0.000000,0.000000,0.106667,0.115147,1.000000,1.000000,1.000000,0.699740,0.603543,1.261712,0.000000,0.294129,0.218097,-0.658382,0.583333,0.123425,0.108605,-0.317794,0.583333,1.000000,500.000000,1.564166,1.563535,1.561993,-0.000631,-0.002173,0.999597,0.998611,0.062082,0.000000,0.234914,0.117980,0.116934,0.227271,0.118176,0.109095,0.116934,-0.007839,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.890561,0.000000,0.000000,1.000000,0.001000,0,-1,-1,0,10,-1,0.643135,0.250000,0.167802,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.059968,0.000000,0.290185,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.643135,0.638785,-0.004350,1.006810,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.133333,0.777778,0.227642,87.000000,0.013920,0.000000,0.037654,0.056859,0.190366,0.828571,0.847619,0.055383,0.047635,-0.060681,0.143944,0.777778,mixed_or_partial,0.777778,0.777778,0.777778,18.000000,0.777778,0.777778,0.777778,18.000000,0.857143,0.333333,0.480000,7.000000
4,0.028371,1,causal_lag_primary,0.666667,0.611111,0.643948,hard_coverage,0.611111,0.000000,0.666667,0.081063,0.313347,1.000000,1.000000,0.171429,0.171429,1,0.013897,0.092380,-0.003827,0.601621,0.350000,0.000000,0.200000,0.047002,0.004619,0.120910,0.128790,-0.003827,0.004053,0.124736,0.128790,0.000000,0.000000,0.000000,0.004053,0.200000,1.000000,0.050000,0.000000,0.000000,0.028371,-0.003827,0.007197,0.025000,0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.290792,12,18,1,pass,1.000000,0.850000,1.000000,0.022248,0.053453,2.402650,0.000000,0.217178,0.311465,0.105713,0.290792,2.239825,3.525833,0.000000,0.000000,0.000000,0.106667,0.115147,1.000000,1.000000,1.000000,0.692473,0.560719,1.205832,0.000000,0.315285,0.259732,-0.609445,0.666667,0.135275,0.129138,-0.295629,0.666667,1.000000,500.000000,1.526632,1.528494,1.528372,0.001862,0.001740,1.001220,1.001140,0.061392,0.000000,0.234831,0.118264,0.116567,0.228131,0.118149,0.109982,0.116567,-0.006585,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.857637,0.000000,0.000000,1.000000,0.001000,0,-1,-1,0,10,-1,0.642690,0.250000,0.168020,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.059929,0.000000,0.290792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.642690,0.638863,-0.003827,1.005990,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.142857,0.833333,0.243902,87.000000,0.013897,0.000000,0.036561,0.061769,0.181300,0.828571,0.838095,0.055433,0.058039,-0.063344,0.144044,0.833333,mixed_or_partial,0.833333,0.833333,0.833333,18.000000,0.833333,0.833333,0.833333,18.000000,0.833333,0.277778,0.416667,6.000000
5,0.023455,1,causal_lag_primary,0.583333,0.555556,0.550053,hard_coverage,0.555556,0.000000,0.666667,0.075577,0.293422,1.000000,1.000000,0.171429,0.171429,1,0.012956,0.086159,-0.004048,0.598321,0.350000,0.000000,0.200000,0.044013,0.004308,0.102184,0.110011,-0.004048,0.003779,0.106232,0.110011,0.000000,0.000000,0.000000,0.003779,0.200000,1.000000,0.050000,0.000000,0.000000,0.023455,-0.004048,0.002503,0.025000,0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.291113,12,18,1,pass,1.000000,0.850000,1.000000,0.021304,0.051092,2.398225,0.000000,0.210220,0.298255,0.095449,0.291113,2.244559,3.566967,0.000000,0.000000,0.000000,0.106667,0.115147,1.000000,1.000000,1.000000,0.654324,0.555553,1.161548,0.000000,0.310132,0.288753,-0.496039,0.583333,0.136518,0.143355,-0.243056,0.583333,1.000000,500.000000,1.519526,1.520160,1.520467,0.000634,0.000941,1.000417,1.000619,0.062334,0.000000,0.234900,0.118491,0.116409,0.227842,0.118369,0.109473,0.116409,-0.006936,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.818283,0.000000,0.000000,1.000000,0.001000,0,-1,-1,0,10,-1,0.642923,0.250000,0.168212,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.059495,0.000000,0.291113,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.642923,0.638876,-0.004048,1.006336,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.133333,0.777778,0.227642,87.000000,0.012956,0.000000,0.032976,0.066377,0.162337,0.828571,0.828571,0.051906,0.065765,-0.046642,0.125262,0.777778,mixed_or_partial,0.777778,0.777778,0.777778,18.000000,0.777778,0.777778,0.777778,18.000000,1.000000,0.277778,0.434783,5.000000
6,0.023585,1,causal_lag_primary,0.583333,0.555556,0.550053,hard_coverage,0.555556,0.000000,0.666667,0.069846,0.272336,1.000000,1.000000,0.171429,0.171429,1,0.011974,0.079655,-0.003918,0.594833,0.350000,0.000000,0.200000,0.040850,0.003983,0.102601,0.110011,-0.003918,0.003492,0.106518,0.110011,0.000000,0.000000,0.000000,0.003492,0.200000,1.000000,0.050000,0.000000,0.000000,0.023585,-0.003918,0.002503,0.025000,0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.292662,12,18,1,pass,1.000000,0.850000,1.000000,0.021076,0.050432,2.392897,0.000000,0.208992,0.295059,0.092840,0.292662,2.256839,3.633567,0.000000,0.000000,0.000000,0.106667,0.115147,1.000000,1.000000,1.000000,0.610710,0.479720,1.068319,0.000000,0.319282,0.333117,-0.467149,0.583333,0.143681,0.164898,-0.229417,0.583333,1.000000,500.000000,1.539067,1.539045,1.538321,-0.000022,-0.000746,0.999986,0.999516,0.062558,0.000000,0.235188,0.118315,0.116872,0.228302,0.118476,0.109826,0.116872,-0.007046,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.779352,0.000935,0.001762,1.000000,0.001000,0,-1,-1,0,10,-1,0.642828,0.250000,0.167475,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.058765,0.000469,0.292662,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.001762,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.642828,0.638911,-0.003918,1.006132,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.133333,0.777778,0.227642,87.000000,0.011974,0.000000,0.031026,0.064865,0.157715,0.828571,0.838095,0.050054,0.062143,-0.034500,0.118884,0.777778,mixed_or_partial,0.777778,0.777778,0.777778,18.000000,0.777778,0.777778,0.777778,18.000000,1.000000,0.222222,0.363636,4.000000
7,0.033411,1,causal_lag_primary,0.750000,0.666667,0.750028,hard_coverage,0.666667,0.000000,0.666667,0.067688,0.264326,1.000000,1.000000,0.171429,0.171429,1,0.011604,0.077204,-0.004091,0.593509,0.350000,0.000000,0.200000,0.039649,0.003860,0.142530,0.150006,-0.004091,0.003384,0.146621,0.150006,0.000000,0.000000,0.000000,0.003384,0.200000,1.000000,0.050000,0.000000,0.000000,0.033411,-0.004091,0.012501,0.025000,0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.288210,12,18,1,pass,1.000000,0.850000,1.000000,0.020152,0.048486,2.405965,0.000000,0.193512,0.282133,0.091305,0.288210,2.240469,3.685882,0.000000,0.000000,0.000000,0.106667,0.115147,1.000000,1.000000,1.000000,0.645171,0.744411,1.098213,0.000000,0.605255,0.744411,-0.033568,0.750000,0.279489,0.350734,-0.016783,0.750000,1.000000,500.000000,1.513540,1.513564,1.517764,0.000025,0.004225,1.000016,1.002791,0.063581,0.000000,0.234105,0.118168,0.115937,0.227169,0.117620,0.109549,0.115937,-0.006388,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.429827,0.002394,0.005705,1.000000,0.001000,0,-1,-1,0,10,-1,0.643336,0.250000,0.168931,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.057163,0.001277,0.288210,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.005705,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.643336,0.639246,-0.004091,1.006399,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.152381,0.888889,0.260163,87.000000,0.011604,0.000000,0.031059,0.060406,0.145485,0.828571,0.847619,0.066882,0.073512,0.006614,0.120764,0.888889,mixed_or_partial,0.888889,0.888889,0.888889,18.000000,0.888889,0.888889,0.888889,18.000000,1.000000,0.277778,0.434783,5.000000
8,0.044765,1,causal_lag_primary,1.000000,0.833333,0.961396,hard_coverage,0.833333,0.000000,0.666667,0.102774,0.389404,1.000000,1.000000,0.171429,0.171429,1,0.017618,0.116919,-0.003305,0.614256,0.350000,0.000000,0.200000,0.058411,0.005846,0.183836,0.192279,-0.003305,0.005139,0.187141,0.192279,0.000000,0.000000,0.000000,0.005139,0.200000,1.000000,0.050000,0.000000,0.000000,0.044765,-0.003305,0.023070,0.025000,0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.286386,12,18,1,pass,1.000000,0.850000,1.000000,0.019709,0.050653,2.570037,0.000000,0.272036,0.275927,0.120263,0.286386,2.237460,3.713207,0.000000,0.000000,0.000000,0.106667,0.115147,1.000000,1.000000,1.000000,1.111802,1.111032,1.239763,0.000000,1.111802,1.111032,1.068319,1.000000,0.501534,0.504617,0.488554,1.000000,1.000000,500.000000,1.532919,1.534775,1.534179,0.001857,0.001261,1.001211,1.000822,0.064490,0.000000,0.229663,0.117598,0.112065,0.227511,0.117638,0.109873,0.112065,-0.002192,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.034193,0.002989,0.071787,1.000000,0.001000,0,-1,-1,0,10,-1,0.643640,0.250000,0.168520,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.055502,0.001902,0.286386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.071787,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.643640,0.640335,-0.003305,1.005161,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.152381,0.888889,0.260163,87.000000,0.017618,0.000000,0.042969,0.090196,0.192658,0.828571,0.838095,0.095344,0.098147,0.033160,0.161254,0.888889,mixed_or_partial,0.888889,0.888889,0.888889,18.000000,0.888889,0.888889,0.888889,18.000000,1.000000,0.500000,0.666667,9.000000
9,0.048837,1,causal_lag_primary,1.000000,0.833333,0.960251,hard_coverage,0.833333,0.000000,0.666667,0.153925,0.548128,1.000000,1.000000,0.171429,0.171429,1,0.026387,0.174122,0.000824,0.640925,0.350000,0.000000,0.200000,0.082219,0.008706,0.185178,0.192050,0.000824,0.007696,0.184354,0.192050,0.000000,0.000000,0.000000,0.007696,0.200000,1.000000,0.050000,0.000000,0.000000,0.048837,0.000824,0.023013,0.025000,0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.256191,12,18,1,pass,1.000000,0.850000,1.000000,0.019680,0.057151,2.903979,0.000000,0.312037,0.275525,0.180968,0.256191,2.079607,3.253385,0.000000,0.000000,0.000000,0.106667,0.115147,1.000000,1.000000,1.000000,2.302722,2.301310,2.309819,0.000000,2.302722,2.301310,2.290236,1.000000,0.818199,0.817971,0.816130,1.000000,1.000000,500.000000,1.528072,1.529808,1.529875,0.001736,0.001803,1.001136,1.001180,0.065610,0.000000,0.213827,0.113599,0.100228,0.221067,0.114898,0.106169,0.100228,0.005942,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.001973,0.001411,0.494251,1.000000,0.001000,0,-1,-1,0,10,-1,0.645499,0.250000,0.167855,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.053736,0.002430,0.256191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.494251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.645499,0.646323,0.000824,0.998724,1.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.161905,0.944444,0.276423,87.000000,0.026387,0.000000,0.065084,0.126142,0.281000,0.828571,0.828571,0.131463,0.131792,0.052530,0.244756,0.944444,mixed_or_partial,0.944444,0.944444,0.944444,18.000000,0.944444,0.944444,0.944444,18.000000,0.928571,0.722222,0.812500,14.000000
10,0.053013,1,causal_lag_primary,1.000000,0.833333,0.960251,hard_coverage,0.833333,0.000000,0.666667,0.166598,0.582600,1.000000,1.000000,0.171429,0.171429,1,0.028560,0.188129,0.005001,0.646797,0.350000,0.000000,0.200000,0.087390,0.009406,0.188721,0.192050,0.005001,0.008330,0.183720,0.192050,0.000000,0.000000,0.000000,0.008330,0.200000,1.000000,0.050000,0.000000,0.000000,0.053013,0.005001,0.023013,0.025000,0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.231434,12,18,1,pass,1.000000,0.850000,1.000000,0.019060,0.058272,3.057279,0.000000,0.300595,0.266839,0.201248,0.231434,1.965893,2.964126,0.000000,0.000000,0.000000,0.106667,0.115147,1.000000,1.000000,1.000000,3.559355,3.560519,3.563156,0.000000,3.559355,3.560519,3.553813,1.000000,0.944660,0.944723,0.944362,1.000000,1.000000,500.000000,1.527540,1.526296,1.528950,-0.001244,0.001410,0.999185,1.000923,0.066820,0.000000,0.200535,0.109619,0.090917,0.217471,0.113120,0.104350,0.090917,0.013434,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000677,0.000415,0.499970,1.000000,0.001000,0,-1,-1,0,10,-1,0.646639,0.250000,0.168229,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.052049,0.002802,0.231434,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.499970,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.646639,0.651640,0.005001,0.992326,1.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.161905,0.944444,0.276423,87.000000,0.028560,0.000000,0.071353,0.138912,0.291993,0.828571,0.828571,0.140464,0.139060,0.045844,0.278692,0.944444,mixed_or_partial,0.944444,0.944444,0.944444,18.000000,0.944444,0.944444,0.944444,18.000000,0.928571,0.722222,0.812500,14.000000
