epoch,score,selection_eligible,agreement,agreement_score,agreement_weight,agreement_coverage,dir_margin,margin_score,density_factor,skeleton_overlap,actual_pair_density,target_pair_density,global_asymmetry,asymmetry_score,high_conf_edges,k,guardrail_pass,guardrail_reason,guardrail_density_ratio,guardrail_required_skeleton_overlap,guardrail_peak_skeleton_overlap,adj_offdiag_mean,adj_offdiag_std,adj_offdiag_cv,adj_offdiag_min,adj_offdiag_max,adj_in_degree_mean,adj_in_degree_std,adj_parent_entropy_mean,adj_eff_parents_mean,adj_eff_parents_p90,adj_ungated_asym_mean,adj_ungated_asym_median,adj_ungated_asym_p90,noise_probe_available,noise_probe_timestep,noise_probe_patel_loss,noise_probe_blend50_loss,noise_probe_learned_loss,noise_probe_delta_blend50_minus_patel,noise_probe_delta_learned_minus_patel,noise_probe_ratio_blend50_over_patel,noise_probe_ratio_learned_over_patel,noise_probe_guide_l1_mean,msg_dir_mode_is_causal,msg_dir_raw_diag_mean,msg_dir_raw_offdiag_mean,msg_dir_raw_diag_gap,msg_dir_causal_diag_mean,msg_dir_causal_offdiag_mean,msg_dir_causal_diag_gap,msg_dir_active_diag_gap,msg_dir_gap_delta_causal_minus_raw,msg_dir_prefers_causal,directional_kappa_gate_enabled,directional_kappa_gate_quantile,directional_kappa_gate_threshold,directional_kappa_gate_pair_frac,main_loss_weight,directional_loss_active,directional_loss_end_epoch,directional_loss_deactivated_from_epoch,dir_loss_raw,dir_loss_weighted,dir_lambda_current,direction_lr_multiplier,direction_lr_current,direction_branch_frozen,freeze_direction_after_epoch,direction_branch_frozen_from_epoch,cross_loss_raw,cross_loss_weighted,ortho_loss_raw,ortho_loss_weighted,parent_entropy_raw,parent_entropy_weighted,parent_entropy_lambda_current,parent_cap_raw,parent_cap_weighted,parent_cap_lambda_current,parent_cap_target,ungated_symmetry_raw,ungated_symmetry_weighted,ungated_symmetry_lambda_current,gradient_alignment_probe_enabled,gradient_alignment_probe_seed,grad_probe_available,grad_probe_lambda_dir,grad_probe_diff_norm,grad_probe_dir_norm_raw,grad_probe_dir_norm_weighted,grad_probe_dir_to_diff_norm_ratio,grad_probe_cosine,grad_probe_cosine_negative
11,0.419665,1,0.500000,0.500000,0.000000,0.400000,0.094902,0.362368,0.000000,1.000000,0.000000,0.500000,0.047451,0.306194,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.088998,0.096247,1.081459,0.000000,0.260551,0.355991,0.073197,0.485842,1.961507,1.996656,0.000000,0.000000,0.000000,1.000000,500.000000,1.259647,1.255780,1.259927,-0.003867,0.000280,0.996930,1.000222,0.162538,0.000000,0.150021,0.197587,-0.047565,0.174051,0.204657,-0.030605,-0.047565,0.016960,1.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,1.162691,0.006797,0.005958,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.044062,0.003357,0.485842,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.005958,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12,0.420603,1,1.000000,0.700000,0.000000,0.400000,0.096300,0.367214,0.000000,1.000000,0.000000,0.500000,0.048150,0.310411,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.085481,0.093319,1.091689,0.000000,0.250311,0.341926,0.078062,0.484382,1.957573,1.997552,0.000000,0.000000,0.000000,1.000000,500.000000,1.281655,1.281592,1.278075,-0.000063,-0.003580,0.999951,0.997206,0.165761,0.000000,0.152658,0.199026,-0.046368,0.172771,0.203063,-0.030292,-0.046368,0.016077,1.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.549319,0.007583,0.012510,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.028051,0.003861,0.484382,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.012510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13,0.440037,1,1.000000,0.700000,0.000000,0.400000,0.126658,0.467318,0.000000,1.000000,0.000000,0.500000,0.063329,0.398778,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.083247,0.095956,1.152665,0.000000,0.243988,0.332988,0.109063,0.480181,1.946371,1.996245,0.000000,0.000000,0.000000,1.000000,500.000000,1.273909,1.272058,1.273223,-0.001851,-0.000685,0.998547,0.999462,0.168914,0.000000,0.153907,0.196490,-0.042583,0.171247,0.199153,-0.027905,-0.042583,0.014678,1.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.002852,0.414389,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.015270,0.004298,0.480181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.414389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14,0.429013,1,1.000000,0.700000,0.000000,0.400000,0.109088,0.410617,0.000000,1.000000,0.000000,0.500000,0.054544,0.348406,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.081091,0.091353,1.126549,0.000000,0.233462,0.324363,0.100357,0.486415,1.963100,1.998942,0.000000,0.000000,0.000000,1.000000,500.000000,1.279871,1.282069,1.277774,0.002198,-0.002098,1.001718,0.998361,0.170554,0.000000,0.156375,0.198850,-0.042475,0.170160,0.201679,-0.031519,-0.042475,0.010956,1.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.499559,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.006205,0.004191,0.486415,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.499559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15,0.424898,1,1.000000,0.700000,0.000000,0.400000,0.102772,0.389395,0.000000,1.000000,0.000000,0.500000,0.051386,0.329772,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.078306,0.088079,1.124805,0.000000,0.227906,0.313224,0.098066,0.487795,1.966802,1.997864,0.000000,0.000000,0.000000,1.000000,500.000000,1.271418,1.268146,1.265837,-0.003272,-0.005580,0.997426,0.995611,0.173060,0.000000,0.157040,0.199537,-0.042498,0.169174,0.201635,-0.032461,-0.042498,0.010037,1.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000008,0.499998,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.002759,0.002102,0.487795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.499998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16,0.422769,1,1.000000,0.700000,0.000000,0.400000,0.099550,0.378406,0.000000,1.000000,0.000000,0.500000,0.049775,0.320166,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.079195,0.088317,1.115191,0.000000,0.226963,0.316779,0.094855,0.488586,1.968906,1.997538,0.000000,0.000000,0.000000,1.000000,500.000000,1.278249,1.280564,1.277533,0.002315,-0.000716,1.001811,0.999440,0.172098,0.000000,0.157701,0.200323,-0.042622,0.168960,0.201731,-0.032770,-0.042622,0.009852,1.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.001617,0.001049,0.488586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17,0.413948,1,1.000000,0.700000,0.000000,0.400000,0.086492,0.332795,0.000000,1.000000,0.000000,0.500000,0.043246,0.280576,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.075942,0.083863,1.104301,0.000000,0.215966,0.303768,0.089305,0.491829,1.977657,1.998688,0.000000,0.000000,0.000000,1.000000,500.000000,1.254447,1.252358,1.251901,-0.002089,-0.002546,0.998335,0.997970,0.174988,0.000000,0.159715,0.201301,-0.041587,0.167401,0.203153,-0.035752,-0.041587,0.005835,1.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.001009,0.000642,0.491829,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18,0.408261,1,1.000000,0.700000,0.000000,0.400000,0.078297,0.303334,0.000000,1.000000,0.000000,0.500000,0.039148,0.255221,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.075493,0.082698,1.095445,0.000000,0.214370,0.301971,0.086803,0.494164,1.983979,1.999632,0.000000,0.000000,0.000000,1.000000,500.000000,1.246711,1.248938,1.249022,0.002228,0.002312,1.001787,1.001854,0.175338,0.000000,0.160625,0.202064,-0.041439,0.166184,0.204184,-0.038001,-0.041439,0.003438,1.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000708,0.000424,0.494164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19,0.403749,1,1.000000,0.700000,0.000000,0.400000,0.071902,0.279933,0.000000,1.000000,0.000000,0.500000,0.035951,0.235188,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.072575,0.079777,1.099234,0.000000,0.206545,0.290301,0.086122,0.494858,1.985848,1.998858,0.000000,0.000000,0.000000,1.000000,500.000000,1.260315,1.265233,1.263647,0.004918,0.003332,1.003902,1.002644,0.178139,0.000000,0.162593,0.201986,-0.039393,0.164750,0.203670,-0.038921,-0.039393,0.000472,1.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000003,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000494,0.000298,0.494858,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20,0.404930,1,1.000000,0.700000,0.000000,0.400000,0.073567,0.286058,0.000000,1.000000,0.000000,0.500000,0.036784,0.240423,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.072926,0.080307,1.101213,0.000000,0.207392,0.291705,0.087587,0.494669,1.985355,1.999866,0.000000,0.000000,0.000000,1.000000,500.000000,1.261178,1.260274,1.257852,-0.000904,-0.003326,0.999283,0.997363,0.177839,0.000000,0.163225,0.202647,-0.039422,0.165251,0.204272,-0.039021,-0.039422,0.000400,1.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000006,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000385,0.000218,0.494669,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21,0.406919,1,1.000000,0.700000,0.000000,0.400000,0.076385,0.296373,0.000000,1.000000,0.000000,0.500000,0.038192,0.249252,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.072145,0.079422,1.100859,0.000000,0.208496,0.288581,0.086401,0.494572,1.985099,1.999960,0.000000,0.000000,0.000000,1.000000,500.000000,1.262800,1.263309,1.263128,0.000509,0.000327,1.000403,1.000259,0.178544,0.000000,0.162826,0.203249,-0.040422,0.165440,0.204420,-0.038980,-0.040422,0.001442,1.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000280,0.000163,0.494572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22,0.405937,1,1.000000,0.700000,0.000000,0.400000,0.074992,0.291282,0.000000,1.000000,0.000000,0.500000,0.037496,0.244892,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.070929,0.077980,1.099416,0.000000,0.205618,0.283715,0.085365,0.495497,1.987605,1.998974,0.000000,0.000000,0.000000,1.000000,500.000000,1.269337,1.268243,1.262153,-0.001094,-0.007183,0.999138,0.994341,0.179697,0.000000,0.163637,0.203549,-0.039911,0.164031,0.204516,-0.040485,-0.039911,-0.000574,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000001,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000212,0.000124,0.495497,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23,0.406163,1,1.000000,0.700000,0.000000,0.400000,0.075311,0.292452,0.000000,1.000000,0.000000,0.500000,0.037656,0.245894,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.070770,0.078038,1.102706,0.000000,0.205714,0.283080,0.086714,0.495448,1.987459,1.998023,0.000000,0.000000,0.000000,1.000000,500.000000,1.285438,1.284105,1.286096,-0.001333,0.000658,0.998963,1.000512,0.179900,0.000000,0.164708,0.203396,-0.038688,0.163628,0.204141,-0.040513,-0.038688,-0.001825,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000172,0.000096,0.495448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24,0.405373,1,1.000000,0.700000,0.000000,0.400000,0.074194,0.288359,0.000000,1.000000,0.000000,0.500000,0.037097,0.242391,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.069407,0.076400,1.100749,0.000000,0.201242,0.277629,0.084210,0.495635,1.987972,1.998372,0.000000,0.000000,0.000000,1.000000,500.000000,1.270973,1.274996,1.266942,0.004024,-0.004031,1.003166,0.996829,0.181161,0.000000,0.164081,0.203645,-0.039564,0.163705,0.204263,-0.040557,-0.039564,-0.000994,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000136,0.000075,0.495635,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,0.406474,1,1.000000,0.700000,0.000000,0.400000,0.075753,0.294065,0.000000,1.000000,0.000000,0.500000,0.037876,0.247276,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.069699,0.076653,1.099776,0.000000,0.203293,0.278795,0.083535,0.495364,1.987242,1.999618,0.000000,0.000000,0.000000,1.000000,500.000000,1.304827,1.304969,1.306702,0.000142,0.001875,1.000108,1.001437,0.180847,0.000000,0.162860,0.203850,-0.040990,0.164773,0.204287,-0.039514,-0.040990,0.001477,1.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000112,0.000063,0.495364,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,0.402283,1,1.000000,0.700000,0.000000,0.400000,0.069843,0.272322,0.000000,1.000000,0.000000,0.500000,0.034921,0.228692,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.068327,0.074818,1.094999,0.000000,0.199134,0.273309,0.080491,0.496281,1.989730,1.997883,0.000000,0.000000,0.000000,1.000000,500.000000,1.337953,1.334554,1.335899,-0.003399,-0.002053,0.997460,0.998465,0.182105,0.000000,0.165644,0.204284,-0.038640,0.162717,0.204743,-0.042026,-0.038640,-0.003387,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000093,0.000051,0.496281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
