epoch,loss
1,1.2711969411373139
2,1.2657011532783509
3,1.258586940765381
4,1.2451311373710632
5,1.2464486265182495
6,1.241759877204895
7,1.2324702262878418
8,1.2310225129127503
9,1.229409852027893
10,1.2290415692329406
11,1.22400132894516
12,1.2242695605754852
13,1.2225387072563172
14,1.2141321623325347
15,1.216927046775818
16,1.2173005366325378
17,1.2141824781894683
18,1.2076325023174286
19,1.21579851269722
20,1.2021279859542846
21,1.2025748074054718
22,1.201716650724411
23,1.1977419018745423
24,1.205793603658676
25,1.2008105909824371
26,1.2112546062469483
27,1.1891820967197417
28,1.1787654519081117
29,1.1690680539608003
30,1.1836951982975006
31,1.1910784077644347
32,1.1903882277011872
33,1.1751788830757142
34,1.1689004504680633
35,1.159863804578781
36,1.1674081838130952
37,1.1651697289943694
38,1.1749593913555145
39,1.1612315630912782
40,1.1688562548160553
41,1.1625530898571015
42,1.1791563534736633
43,1.1643664848804474
44,1.161632354259491
45,1.1658842837810517
46,1.162343635559082
47,1.1443237495422363
48,1.1433367717266083
49,1.1546963691711425
50,1.1596553969383239
51,1.1461426389217377
52,1.1455273616313935
53,1.1411058294773102
54,1.1622300386428832
55,1.1334442746639253
56,1.1331616997718812
57,1.1453541314601898
58,1.1406677532196046
59,1.152584662437439
60,1.153707424402237
61,1.1527622663974761
62,1.1368151926994323
63,1.1280013036727905
64,1.1572593915462495
65,1.1525637674331666
66,1.1626767909526825
67,1.141616289615631
68,1.1327387702465057
69,1.123730046749115
70,1.1232448863983153
71,1.1152805936336518
72,1.1849271547794342
73,1.1267166924476624
74,1.082080729007721
75,1.1204770767688752
76,1.1058603644371032
77,1.151337184906006
78,1.1249390828609467
79,1.1268303740024566
80,1.1181150233745576
81,1.1472794759273528
82,1.1477598059177399
83,1.1402221751213073
84,1.109202916622162
85,1.1055623555183411
86,1.1427628540992736
87,1.106381312608719
88,1.0902598071098328
89,1.127129591703415
90,1.12107293009758
91,1.1271244955062867
92,1.096977151632309
93,1.0951090049743653
94,1.1052306699752807
95,1.0800381779670716
96,1.1143008995056152
97,1.1187156057357788
98,1.108317654132843
99,1.1263085973262787
100,1.096047066450119
