epoch,effective_rank,mean_cosine_sim,dead_dims_ratio,feature_std_mean,inter_subject_var,encoder_weight_norm
1,35.056267,0.207873,0.000000,0.946973,0.979512,3.285378
2,35.185318,0.193546,0.000000,0.962864,1.003602,3.281939
3,34.734016,0.236717,0.000000,0.944050,0.971176,3.279819
4,34.596653,0.253106,0.000000,0.934056,0.951425,3.276558
5,35.014877,0.251906,0.000000,0.922248,0.922448,3.271580
6,35.480255,0.211952,0.000000,0.925890,0.918724,3.266078
