epoch,effective_rank,mean_cosine_sim,dead_dims_ratio,feature_std_mean,inter_subject_var,encoder_weight_norm
1,35.254997,0.224439,0.000000,0.935738,0.962035,3.286069
2,35.312141,0.199505,0.000000,0.956747,0.996971,3.283466
3,35.050724,0.240025,0.000000,0.934852,0.955307,3.282459
4,35.063816,0.262592,0.000000,0.915127,0.917805,3.280835
5,35.368942,0.264657,0.000000,0.906117,0.894349,3.276749
6,35.655098,0.233592,0.000000,0.916829,0.904025,3.271573
