epoch,effective_rank,mean_cosine_sim,dead_dims_ratio,feature_std_mean,inter_subject_var,encoder_weight_norm
1,90.569435,0.041829,0.000000,0.977102,0.976647,3.276037
2,92.348236,0.032423,0.000000,0.979850,0.979516,3.269535
3,91.894081,0.068425,0.000000,0.958603,0.949546,3.264967
4,92.949455,0.061792,0.000000,0.961936,0.949919,3.259589
5,93.375832,0.039262,0.000000,0.973920,0.973673,3.254674
6,93.715279,0.037313,0.000000,0.976798,0.974735,3.250612
