epoch,score,selection_eligible,agreement,agreement_score,agreement_weight,agreement_coverage,dir_margin,margin_score,density_factor,skeleton_overlap,actual_pair_density,target_pair_density,global_asymmetry,asymmetry_score,high_conf_edges,k,guardrail_pass,guardrail_reason,guardrail_density_ratio,guardrail_required_skeleton_overlap,guardrail_peak_skeleton_overlap,adj_offdiag_mean,adj_offdiag_std,adj_offdiag_cv,adj_offdiag_min,adj_offdiag_max,adj_in_degree_mean,adj_in_degree_std,cross_source_mean_cos,cross_source_p90_cos,cross_source_gt_0p7_frac,cross_pred_mean_cos,cross_pred_p90_cos,cross_pred_gt_0p7_frac,cross_target_mean_cos,cross_target_p90_cos,cross_target_gt_0p7_frac,cross_pred_target_diag_mean,cross_pred_target_offdiag_mean,cross_pred_target_diag_gap,cross_agg_max_mean,cross_agg_max_p90,cross_agg_eff_parents_mean
1,0.013519,0,0.600000,0.549180,0.000000,0.491803,0.002659,0.010636,0.000000,0.032787,0.000000,0.049796,0.001343,0.008956,30,61,0,before_selection_start,0.000000,0.500000,0.000000,0.022096,0.001184,0.053602,0.018352,0.026633,1.082684,0.017189,0.042971,0.208133,0.000000,0.992988,0.994862,1.000000,0.042691,0.191169,0.000000,-0.015320,-0.023367,0.008046,0.022897,0.023542,48.871788
2,0.013521,0,0.520000,0.508197,0.000000,0.409836,0.002717,0.010867,0.000000,0.032787,0.000000,0.049796,0.001248,0.008321,25,61,0,before_selection_start,0.000000,0.500000,0.000000,0.017757,0.001113,0.062653,0.014444,0.022581,0.870094,0.021429,0.042971,0.208133,0.000000,0.992985,0.994889,1.000000,0.042691,0.191169,0.000000,-0.015179,-0.023211,0.008032,0.023318,0.023988,48.837978
3,0.019166,0,0.347826,0.442623,0.000000,0.377049,0.002623,0.010492,0.000000,0.049180,0.000000,0.049796,0.001138,0.007587,23,61,0,before_selection_start,0.000000,0.500000,0.000000,0.014843,0.000999,0.067311,0.012003,0.019202,0.727292,0.019584,0.042971,0.208133,0.000000,0.993017,0.994909,1.000000,0.042691,0.191169,0.000000,-0.015597,-0.023626,0.008030,0.023470,0.024228,48.814465
4,0.018942,0,0.318182,0.434426,0.000000,0.360656,0.002310,0.009239,0.000000,0.049180,0.000000,0.049796,0.001029,0.006862,22,61,0,before_selection_start,0.000000,0.500000,0.000000,0.012466,0.000930,0.074591,0.009903,0.015902,0.610838,0.016514,0.042971,0.208133,0.000000,0.993008,0.994827,1.000000,0.042691,0.191169,0.000000,-0.015340,-0.023418,0.008078,0.024168,0.025065,48.764828
