epoch,effective_rank,mean_cosine_sim,dead_dims_ratio,feature_std_mean,inter_subject_var,encoder_weight_norm
1,76.759438,0.111535,0.000000,0.942059,0.948978,3.288898
2,75.864189,0.125136,0.000000,0.934926,0.938253,3.288594
3,74.753578,0.171822,0.000000,0.910687,0.891103,3.290960
4,74.474564,0.216209,0.000000,0.887578,0.842095,3.294987
5,74.412697,0.279302,0.000000,0.850941,0.768012,3.301143
6,72.300034,0.370482,0.000000,0.792584,0.659459,3.310845
