epoch,effective_rank,mean_cosine_sim,dead_dims_ratio,feature_std_mean,inter_subject_var,encoder_weight_norm
5,87.267403,0.484939,0.000000,0.718377,0.524418,3.267597
10,103.550064,0.580757,0.000000,0.645430,0.421780,3.246785
12,103.312485,0.599122,0.000000,0.630868,0.402637,3.242017
