epoch,score,selection_eligible,agreement,agreement_score,agreement_weight,agreement_coverage,dir_margin,margin_score,density_factor,skeleton_overlap,actual_pair_density,target_pair_density,global_asymmetry,asymmetry_score,high_conf_edges,k,guardrail_pass,guardrail_reason,guardrail_density_ratio,guardrail_required_skeleton_overlap,guardrail_peak_skeleton_overlap,adj_offdiag_mean,adj_offdiag_std,adj_offdiag_cv,adj_offdiag_min,adj_offdiag_max,adj_in_degree_mean,adj_in_degree_std,cross_source_mean_cos,cross_source_p90_cos,cross_source_gt_0p7_frac,cross_pred_mean_cos,cross_pred_p90_cos,cross_pred_gt_0p7_frac,cross_target_mean_cos,cross_target_p90_cos,cross_target_gt_0p7_frac,cross_pred_target_diag_mean,cross_pred_target_offdiag_mean,cross_pred_target_diag_gap,cross_agg_max_mean,cross_agg_max_p90,cross_agg_eff_parents_mean
1,0.044704,0,0.833333,0.611111,0.000000,0.333333,0.007272,0.029080,0.000000,0.111111,0.000000,0.171429,0.004362,0.029070,6,18,0,before_selection_start,0.000000,0.500000,0.000000,0.079968,0.003967,0.049613,0.071097,0.089161,1.119549,0.022634,0.156954,0.357871,0.000000,0.980092,0.986081,1.000000,0.149931,0.381765,0.000000,-0.033401,-0.044727,0.011326,0.077515,0.079739,13.971210
2,0.044751,0,0.800000,0.583333,0.000000,0.277778,0.007277,0.029101,0.000000,0.111111,0.000000,0.171429,0.004494,0.029949,5,18,0,before_selection_start,0.000000,0.500000,0.000000,0.074456,0.004131,0.055484,0.064458,0.085086,1.042380,0.028852,0.156954,0.357871,0.000000,0.980046,0.986134,1.000000,0.149931,0.381765,0.000000,-0.033310,-0.044649,0.011340,0.078175,0.080425,13.967668
3,0.044747,0,0.800000,0.583333,0.000000,0.277778,0.007218,0.028864,0.000000,0.111111,0.000000,0.171429,0.004586,0.030566,5,18,0,before_selection_start,0.000000,0.500000,0.000000,0.066736,0.004283,0.064181,0.057249,0.078370,0.934309,0.031919,0.156954,0.357871,0.000000,0.979953,0.986302,1.000000,0.149931,0.381765,0.000000,-0.033566,-0.044873,0.011306,0.079466,0.081690,13.958785
4,0.044573,0,0.857143,0.638889,0.000000,0.388889,0.007088,0.028345,0.000000,0.111111,0.000000,0.171429,0.004297,0.028640,7,18,0,before_selection_start,0.000000,0.500000,0.000000,0.061518,0.004063,0.066048,0.052563,0.072647,0.861252,0.030547,0.156954,0.357871,0.000000,0.979935,0.986245,1.000000,0.149931,0.381765,0.000000,-0.033554,-0.044896,0.011342,0.079736,0.081981,13.956767
