epoch,effective_rank,mean_cosine_sim,dead_dims_ratio,feature_std_mean,inter_subject_var,encoder_weight_norm
1,96.387321,0.093154,0.000000,0.983910,1.009311,3.489862
2,96.387321,0.093154,0.000000,0.983910,1.009311,3.489862
3,96.387321,0.093154,0.000000,0.983910,1.009311,3.489862
4,96.387321,0.093154,0.000000,0.983910,1.009311,3.489862
