epoch,effective_rank,mean_cosine_sim,dead_dims_ratio,feature_std_mean,inter_subject_var,encoder_weight_norm
1,91.352066,0.034505,0.000000,0.981153,0.981759,3.275605
2,93.610725,0.017900,0.000000,0.986968,0.990338,3.269649
3,92.002159,0.056182,0.000000,0.965940,0.964144,3.265259
4,92.208092,0.050853,0.000000,0.969452,0.967124,3.260135
5,92.848457,0.046374,0.000000,0.972067,0.967166,3.254859
6,93.598946,0.075683,0.000000,0.958546,0.933822,3.251011
