selector_audit_enabled,selector_audit_gt_edge_count,selector_audit_primary_margin_eps,selector_audit_best_gt_epoch,selector_audit_best_gt_proxy_score,selector_audit_best_gt_primary_strict_f1,selector_audit_best_gt_signed_margin_median,selector_audit_best_gt_failure_mode,selector_audit_exported_epoch,selector_audit_exported_primary_strict_f1,selector_audit_exported_signed_margin_median,selector_audit_exported_failure_mode,selector_audit_final_epoch,selector_audit_final_primary_strict_f1,selector_audit_final_signed_margin_median,selector_audit_final_failure_mode,selector_audit_exported_vs_best_gt_gap_primary_strict_f1,selector_audit_final_vs_best_gt_gap_primary_strict_f1
1,18,0.000000,9,0.048070,0.888889,0.128801,mixed_or_partial,8,0.833333,0.064324,mixed_or_partial,20,0.777778,0.111426,mixed_or_partial,-0.055556,-0.111111
