"dataset","baseline_status","new_status","baseline_run_dir","new_run_dir","baseline_best_proxy_score_primary_total","new_best_proxy_score_primary_total","delta_best_proxy_score_primary_total","baseline_exported_primary_strict_f1","new_exported_primary_strict_f1","delta_exported_primary_strict_f1","baseline_best_gt_primary_strict_f1","new_best_gt_primary_strict_f1","delta_best_gt_primary_strict_f1","baseline_exported_vs_best_gt_gap_primary_strict_f1","new_exported_vs_best_gt_gap_primary_strict_f1","delta_exported_gap_primary_strict_f1"
"sim2","ok","ok","D:\mockup\DDM-main\results\run_20260406_164219","D:\mockup\DDM-main\results\run_20260406_164228","0.041512","0.05","0.008488","0.285714","0.357143","0.071429","0.285714","0.357143","0.071429","0","0","0"
