"batch_tag","dataset","csv_path","gt_path","variant","support_prior_algorithm","direction_prior_algorithm","direction_init_mode","run_dir","runtime_sec","device","epochs","subject_limit","time_limit","skip_pretrain","status","error_message","best_proxy_epoch","best_proxy_score_primary_total","best_proxy_skeleton_overlap","best_proxy_agreement","best_proxy_dir_margin","final_epoch","final_score_primary_total","final_skeleton_overlap","final_agreement","final_dir_margin","best_gt_epoch","best_gt_primary_strict_f1","exported_epoch","exported_primary_strict_f1","final_primary_strict_f1","exported_vs_best_gt_gap_primary_strict_f1","exported_failure_mode","final_failure_mode"
"20260406_164215","sim2","D:\mockup\DDM-main\fMRI_dataset\sim2.csv","D:\mockup\DDM-main\fMRI_dataset\h2.txt","baseline_patel","patel","patel","patel_tau","D:\mockup\DDM-main\results\run_20260406_164219","9.25","cuda","6","8","100","1","ok","","3","0.041512","1","0.818182","0.242605","6","0.040893","1","0.818182","0.242789","1","0.285714","6","0.285714","0.285714","0","mixed_or_partial","mixed_or_partial"
"20260406_164215","sim2","D:\mockup\DDM-main\fMRI_dataset\sim2.csv","D:\mockup\DDM-main\fMRI_dataset\h2.txt","soft_support_lag_gain","soft_patel","lag_gain","lag_gain","D:\mockup\DDM-main\results\run_20260406_164228","9.36","cuda","6","8","100","1","ok","","4","0.05","1","1","0.236688","6","0.05","1","1","0.236958","6","0.357143","6","0.357143","0.357143","0","mixed_or_partial","mixed_or_partial"
