epoch,loss
1,0.9642916238307953
2,0.9166438102722168
3,0.8981834375858306
4,0.8863851320743561
5,0.8793820691108704
6,0.8680647933483123
7,0.8562768137454987
8,0.8511006140708923
9,0.8367778575420379
10,0.8299718511104583
11,0.8220463347434998
12,0.8207035827636718
13,0.8164823710918426
14,0.8146684038639068
15,0.8093615555763245
16,0.804280458688736
17,0.7982204663753509
18,0.7953539216518402
19,0.7896121692657471
20,0.790000011920929
21,0.7834649014472962
22,0.7762457275390625
23,0.7721352577209473
24,0.7696920371055603
25,0.76176877617836
26,0.7636712598800659
27,0.7577314436435699
28,0.7490190792083741
29,0.743764818906784
30,0.7414145660400391
31,0.7416452264785767
32,0.7367631888389587
33,0.7338145673274994
34,0.7280877006053924
35,0.7233472728729248
36,0.7198669755458832
37,0.7155289113521576
38,0.7117396450042724
39,0.7111360681056976
40,0.7168580329418183
41,0.7084205889701843
42,0.711724579334259
43,0.7077700352668762
44,0.7012331748008728
45,0.7024610757827758
46,0.6942613053321839
47,0.6929434490203857
48,0.6785607504844665
49,0.676152685880661
50,0.6807417118549347
51,0.6783608448505402
52,0.6736169695854187
53,0.6637510812282562
54,0.6594667518138886
55,0.6579939818382263
56,0.6610239315032959
57,0.6590471470355987
58,0.6518165397644043
59,0.6458336889743805
60,0.6412130200862884
61,0.6368192923069
62,0.6331651425361633
63,0.6350920391082764
64,0.6373669016361236
65,0.6408820140361786
66,0.628380355834961
67,0.6226524424552917
68,0.6200513064861297
69,0.6188809072971344
70,0.6215002512931824
71,0.6206987226009368
72,0.6175188839435577
73,0.6142994284629821
74,0.6148024547100067
75,0.611667104959488
76,0.6088924324512481
77,0.6063792705535889
78,0.6041404533386231
79,0.6025540161132813
80,0.6026954472064971
81,0.6028391516208649
82,0.6034343719482422
83,0.6028944146633148
84,0.6017199492454529
85,0.5996050989627838
86,0.5994623816013336
87,0.5989996302127838
88,0.5990019106864929
89,0.5997967875003815
90,0.6024278104305267
91,0.6045193088054657
92,0.601516625881195
93,0.601440143585205
94,0.6021564233303071
95,0.5986328566074371
96,0.5981008827686309
97,0.5960164391994476
98,0.5943957352638245
99,0.5950115501880646
100,0.5928867650032044
101,0.588604633808136
102,0.5933098328113556
103,0.5926616191864014
104,0.5935533082485199
105,0.5923622274398803
106,0.5868107402324676
107,0.5810063374042511
108,0.581908462047577
109,0.5855517590045929
110,0.5866859722137451
111,0.5734813737869263
112,0.572503627538681
113,0.5694133019447327
114,0.5664728987216949
115,0.5612505972385406
116,0.5571208643913269
117,0.5558876097202301
118,0.554824841618538
119,0.555685156583786
120,0.551882312297821
121,0.5452415645122528
122,0.5410873728990555
123,0.5404787981510162
124,0.5413502508401871
125,0.5361820131540298
126,0.5335881620645523
127,0.5333469218015671
128,0.5341125255823136
129,0.5343297958374024
130,0.5304052984714508
131,0.5336458790302276
132,0.5291037940979004
133,0.5234382319450378
134,0.5255688744783401
