epoch,effective_rank,mean_cosine_sim,dead_dims_ratio,feature_std_mean,inter_subject_var,encoder_weight_norm
1,65.388725,0.144059,0.000000,0.933369,0.916342,3.289447
2,65.023598,0.134630,0.000000,0.937316,0.929347,3.291133
3,64.638847,0.152351,0.000000,0.929417,0.914052,3.292586
4,64.249268,0.179071,0.000000,0.916770,0.889430,3.293701
5,63.935638,0.202692,0.000000,0.906525,0.868637,3.294667
6,62.872444,0.279664,0.000000,0.860153,0.780568,3.298045
