variant,final_loss_mean,final_loss_std,mean_last5_loss_mean,mean_last5_loss_std,normalized_auc_mean,normalized_auc_std,offdiag_mean_mean,offdiag_sparsity_ratio_mean,adj_asymmetry_mean,runtime_sec_mean
full_encoder,6.921026103630841e-07,1.71614421592414e-07,7.897113319946432e-07,1.7620227783071404e-07,0.0006656363613623093,0.00010030197895750591,0.21022392809391022,1.0,0.0075871773685018224,26.46611754099528
no_temporal_stack,6.920668937956029e-07,1.3963779369345988e-07,8.036858305378778e-07,1.0074925121954253e-07,0.0012254498577570242,4.763900442268993e-05,0.22044643759727478,1.0,0.01220158984263738,20.322388490041096
reduced_receptive_field,1.195873000483516e-06,3.057060859816557e-07,1.3169542569357873e-06,2.896433714967701e-07,0.0009958947164516146,0.00015124848619279489,0.2210183491309484,1.0,0.01363731330881516,23.282071113586426
