epoch,score,selection_eligible,agreement,agreement_score,agreement_weight,agreement_coverage,dir_margin,margin_score,density_factor,skeleton_overlap,actual_pair_density,target_pair_density,global_asymmetry,asymmetry_score,high_conf_edges,k,guardrail_pass,guardrail_reason,guardrail_density_ratio,guardrail_required_skeleton_overlap,guardrail_peak_skeleton_overlap,adj_offdiag_mean,adj_offdiag_std,adj_offdiag_cv,adj_offdiag_min,adj_offdiag_max,adj_in_degree_mean,adj_in_degree_std,cross_source_mean_cos,cross_source_p90_cos,cross_source_gt_0p7_frac,cross_pred_mean_cos,cross_pred_p90_cos,cross_pred_gt_0p7_frac,cross_target_mean_cos,cross_target_p90_cos,cross_target_gt_0p7_frac,cross_pred_target_diag_mean,cross_pred_target_offdiag_mean,cross_pred_target_diag_gap,cross_agg_max_mean,cross_agg_max_p90,cross_agg_eff_parents_mean
1,0.294842,0,0.000000,0.200000,0.000000,0.600000,0.016789,0.067057,0.000000,0.800000,0.000000,0.500000,0.014396,0.095678,3,5,0,before_selection_start,0.000000,0.500000,0.000000,0.231394,0.010053,0.043444,0.215201,0.254357,0.925577,0.023562,0.147842,0.306159,0.000000,0.848489,0.899953,1.000000,0.172310,0.309161,0.000000,-0.102099,-0.136383,0.034284,0.288471,0.308946,3.897030
2,0.296314,0,0.000000,0.200000,0.000000,0.600000,0.018977,0.075763,0.000000,0.800000,0.000000,0.500000,0.014898,0.098998,3,5,0,before_selection_start,0.000000,0.500000,0.000000,0.220545,0.010411,0.047207,0.206344,0.244834,0.882181,0.027039,0.147842,0.306159,0.000000,0.849289,0.894647,1.000000,0.172310,0.309161,0.000000,-0.101904,-0.136453,0.034549,0.291083,0.311646,3.893758
3,0.297630,0,0.000000,0.200000,0.000000,0.600000,0.020997,0.083793,0.000000,0.800000,0.000000,0.500000,0.015235,0.101221,3,5,0,before_selection_start,0.000000,0.500000,0.000000,0.206809,0.010799,0.052217,0.192612,0.232565,0.827234,0.030339,0.147842,0.306159,0.000000,0.850057,0.891156,1.000000,0.172310,0.309161,0.000000,-0.101916,-0.136486,0.034570,0.295138,0.314142,3.888756
4,0.298351,0,0.000000,0.200000,0.000000,0.600000,0.022308,0.088998,0.000000,0.800000,0.000000,0.500000,0.015055,0.100028,3,5,0,before_selection_start,0.000000,0.500000,0.000000,0.196567,0.011034,0.056132,0.182563,0.223096,0.786269,0.031946,0.147842,0.306159,0.000000,0.850496,0.885720,1.000000,0.172310,0.309161,0.000000,-0.101710,-0.136596,0.034886,0.299892,0.316415,3.880598
