"dataset","variant","baseline_status","candidate_status","baseline_run_dir","candidate_run_dir","baseline_best_proxy_score_primary_total","candidate_best_proxy_score_primary_total","delta_best_proxy_score_primary_total","baseline_exported_primary_strict_f1","candidate_exported_primary_strict_f1","delta_exported_primary_strict_f1","baseline_best_gt_primary_strict_f1","candidate_best_gt_primary_strict_f1","delta_best_gt_primary_strict_f1","baseline_exported_vs_best_gt_gap_primary_strict_f1","candidate_exported_vs_best_gt_gap_primary_strict_f1","delta_exported_gap_primary_strict_f1"
"sim2","soft_support_patel_tau","ok","ok","D:\mockup\DDM-main\results\run_20260406_174457","D:\mockup\DDM-main\results\run_20260406_174508","0.041512","0.041512","0","0.285714","0.285714","0","0.285714","0.285714","0","0","0","0"
"sim2","soft_support_lag_gain_zero_init","ok","ok","D:\mockup\DDM-main\results\run_20260406_174457","D:\mockup\DDM-main\results\run_20260406_174518","0.041512","0.05","0.008488","0.285714","0.357143","0.071429","0.285714","0.357143","0.071429","0","0","0"
"sim2","soft_support_lag_gain","ok","ok","D:\mockup\DDM-main\results\run_20260406_174457","D:\mockup\DDM-main\results\run_20260406_174529","0.041512","0.05","0.008488","0.285714","0.357143","0.071429","0.285714","0.357143","0.071429","0","0","0"
