0.00000000,-0.03961398,-0.00104214,0.00119586,-0.04641986,-0.00062569,0.00754334,0.00363959,-0.00619244,0.00132078,0.00075311,0.00345161,0.00621063,-0.00267595,0.00229954
0.03961398,0.00000000,-0.01331363,0.00074589,-0.00804903,-0.01455266,0.00366609,-0.00985309,-0.00531145,-0.00341079,0.00078569,0.00101336,-0.00741495,0.00000000,0.00070894
0.00104214,0.01331363,0.00000000,0.02884744,-0.00260790,-0.00454998,0.00114275,-0.01481836,-0.00112352,-0.00014160,0.00200194,-0.00000954,-0.00521080,0.01149882,0.00034422
-0.00119586,-0.00074589,-0.02884744,0.00000000,-0.03431435,-0.01276720,0.00839279,0.01516794,0.00527206,0.00478305,-0.00102731,0.00676371,-0.02720058,0.00032322,0.00954424
0.04641986,0.00804903,0.00260790,0.03431435,0.00000000,-0.01099530,0.00173090,-0.00173811,0.00033724,-0.00038034,-0.00037382,-0.00015280,0.00037344,-0.00289370,0.00036513
0.00062569,0.01455266,0.00454998,0.01276720,0.01099530,0.00000000,-0.09759010,-0.02884275,-0.02420922,-0.06748477,-0.00314998,0.01368305,-0.01500516,0.00086942,0.00952770
-0.00754334,-0.00366609,-0.00114275,-0.00839279,-0.00173090,0.09759010,0.00000000,-0.01211663,0.00000000,0.00016128,0.00277760,0.00054241,-0.00031012,-0.00253112,0.00134420
-0.00363959,0.00985309,0.01481836,-0.01516794,0.00173811,0.02884275,0.01211663,0.00000000,0.03131289,0.00987047,0.01190895,0.00553469,0.02576491,0.02064318,0.00158442
0.00619244,0.00531145,0.00112352,-0.00527206,-0.00033724,0.02420922,0.00000000,-0.03131289,0.00000000,0.00126354,0.00277760,-0.00056800,-0.00138128,0.00706007,0.00134420
-0.00132078,0.00341079,0.00014160,-0.00478305,0.00038034,0.06748477,-0.00016128,-0.00987047,-0.00126354,0.00000000,-0.00361691,-0.00224728,-0.00064592,0.00116118,-0.00073273
-0.00075311,-0.00078569,-0.00200194,0.00102731,0.00037382,0.00314998,-0.00277760,-0.01190895,-0.00277760,0.00361691,0.00000000,-0.02280148,-0.01629171,-0.00339778,-0.02277715
-0.00345161,-0.00101336,0.00000954,-0.00676371,0.00015280,-0.01368305,-0.00054241,-0.00553469,0.00056800,0.00224728,0.02280148,0.00000000,-0.00868019,0.00327270,-0.00407768
-0.00621063,0.00741495,0.00521080,0.02720058,-0.00037344,0.01500516,0.00031012,-0.02576491,0.00138128,0.00064592,0.01629171,0.00868019,0.00000000,0.02442633,0.00274688
0.00267595,0.00000000,-0.01149882,-0.00032322,0.00289370,-0.00086942,0.00253112,-0.02064318,-0.00706007,-0.00116118,0.00339778,-0.00327270,-0.02442633,0.00000000,-0.01545143
-0.00229954,-0.00070894,-0.00034422,-0.00954424,-0.00036513,-0.00952770,-0.00134420,-0.00158442,-0.00134420,0.00073273,0.02277715,0.00407768,-0.00274688,0.01545143,0.00000000
