epoch,effective_rank,mean_cosine_sim,dead_dims_ratio,feature_std_mean,inter_subject_var,encoder_weight_norm
1,76.502701,0.105610,0.000000,0.945173,0.956824,3.288295
2,76.181335,0.116456,0.000000,0.941019,0.947633,3.288393
3,75.542297,0.153357,0.000000,0.922665,0.911798,3.290416
4,75.471474,0.189553,0.000000,0.903625,0.870857,3.293507
5,75.486488,0.247608,0.000000,0.870375,0.802092,3.298602
6,73.956161,0.339810,0.000000,0.813604,0.692979,3.308656
