0.00000000,0.23191664,0.00000000,0.00000000,0.15092589,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000142,0.00000000,0.00000925,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000000,0.13948582,0.00000000,0.27553961,0.00000000,0.00000000,0.00000000,0.13110614,0.00000000,0.00000000,0.00000000,0.00000000,0.18219878,0.00000000,0.00000000
0.00000000,0.00000000,0.04161688,0.00000000,0.09146158,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000093,0.00000000,0.00000000,0.00000056,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10603149,0.00000000,0.00000000,0.13586676,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000065,0.00000000,0.12390815,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000081,0.00000000,0.00000000,0.00000000,0.00000076,0.00000000,0.21955569,0.00000000,0.00000000,0.00000000,0.00126793,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16900080,0.00000000,0.16632949,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000083,0.00000000,0.00000000,0.10873901,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16026990,0.00000000,0.00000000,0.07423553
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000098,0.00000000,0.06493132,0.00000000,0.00000000
0.00000000,0.00000000,0.00000112,0.00000000,0.00000000,0.00000000,0.00000000,0.17139603,0.00000000,0.00000000,0.00000000,0.00000040,0.00000000,0.00000078,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12652920,0.00000000,0.12105620
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000046,0.00000000,0.00000000,0.22040123,0.00000000
