epoch,effective_rank,mean_cosine_sim,dead_dims_ratio,feature_std_mean,inter_subject_var,encoder_weight_norm
1,90.568619,0.041831,0.000000,0.977098,0.976649,3.276037
2,92.340439,0.032334,0.000000,0.979840,0.979526,3.269494
3,91.920639,0.066221,0.000000,0.959667,0.951454,3.264848
4,92.835396,0.057713,0.000000,0.963878,0.953704,3.259454
5,93.333092,0.037400,0.000000,0.974921,0.977182,3.254457
6,93.638718,0.035410,0.000000,0.977808,0.979877,3.250551
