epoch,effective_rank,mean_cosine_sim,dead_dims_ratio,feature_std_mean,inter_subject_var,encoder_weight_norm
1,90.574188,0.041859,0.000000,0.977065,0.976629,3.276058
2,92.319702,0.031327,0.000000,0.980378,0.980973,3.269478
3,92.045242,0.066492,0.000000,0.959502,0.951476,3.264735
4,92.978798,0.058624,0.000000,0.963515,0.953041,3.259259
5,93.316101,0.038970,0.000000,0.974398,0.976146,3.254677
6,93.317879,0.035140,0.000000,0.978678,0.983795,3.251025
