epoch,effective_rank,mean_cosine_sim,dead_dims_ratio,feature_std_mean,inter_subject_var,encoder_weight_norm
1,91.840981,0.033251,0.000000,0.981688,0.982456,3.275534
2,93.331230,0.020350,0.000000,0.986902,0.990269,3.268933
3,92.744293,0.061508,0.000000,0.965313,0.955895,3.263502
4,92.908638,0.068740,0.000000,0.961584,0.947013,3.258127
5,93.423080,0.047703,0.000000,0.972257,0.966568,3.253166
6,93.581230,0.048608,0.000000,0.972275,0.962255,3.249392
