epoch,effective_rank,mean_cosine_sim,dead_dims_ratio,feature_std_mean,inter_subject_var,encoder_weight_norm
5,60.683617,0.429970,0.000000,0.758175,0.593811,3.298026
10,68.567719,0.521992,0.000000,0.695884,0.497004,3.274539
12,70.696503,0.547278,0.000000,0.676888,0.468618,3.269528
