"batch_tag","dataset","csv_path","gt_path","variant","support_prior_algorithm","direction_prior_algorithm","direction_init_mode","run_dir","runtime_sec","device","epochs","subject_limit","time_limit","skip_pretrain","status","error_message","best_proxy_epoch","best_proxy_score_primary_total","best_proxy_skeleton_overlap","best_proxy_agreement","best_proxy_dir_margin","final_epoch","final_score_primary_total","final_skeleton_overlap","final_agreement","final_dir_margin","best_gt_epoch","best_gt_primary_strict_f1","exported_epoch","exported_primary_strict_f1","final_primary_strict_f1","exported_vs_best_gt_gap_primary_strict_f1","exported_failure_mode","final_failure_mode"
"20260406_191435","sim2","D:\mockup\DDM-main\fMRI_dataset\sim2.csv","D:\mockup\DDM-main\fMRI_dataset\h2.txt","baseline_patel","patel","patel","patel_tau","D:\mockup\DDM-main\results\run_20260406_191440","9.21","cuda","6","8","100","1","ok","","3","0.041512","1","0.818182","0.242605","6","0.040893","1","0.818182","0.242789","1","0.285714","6","0.285714","0.285714","0","mixed_or_partial","mixed_or_partial"
"20260406_191435","sim2","D:\mockup\DDM-main\fMRI_dataset\sim2.csv","D:\mockup\DDM-main\fMRI_dataset\h2.txt","patel_support_lag_gain_zero_init","patel","lag_gain","zeros","D:\mockup\DDM-main\results\run_20260406_191449","8.95","cuda","6","8","100","1","ok","","3","0.03503","1","0.772727","0.242605","6","0.033907","1","0.727273","0.242795","1","0.285714","6","0.285714","0.285714","0","mixed_or_partial","mixed_or_partial"
