variant,seed,runtime_sec,final_loss,mean_last5_loss,normalized_auc,offdiag_mean,offdiag_sparsity_ratio,adj_asymmetry
full_encoder,42,50.57421159744263,4.146088620018418e-06,4.603652636433253e-06,0.0008040387877549999,0.18436485528945923,1.0,0.0031346664763987064
full_encoder,43,50.840981245040894,4.905823300305201e-06,5.352001246819782e-06,0.0008932909833672513,0.191518634557724,1.0,0.006473659072071314
full_encoder,44,48.91004490852356,3.864564312152652e-06,4.567882887386077e-06,0.0010618998928188527,0.1874508112668991,1.0,0.004616336431354284
no_temporal_stack,42,37.02543044090271,4.125812711208709e-06,4.269337414143593e-06,0.001441139328301347,0.19193024933338165,1.0,0.002662666141986847
no_temporal_stack,43,35.75534009933472,4.261966948888585e-06,5.729875691258713e-06,0.0012417749286951223,0.18697066605091095,1.0,0.003805898129940033
no_temporal_stack,44,34.966827630996704,5.477283939399058e-06,6.28305195732537e-06,0.0013654582744084866,0.19240587949752808,1.0,0.011049047112464905
reduced_receptive_field,42,43.13478374481201,6.351979588998802e-06,6.369793342400953e-06,0.0010466697692049442,0.18884257972240448,1.0,0.0039972467347979546
reduced_receptive_field,43,44.07128357887268,5.055285002981691e-06,5.551763696530543e-06,0.0014125541366604845,0.19386930763721466,1.0,0.005465277936309576
reduced_receptive_field,44,42.08274006843567,7.704206630023692e-06,7.383430719073658e-06,0.001115419393760665,0.19651249051094055,1.0,0.012171218171715736
