epoch,effective_rank,mean_cosine_sim,dead_dims_ratio,feature_std_mean,inter_subject_var,encoder_weight_norm
20,35.840214,0.240221,0.000000,0.967227,0.996816,3.489862
40,35.840214,0.240221,0.000000,0.967227,0.996816,3.489862
60,35.840214,0.240221,0.000000,0.967227,0.996816,3.489862
80,35.840214,0.240221,0.000000,0.967227,0.996816,3.489862
100,35.840214,0.240221,0.000000,0.967227,0.996816,3.489862
