epoch,score,selection_eligible,agreement,agreement_score,agreement_weight,agreement_coverage,dir_margin,margin_score,density_factor,skeleton_overlap,actual_pair_density,target_pair_density,global_asymmetry,asymmetry_score,high_conf_edges,k,guardrail_pass,guardrail_reason,guardrail_density_ratio,guardrail_required_skeleton_overlap,guardrail_peak_skeleton_overlap,adj_offdiag_mean,adj_offdiag_std,adj_offdiag_cv,adj_offdiag_min,adj_offdiag_max,adj_in_degree_mean,adj_in_degree_std,adj_parent_entropy_mean,adj_eff_parents_mean,adj_eff_parents_p90,adj_ungated_asym_mean,adj_ungated_asym_median,adj_ungated_asym_p90,noise_probe_available,noise_probe_timestep,noise_probe_patel_loss,noise_probe_blend50_loss,noise_probe_learned_loss,noise_probe_delta_blend50_minus_patel,noise_probe_delta_learned_minus_patel,noise_probe_ratio_blend50_over_patel,noise_probe_ratio_learned_over_patel,noise_probe_guide_l1_mean,msg_dir_mode_is_causal,msg_dir_raw_diag_mean,msg_dir_raw_offdiag_mean,msg_dir_raw_diag_gap,msg_dir_causal_diag_mean,msg_dir_causal_offdiag_mean,msg_dir_causal_diag_gap,msg_dir_active_diag_gap,msg_dir_gap_delta_causal_minus_raw,msg_dir_prefers_causal,directional_kappa_gate_enabled,directional_kappa_gate_quantile,directional_kappa_gate_threshold,directional_kappa_gate_pair_frac,main_loss_weight,directional_loss_active,directional_loss_end_epoch,directional_loss_deactivated_from_epoch,dir_loss_raw,dir_loss_weighted,dir_lambda_current,direction_lr_multiplier,direction_lr_current,direction_branch_frozen,freeze_direction_after_epoch,direction_branch_frozen_from_epoch,cross_loss_raw,cross_loss_weighted,ortho_loss_raw,ortho_loss_weighted,parent_entropy_raw,parent_entropy_weighted,parent_entropy_lambda_current,parent_cap_raw,parent_cap_weighted,parent_cap_lambda_current,parent_cap_target,ungated_symmetry_raw,ungated_symmetry_weighted,ungated_symmetry_lambda_current,gradient_alignment_probe_enabled,gradient_alignment_probe_seed,grad_probe_available,grad_probe_lambda_dir,grad_probe_diff_norm,grad_probe_dir_norm_raw,grad_probe_dir_norm_weighted,grad_probe_dir_to_diff_norm_ratio,grad_probe_cosine,grad_probe_cosine_negative
21,0.408446,1,1.000000,0.700000,0.000000,0.400000,0.078561,0.304294,0.000000,1.000000,0.000000,0.500000,0.039281,0.256044,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.072564,0.080180,1.104964,0.000000,0.223556,0.290254,0.086818,0.494510,1.984928,1.999398,0.000000,0.000000,0.000000,1.000000,500.000000,1.266172,1.270753,1.262607,0.004581,-0.003565,1.003618,0.997184,0.178134,0.000000,0.164767,0.202418,-0.037651,0.163064,0.203674,-0.040611,-0.037651,-0.002960,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000004,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000288,0.000164,0.494510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22,0.408545,1,1.000000,0.700000,0.000000,0.400000,0.078703,0.304807,0.000000,1.000000,0.000000,0.500000,0.039351,0.256485,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.071786,0.079383,1.105830,0.000000,0.221371,0.287145,0.086126,0.494277,1.984297,1.999846,0.000000,0.000000,0.000000,1.000000,500.000000,1.268808,1.276202,1.269948,0.007394,0.001140,1.005827,1.000898,0.178870,0.000000,0.164095,0.202350,-0.038256,0.163571,0.203862,-0.040291,-0.038256,-0.002036,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000225,0.000128,0.494277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23,0.408631,1,1.000000,0.700000,0.000000,0.400000,0.078825,0.305250,0.000000,1.000000,0.000000,0.500000,0.039412,0.256865,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.072246,0.079690,1.103032,0.000000,0.221364,0.288985,0.085201,0.494251,1.984227,1.999987,0.000000,0.000000,0.000000,1.000000,500.000000,1.259851,1.259356,1.251901,-0.000495,-0.007950,0.999607,0.993690,0.178389,0.000000,0.164221,0.202593,-0.038372,0.163851,0.204132,-0.040281,-0.038372,-0.001909,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000185,0.000099,0.494251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24,0.408308,1,1.000000,0.700000,0.000000,0.400000,0.078364,0.303580,0.000000,1.000000,0.000000,0.500000,0.039182,0.255431,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.069284,0.077115,1.113034,0.000000,0.214971,0.277135,0.085624,0.494105,1.983836,1.999284,0.000000,0.000000,0.000000,1.000000,500.000000,1.258603,1.257344,1.257216,-0.001259,-0.001387,0.999000,0.998898,0.181324,0.000000,0.165838,0.202286,-0.036447,0.162611,0.203505,-0.040894,-0.036447,-0.004446,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000003,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000138,0.000082,0.494105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,0.407516,1,1.000000,0.700000,0.000000,0.400000,0.077234,0.299468,0.000000,1.000000,0.000000,0.500000,0.038617,0.251905,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.070106,0.077795,1.109678,0.000000,0.216647,0.280422,0.085515,0.494468,1.984820,1.999205,0.000000,0.000000,0.000000,1.000000,500.000000,1.252382,1.254213,1.255214,0.001830,0.002832,1.001462,1.002261,0.180505,0.000000,0.165917,0.202498,-0.036581,0.162460,0.203620,-0.041160,-0.036581,-0.004579,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000118,0.000064,0.494468,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,0.404582,1,1.000000,0.700000,0.000000,0.400000,0.073076,0.284252,0.000000,1.000000,0.000000,0.500000,0.036538,0.238879,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.069391,0.076713,1.105513,0.000000,0.216168,0.277565,0.083270,0.494917,1.986035,1.998694,0.000000,0.000000,0.000000,1.000000,500.000000,1.230214,1.230013,1.235367,-0.000201,0.005153,0.999836,1.004189,0.181131,0.000000,0.165601,0.202883,-0.037281,0.161846,0.203777,-0.041931,-0.037281,-0.004650,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000099,0.000053,0.494917,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27,0.403055,1,1.000000,0.700000,0.000000,0.400000,0.070926,0.276331,0.000000,1.000000,0.000000,0.500000,0.035463,0.232113,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.069953,0.076929,1.099721,0.000000,0.215872,0.279813,0.081324,0.495118,1.986581,1.998526,0.000000,0.000000,0.000000,1.000000,500.000000,1.269255,1.264688,1.264503,-0.004567,-0.004751,0.996402,0.996257,0.180511,0.000000,0.165675,0.203104,-0.037430,0.161794,0.203729,-0.041935,-0.037430,-0.004506,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000087,0.000047,0.495118,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28,0.402461,1,1.000000,0.700000,0.000000,0.400000,0.070093,0.273248,0.000000,1.000000,0.000000,0.500000,0.035046,0.229481,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.069146,0.075790,1.096078,0.000000,0.211491,0.276586,0.080292,0.495976,1.988907,1.998346,0.000000,0.000000,0.000000,1.000000,500.000000,1.264379,1.264679,1.267255,0.000300,0.002876,1.000237,1.002275,0.181274,0.000000,0.166003,0.203456,-0.037453,0.161713,0.204320,-0.042607,-0.037453,-0.005154,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000074,0.000042,0.495976,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29,0.404790,1,1.000000,0.700000,0.000000,0.400000,0.073369,0.285331,0.000000,1.000000,0.000000,0.500000,0.036684,0.239801,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.068822,0.076131,1.106193,0.000000,0.213153,0.275289,0.083757,0.495340,1.987167,1.996552,0.000000,0.000000,0.000000,1.000000,500.000000,1.261104,1.257944,1.259301,-0.003161,-0.001803,0.997494,0.998570,0.181711,0.000000,0.166405,0.203088,-0.036682,0.161230,0.203552,-0.042322,-0.036682,-0.005639,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000002,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000062,0.000034,0.495340,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30,0.405137,1,1.000000,0.700000,0.000000,0.400000,0.073859,0.287132,0.000000,1.000000,0.000000,0.500000,0.036930,0.241341,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.067559,0.074875,1.108296,0.000000,0.211093,0.270236,0.083769,0.495675,1.988073,1.996926,0.000000,0.000000,0.000000,1.000000,500.000000,1.253047,1.256360,1.257826,0.003313,0.004779,1.002644,1.003814,0.182972,0.000000,0.166224,0.203349,-0.037125,0.161168,0.203945,-0.042777,-0.037125,-0.005652,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,30,-1,0.000000,0.000000,0.000052,0.000028,0.495675,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31,0.405245,1,1.000000,0.700000,0.000000,0.400000,0.074012,0.287691,0.000000,1.000000,0.000000,0.500000,0.037006,0.241819,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.067817,0.075120,1.107688,0.000000,0.211369,0.271269,0.083998,0.495739,1.988248,1.996817,0.000000,0.000000,0.000000,1.000000,500.000000,1.246181,1.243297,1.246313,-0.002884,0.000132,0.997686,1.000106,0.182721,0.000000,0.166068,0.203340,-0.037272,0.161074,0.203990,-0.042916,-0.037272,-0.005644,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.000000,1,30,31,0.000000,0.000000,0.000045,0.000025,0.495739,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32,0.404803,1,1.000000,0.700000,0.000000,0.400000,0.073388,0.285400,0.000000,1.000000,0.000000,0.500000,0.036694,0.239860,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.066976,0.074282,1.109079,0.000000,0.210191,0.267904,0.083251,0.495609,1.987894,1.997002,0.000000,0.000000,0.000000,1.000000,500.000000,1.249968,1.246480,1.256406,-0.003488,0.006438,0.997209,1.005150,0.183539,0.000000,0.166168,0.203374,-0.037206,0.161095,0.203909,-0.042814,-0.037206,-0.005608,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.000000,1,30,31,0.000000,0.000000,0.000039,0.000021,0.495609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33,0.404952,1,1.000000,0.700000,0.000000,0.400000,0.073598,0.286172,0.000000,1.000000,0.000000,0.500000,0.036799,0.240521,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.067014,0.074381,1.109931,0.000000,0.211481,0.268055,0.083541,0.495532,1.987685,1.997119,0.000000,0.000000,0.000000,1.000000,500.000000,1.257176,1.255221,1.258280,-0.001955,0.001104,0.998445,1.000878,0.183508,0.000000,0.166055,0.203381,-0.037327,0.160968,0.203854,-0.042886,-0.037327,-0.005559,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.000000,1,30,31,0.000000,0.000000,0.000036,0.000019,0.495532,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34,0.404229,1,1.000000,0.700000,0.000000,0.400000,0.072578,0.282420,0.000000,1.000000,0.000000,0.500000,0.036289,0.237313,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.065821,0.073163,1.111541,0.000000,0.209910,0.263285,0.082468,0.495357,1.987208,1.997170,0.000000,0.000000,0.000000,1.000000,500.000000,1.253244,1.255970,1.248917,0.002726,-0.004327,1.002175,0.996547,0.184675,0.000000,0.165913,0.203368,-0.037455,0.160773,0.203721,-0.042948,-0.037455,-0.005493,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.000000,1,30,31,0.000000,0.000000,0.000035,0.000018,0.495357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35,0.404709,1,1.000000,0.700000,0.000000,0.400000,0.073256,0.284914,0.000000,1.000000,0.000000,0.500000,0.036628,0.239445,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.066438,0.073844,1.111474,0.000000,0.211523,0.265752,0.083188,0.495369,1.987242,1.997227,0.000000,0.000000,0.000000,1.000000,500.000000,1.249681,1.245068,1.244864,-0.004614,-0.004817,0.996308,0.996145,0.184074,0.000000,0.165998,0.203394,-0.037396,0.160850,0.203746,-0.042896,-0.037396,-0.005500,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.000000,1,30,31,0.000000,0.000000,0.000031,0.000017,0.495369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36,0.403603,1,1.000000,0.700000,0.000000,0.400000,0.071697,0.279175,0.000000,1.000000,0.000000,0.500000,0.035848,0.234541,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.065125,0.072343,1.110840,0.000000,0.206477,0.260498,0.081413,0.495462,1.987494,1.997236,0.000000,0.000000,0.000000,1.000000,500.000000,1.267584,1.270744,1.262012,0.003160,-0.005572,1.002493,0.995604,0.185350,0.000000,0.166069,0.203390,-0.037320,0.160949,0.203803,-0.042853,-0.037320,-0.005533,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.000000,1,30,31,0.000000,0.000000,0.000025,0.000014,0.495462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37,0.404083,1,1.000000,0.700000,0.000000,0.400000,0.072372,0.281662,0.000000,1.000000,0.000000,0.500000,0.036186,0.236665,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.065897,0.073141,1.109921,0.000000,0.207985,0.263589,0.082247,0.495592,1.987851,1.997209,0.000000,0.000000,0.000000,1.000000,500.000000,1.269065,1.269162,1.267657,0.000097,-0.001408,1.000076,0.998891,0.184594,0.000000,0.166018,0.203362,-0.037344,0.160965,0.203870,-0.042905,-0.037344,-0.005561,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.000000,1,30,31,0.000000,0.000000,0.000022,0.000012,0.495592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38,0.403630,1,1.000000,0.700000,0.000000,0.400000,0.071735,0.279316,0.000000,1.000000,0.000000,0.500000,0.035867,0.234661,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.065432,0.072582,1.109259,0.000000,0.205678,0.261730,0.081513,0.495667,1.988056,1.997160,0.000000,0.000000,0.000000,1.000000,500.000000,1.266486,1.256567,1.250326,-0.009919,-0.016160,0.992168,0.987240,0.185043,0.000000,0.166068,0.203354,-0.037286,0.161039,0.203918,-0.042878,-0.037286,-0.005593,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.000000,1,30,31,0.000000,0.000000,0.000020,0.000010,0.495667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39,0.403284,1,1.000000,0.700000,0.000000,0.400000,0.071247,0.277516,0.000000,1.000000,0.000000,0.500000,0.035624,0.233124,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.064895,0.072017,1.109743,0.000000,0.204039,0.259580,0.080883,0.495621,1.987929,1.997243,0.000000,0.000000,0.000000,1.000000,500.000000,1.249290,1.245962,1.239237,-0.003329,-0.010054,0.997336,0.991953,0.185569,0.000000,0.166252,0.203395,-0.037143,0.161173,0.203913,-0.042740,-0.037143,-0.005597,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.000000,1,30,31,0.000000,0.000000,0.000017,0.000009,0.495621,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40,0.402424,1,1.000000,0.700000,0.000000,0.400000,0.070041,0.273057,0.000000,1.000000,0.000000,0.500000,0.035020,0.229318,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.064034,0.070977,1.108428,0.000000,0.200301,0.256136,0.079600,0.495762,1.988314,1.997093,0.000000,0.000000,0.000000,1.000000,500.000000,1.249240,1.250439,1.238764,0.001199,-0.010476,1.000960,0.991614,0.186411,0.000000,0.166081,0.203340,-0.037259,0.161094,0.203978,-0.042884,-0.037259,-0.005625,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.000000,1,30,31,0.000000,0.000000,0.000015,0.000008,0.495762,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41,0.402749,1,1.000000,0.700000,0.000000,0.400000,0.070496,0.274739,0.000000,1.000000,0.000000,0.500000,0.035248,0.230754,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.064439,0.071430,1.108488,0.000000,0.201675,0.257758,0.080111,0.495746,1.988270,1.997091,0.000000,0.000000,0.000000,1.000000,500.000000,1.257853,1.239869,1.238046,-0.017985,-0.019807,0.985702,0.984253,0.186012,0.000000,0.166049,0.203346,-0.037297,0.161061,0.203973,-0.042912,-0.037297,-0.005614,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.000000,1,30,31,0.000000,0.000000,0.000014,0.000007,0.495746,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42,0.401374,1,1.000000,0.700000,0.000000,0.400000,0.068571,0.267605,0.000000,1.000000,0.000000,0.500000,0.034285,0.224670,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.062802,0.069575,1.107851,0.000000,0.196136,0.251206,0.077997,0.495816,1.988462,1.997008,0.000000,0.000000,0.000000,1.000000,500.000000,1.262825,1.258247,1.260552,-0.004578,-0.002273,0.996375,0.998200,0.187628,0.000000,0.165915,0.203309,-0.037394,0.160983,0.204000,-0.043017,-0.037394,-0.005624,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.000000,1,30,31,0.000000,0.000000,0.000012,0.000007,0.495816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
43,0.400904,1,1.000000,0.700000,0.000000,0.400000,0.067913,0.265162,0.000000,1.000000,0.000000,0.500000,0.033957,0.222588,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.062464,0.069112,1.106423,0.000000,0.193414,0.249856,0.077272,0.495962,1.988860,1.996830,0.000000,0.000000,0.000000,1.000000,500.000000,1.247889,1.236176,1.244208,-0.011713,-0.003681,0.990614,0.997050,0.187957,0.000000,0.165934,0.203277,-0.037343,0.161069,0.204096,-0.043027,-0.037343,-0.005683,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.000000,1,30,31,0.000000,0.000000,0.000011,0.000006,0.495962,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
44,0.400680,1,1.000000,0.700000,0.000000,0.400000,0.067601,0.264000,0.000000,1.000000,0.000000,0.500000,0.033800,0.221598,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.061947,0.068616,1.107650,0.000000,0.193177,0.247789,0.076885,0.495839,1.988525,1.996991,0.000000,0.000000,0.000000,1.000000,500.000000,1.235930,1.233172,1.242429,-0.002758,0.006499,0.997769,1.005258,0.188478,0.000000,0.165951,0.203308,-0.037357,0.161023,0.204017,-0.042994,-0.037357,-0.005637,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.000000,1,30,31,0.000000,0.000000,0.000010,0.000005,0.495839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
45,0.400165,1,1.000000,0.700000,0.000000,0.400000,0.066883,0.261325,0.000000,1.000000,0.000000,0.500000,0.033441,0.219320,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.061142,0.067774,1.108458,0.000000,0.191314,0.244569,0.076010,0.495760,1.988309,1.997079,0.000000,0.000000,0.000000,1.000000,500.000000,1.241885,1.240282,1.236597,-0.001603,-0.005288,0.998709,0.995742,0.189287,0.000000,0.166105,0.203331,-0.037227,0.161110,0.203969,-0.042858,-0.037227,-0.005632,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.000000,1,30,31,0.000000,0.000000,0.000010,0.000005,0.495760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
46,0.400164,1,1.000000,0.700000,0.000000,0.400000,0.066882,0.261323,0.000000,1.000000,0.000000,0.500000,0.033441,0.219318,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.061140,0.067774,1.108515,0.000000,0.191712,0.244558,0.076081,0.495765,1.988321,1.997058,0.000000,0.000000,0.000000,1.000000,500.000000,1.236715,1.236808,1.238584,0.000093,0.001869,1.000075,1.001511,0.189292,0.000000,0.165987,0.203295,-0.037308,0.161012,0.203943,-0.042931,-0.037308,-0.005623,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.000000,1,30,31,0.000000,0.000000,0.000010,0.000005,0.495765,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
47,0.399182,1,1.000000,0.700000,0.000000,0.400000,0.065515,0.256223,0.000000,1.000000,0.000000,0.500000,0.032758,0.214978,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.059879,0.066382,1.108616,0.000000,0.188028,0.239515,0.074543,0.495749,1.988277,1.997020,0.000000,0.000000,0.000000,1.000000,500.000000,1.250688,1.240987,1.240941,-0.009702,-0.009748,0.992243,0.992206,0.190564,0.000000,0.165960,0.203275,-0.037315,0.160979,0.203917,-0.042938,-0.037315,-0.005623,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.000000,1,30,31,0.000000,0.000000,0.000010,0.000005,0.495749,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
48,0.399617,1,1.000000,0.700000,0.000000,0.400000,0.066120,0.258481,0.000000,1.000000,0.000000,0.500000,0.033060,0.216899,2,5,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.060495,0.067045,1.108267,0.000000,0.189740,0.241981,0.075240,0.495781,1.988364,1.996922,0.000000,0.000000,0.000000,1.000000,500.000000,1.245748,1.234875,1.238207,-0.010873,-0.007541,0.991272,0.993946,0.189939,0.000000,0.165985,0.203239,-0.037254,0.161008,0.203915,-0.042907,-0.037254,-0.005653,0.000000,1,0.500000,0.200718,0.400000,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.000000,1,30,31,0.000000,0.000000,0.000010,0.000005,0.495781,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
