epoch,effective_rank,mean_cosine_sim,dead_dims_ratio,feature_std_mean,inter_subject_var,encoder_weight_norm
5,87.267403,0.484939,0.000000,0.718377,0.524418,3.267597
10,103.524689,0.581495,0.000000,0.644859,0.421078,3.246770
12,103.265793,0.599216,0.000000,0.630775,0.402527,3.242036
