epoch,effective_rank,mean_cosine_sim,dead_dims_ratio,feature_std_mean,inter_subject_var,encoder_weight_norm
1,35.840221,0.240221,0.000000,0.967227,0.996816,3.489862
2,35.840221,0.240221,0.000000,0.967227,0.996816,3.489862
3,35.840221,0.240221,0.000000,0.967227,0.996816,3.489862
4,35.840221,0.240221,0.000000,0.967227,0.996816,3.489862
