0.00000000,0.04726599,0.01638655,0.01536722,0.01135345,0.01987749,0.01757423,0.02095244,0.01668927,0.01536367,0.01893110,0.01649974,0.04002280,0.02297948,0.01802376,0.01565317,0.02071467,0.00904533,0.01686128,0.03076326,0.01124470,0.02905579,0.02081424,0.00858176,0.02189822,0.01226996,0.01922733,0.03147868,0.01790443,0.01969489,0.01797603,0.01989758,0.07412630,0.02822163,0.01391227,0.02101573,0.02368802,0.02065481,0.02284979,0.00459055,0.01623889,0.01601894,0.02205180,0.01804292,0.03242665,0.01304288,0.02024198,0.01786037,0.01596473,0.01504154
0.00717147,0.00000000,0.00589881,0.00482100,0.00623950,0.01569331,0.01931946,0.13305376,0.01142189,0.02387536,0.01241198,0.01970147,0.07904097,0.02049438,0.02201905,0.01568036,0.01396761,0.00583062,0.01789205,0.06063096,0.01599265,0.01092148,0.02490924,0.01720016,0.01762930,0.01265267,0.02058897,0.04729595,0.01568370,0.01802998,0.01457808,0.01860378,0.02574234,0.01887305,0.00950505,0.01223265,0.01934950,0.01805189,0.01671943,0.02389025,0.02014048,0.01091558,0.01880892,0.01818365,0.03821095,0.01598494,0.01761577,0.00829904,0.01600779,0.00849077
0.02013763,0.05282435,0.00000000,0.00752499,0.01654002,0.01989327,0.02369562,0.69209898,0.01286568,0.06577492,0.02748187,0.02509576,0.29733175,0.04109971,0.03545628,0.01781688,0.01692690,0.05380477,0.02249376,0.10471466,0.01652092,0.01536377,0.74556851,0.05738640,0.03700627,0.00856710,0.03259272,0.74731213,0.02936525,0.02240891,0.01880017,0.04093769,0.09350815,0.01844063,0.03706805,0.02248949,0.02363657,0.02250001,0.03282391,0.11908711,0.01775911,0.01465040,0.06703484,0.01663707,0.09808018,0.00611159,0.00957029,0.06210941,0.08877808,0.01224000
0.02123730,0.05855889,0.03962710,0.00000000,0.03156421,0.01568217,0.04409756,0.19931352,0.01856200,0.07013289,0.01732681,0.02359171,0.07477447,0.01567057,0.02180216,0.01883947,0.01755419,0.02185638,0.02347384,0.03675910,0.01728173,0.07547040,0.10747054,0.01471323,0.04657565,0.01759045,0.06322789,0.20907626,0.02597296,0.04485656,0.01494244,0.02499006,0.10582453,0.02373233,0.02533180,0.01257287,0.01852228,0.02989223,0.03705757,0.01441440,0.01613238,0.01802300,0.05692673,0.01860195,0.02262170,0.00678959,0.01689091,0.00510763,0.04456230,0.02209351
0.02843541,0.04980322,0.01912558,0.01056603,0.00000000,0.01880676,0.04837789,0.03015915,0.01638964,0.03374218,0.02019686,0.02723711,0.19370995,0.04254235,0.01913151,0.01823550,0.01473866,0.02829265,0.01889284,0.05999693,0.01434657,0.07798328,0.12089207,0.02438399,0.04466300,0.01571565,0.02929228,0.03165279,0.01992870,0.01931296,0.01688482,0.01664548,0.01763045,0.00910338,0.02271086,0.01648004,0.02364686,0.03908010,0.01326288,0.00877170,0.01828359,0.01850376,0.04628066,0.01737900,0.02063144,0.03376818,0.02927768,0.09644494,0.05565059,0.05053849
0.01660006,0.02089102,0.01736448,0.02131736,0.01664784,0.00000000,0.13022792,0.12432801,0.01767207,0.21424963,0.01632772,0.01359867,0.05185670,0.01991753,0.03741005,0.02168925,0.01254299,0.01350049,0.01780186,0.01613676,0.00406269,0.06138680,0.00985518,0.02044001,0.02156991,0.00839959,0.02106665,0.03501513,0.01881421,0.01874345,0.01873109,0.01988390,0.05516513,0.02203560,0.00763470,0.01974567,0.01954122,0.01869292,0.02193532,0.02755515,0.01202122,0.01865437,0.01037046,0.02150780,0.04928707,0.04310133,0.01565082,0.05475628,0.03548909,0.01644442
0.02010377,0.01740089,0.01589229,0.00699735,0.00713227,0.00247262,0.00000000,0.18661390,0.00370361,0.02198369,0.01765632,0.03272785,0.02797930,0.01376861,0.01813449,0.06938825,0.02063930,0.01888959,0.01784090,0.01122810,0.00418219,0.03322900,0.01648398,0.01731995,0.01525683,0.04854358,0.01765084,0.02854988,0.01201527,0.01291435,0.01858783,0.01634256,0.01383482,0.01924270,0.02074996,0.00476902,0.02235675,0.02201696,0.01716519,0.01514326,0.02387123,0.03591861,0.01592896,0.03884292,0.02302464,0.01825215,0.01494263,0.02096577,0.02070868,0.02100111
0.01513881,0.00247262,0.00247262,0.00247262,0.01292883,0.00247262,0.00247262,0.00000000,0.00247262,0.00255498,0.07211283,0.09070091,0.00981219,0.00279070,0.00409618,0.02129475,0.02124278,0.01132482,0.00247262,0.01526253,0.01620103,0.01468715,0.01585340,0.02634314,0.00941098,0.01183531,0.03203283,0.01172605,0.01365508,0.04905288,0.00537807,0.01706172,0.01741611,0.01164347,0.01323530,0.01210929,0.01583469,0.01823048,0.03546305,0.01525806,0.04752284,0.00569482,0.03474823,0.05151548,0.01284951,0.02277527,0.03420522,0.01552306,0.01248174,0.01304873
0.02149825,0.03042531,0.02202505,0.01828780,0.01991897,0.02036696,0.07505965,0.46284488,0.00000000,0.35872817,0.01911446,0.02143363,0.16481115,0.03528158,0.04960864,0.01775102,0.01875653,0.02475154,0.02382442,0.02194809,0.02462091,0.00799760,0.09139940,0.03322476,0.02853549,0.02051654,0.00988667,0.08123671,0.02327264,0.01984528,0.02446000,0.03026346,0.04118693,0.02214947,0.01085580,0.01350509,0.01841006,0.01707017,0.01679991,0.06349479,0.01736644,0.01916059,0.05220849,0.01725526,0.04833843,0.00901944,0.00820815,0.00640656,0.08055075,0.05099760
0.02374317,0.01453051,0.00555824,0.00407102,0.01008906,0.00247262,0.01637078,0.09956584,0.00247262,0.00000000,0.05213416,0.01558216,0.03206682,0.01583886,0.01569350,0.01622246,0.01969982,0.01995392,0.01805003,0.01374556,0.01104541,0.01905463,0.02738362,0.01777847,0.01139886,0.02339357,0.01801896,0.02487081,0.02039719,0.02483821,0.01312540,0.01587528,0.02444440,0.01868919,0.01882276,0.00571071,0.01102645,0.01866022,0.01875642,0.03538292,0.03675520,0.02261956,0.02043842,0.02282886,0.02251518,0.01843430,0.02716067,0.01971485,0.02011133,0.01913680
