epoch,effective_rank,mean_cosine_sim,dead_dims_ratio,feature_std_mean,inter_subject_var,encoder_weight_norm
1,91.842209,0.033251,0.000000,0.981687,0.982451,3.275532
2,93.325081,0.020291,0.000000,0.986866,0.990273,3.268958
3,92.842079,0.059488,0.000000,0.966240,0.957294,3.263556
4,93.105736,0.068898,0.000000,0.961364,0.945997,3.258320
5,93.481636,0.048475,0.000000,0.971422,0.965601,3.253603
6,93.732574,0.040733,0.000000,0.976252,0.973877,3.250032
