epoch,score,selection_eligible,agreement,agreement_score,agreement_weight,agreement_coverage,dir_margin,margin_score,density_factor,skeleton_overlap,actual_pair_density,target_pair_density,global_asymmetry,asymmetry_score,high_conf_edges,k,guardrail_pass,guardrail_reason,guardrail_density_ratio,guardrail_required_skeleton_overlap,guardrail_peak_skeleton_overlap,adj_offdiag_mean,adj_offdiag_std,adj_offdiag_cv,adj_offdiag_min,adj_offdiag_max,adj_in_degree_mean,adj_in_degree_std,adj_parent_entropy_mean,adj_eff_parents_mean,adj_eff_parents_p90,adj_ungated_asym_mean,adj_ungated_asym_median,adj_ungated_asym_p90,dir_active_pair_frac,dir_prior_q_threshold,dir_active_reliability_mean,dir_active_reliability_median,dir_active_reliability_p10,dir_active_abs_margin_mean,dir_active_abs_margin_median,dir_active_abs_margin_p90,dir_active_abs_margin_near0_frac,dir_active_signed_raw_mean,dir_active_signed_raw_median,dir_active_signed_raw_p10,dir_active_signed_raw_frac_pos,dir_active_signed_gate_mean,dir_active_signed_gate_median,dir_active_signed_gate_p10,dir_active_signed_gate_frac_pos,cross_source_mean_cos,cross_source_p90_cos,cross_source_gt_0p7_frac,cross_pred_mean_cos,cross_pred_p90_cos,cross_pred_gt_0p7_frac,cross_target_mean_cos,cross_target_p90_cos,cross_target_gt_0p7_frac,cross_num_lags,cross_pred_target_diag_mean,cross_pred_target_offdiag_mean,cross_pred_target_diag_gap,cross_agg_max_mean,cross_agg_max_p90,cross_agg_eff_parents_mean,noise_probe_available,noise_probe_timestep,noise_probe_patel_loss,noise_probe_blend50_loss,noise_probe_learned_loss,noise_probe_delta_blend50_minus_patel,noise_probe_delta_learned_minus_patel,noise_probe_ratio_blend50_over_patel,noise_probe_ratio_learned_over_patel,noise_probe_guide_l1_mean,msg_dir_mode_is_causal,msg_dir_raw_diag_mean,msg_dir_raw_offdiag_mean,msg_dir_raw_diag_gap,msg_dir_causal_diag_mean,msg_dir_causal_offdiag_mean,msg_dir_causal_diag_gap,msg_dir_active_diag_gap,msg_dir_gap_delta_causal_minus_raw,msg_dir_prefers_causal,directional_kappa_gate_enabled,directional_kappa_gate_quantile,directional_kappa_gate_threshold,directional_kappa_gate_pair_frac,main_loss_weight,directional_loss_active,directional_loss_end_epoch,directional_loss_deactivated_from_epoch,dir_loss_raw,dir_loss_weighted,dir_lambda_current,direction_lr_multiplier,direction_lr_current,direction_branch_frozen,freeze_direction_after_epoch,direction_branch_frozen_from_epoch,cross_loss_raw,cross_loss_weighted,cross_lambda_current,cross_fixed_weight_target,anti_collapse_raw,anti_collapse_weighted,anti_collapse_lambda_current,anti_collapse_margin,anti_collapse_mode,ortho_loss_raw,ortho_loss_weighted,parent_entropy_raw,parent_entropy_weighted,parent_entropy_lambda_current,parent_cap_raw,parent_cap_weighted,parent_cap_lambda_current,parent_cap_target,ungated_symmetry_raw,ungated_symmetry_weighted,ungated_symmetry_lambda_current,gradient_alignment_probe_enabled,gradient_alignment_probe_seed,grad_probe_available,grad_probe_lambda_dir,grad_probe_diff_norm,grad_probe_dir_norm_raw,grad_probe_dir_norm_weighted,grad_probe_dir_to_diff_norm_ratio,grad_probe_cosine,grad_probe_cosine_negative
11,0.435143,1,0.750000,0.666667,0.000000,0.666667,0.142032,0.513984,0.000000,1.000000,0.000000,0.171429,0.024348,0.160912,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.018607,0.055236,2.968634,0.000000,0.312858,0.260491,0.119503,0.170343,1.663244,2.237567,0.000000,0.000000,0.000000,0.106667,0.013223,0.109802,0.105755,0.073116,4.104725,4.103673,4.112411,0.000000,4.104725,4.103673,4.096599,1.000000,0.967545,0.967513,0.967286,1.000000,0.157186,0.361872,0.000000,0.295638,0.614164,0.085714,0.150137,0.382991,0.000000,3.000000,-0.028541,-0.005939,-0.022602,0.750430,0.986635,1.591191,1.000000,500.000000,1.282852,1.285517,1.284699,0.002665,0.001847,1.002077,1.001440,0.065841,0.000000,0.203233,0.111296,0.091937,0.195585,0.114382,0.081204,0.091937,-0.010733,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000579,0.000330,0.500000,1.000000,0.001000,0,-1,-1,0.739184,0.073450,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.052174,0.003483,0.170343,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12,0.435067,1,0.750000,0.666667,0.000000,0.666667,0.141880,0.513535,0.000000,1.000000,0.000000,0.171429,0.024322,0.160742,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.018026,0.054197,3.006676,0.000000,0.300426,0.252359,0.118258,0.155644,1.608630,2.096145,0.000000,0.000000,0.000000,0.106667,0.013223,0.109802,0.105755,0.073116,5.155149,5.151737,5.172341,0.000000,5.155149,5.151737,5.149046,1.000000,0.988526,0.988488,0.988457,1.000000,0.157186,0.361872,0.000000,0.292336,0.606140,0.085714,0.150137,0.382991,0.000000,3.000000,-0.028122,-0.005881,-0.022241,0.760955,0.995696,1.562880,1.000000,500.000000,1.288817,1.285395,1.283604,-0.003422,-0.005213,0.997345,0.995955,0.066535,0.000000,0.202292,0.111121,0.091171,0.195032,0.113982,0.081051,0.091171,-0.010120,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000453,0.000297,0.500000,1.000000,0.001000,0,-1,-1,0.738956,0.073436,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.050958,0.004066,0.155644,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13,0.435779,1,0.750000,0.666667,0.000000,0.666667,0.143315,0.517749,0.000000,1.000000,0.000000,0.171429,0.024568,0.162339,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.018042,0.055028,3.049965,0.000000,0.335300,0.252589,0.118085,0.148006,1.580575,2.031758,0.000000,0.000000,0.000000,0.106667,0.013223,0.109802,0.105755,0.073116,6.296476,6.296632,6.304894,0.000000,6.296476,6.296632,6.285700,1.000000,0.996321,0.996322,0.996281,1.000000,0.157186,0.361872,0.000000,0.291428,0.624409,0.076190,0.150137,0.382991,0.000000,3.000000,-0.027965,-0.005758,-0.022207,0.768089,0.998741,1.546636,1.000000,500.000000,1.289585,1.284595,1.290054,-0.004990,0.000469,0.996130,1.000363,0.066512,0.000000,0.201403,0.110344,0.091060,0.194659,0.113739,0.080920,0.091060,-0.010140,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.001534,0.000316,0.500000,1.000000,0.001000,0,-1,-1,0.738763,0.073429,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.049817,0.004628,0.148006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14,0.434011,1,0.750000,0.666667,0.000000,0.666667,0.139764,0.507276,0.000000,1.000000,0.000000,0.171429,0.023959,0.158385,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.017712,0.054938,3.101689,0.000000,0.372145,0.247970,0.119340,0.145258,1.571358,2.006979,0.000000,0.000000,0.000000,0.106667,0.013223,0.109802,0.105755,0.073116,7.541352,7.539163,7.545439,0.000000,7.541352,7.539163,7.535819,1.000000,0.998939,0.998937,0.998933,1.000000,0.157186,0.361872,0.000000,0.291684,0.637037,0.076190,0.150137,0.382991,0.000000,3.000000,-0.028279,-0.005839,-0.022441,0.771368,0.999661,1.543774,1.000000,500.000000,1.285404,1.291779,1.290801,0.006375,0.005397,1.004960,1.004198,0.066928,0.000000,0.201355,0.109862,0.091492,0.194788,0.113776,0.081012,0.091492,-0.010481,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000158,0.000357,0.500000,1.000000,0.001000,0,-1,-1,0.738941,0.073428,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.048274,0.005163,0.145258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15,0.433983,1,0.833333,0.722222,0.000000,0.666667,0.139709,0.507114,0.000000,1.000000,0.000000,0.171429,0.023950,0.158325,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.017390,0.054956,3.160234,0.000000,0.387217,0.243456,0.125655,0.144242,1.567956,1.997971,0.000000,0.000000,0.000000,0.106667,0.013223,0.109802,0.105755,0.073116,8.882081,8.879061,8.895423,0.000000,8.882081,8.879061,8.873688,1.000000,0.999722,0.999721,0.999720,1.000000,0.157186,0.361872,0.000000,0.290247,0.638210,0.076190,0.150137,0.382991,0.000000,3.000000,-0.028482,-0.005889,-0.022593,0.772829,0.999916,1.542805,1.000000,500.000000,1.288647,1.291443,1.290063,0.002795,0.001415,1.002169,1.001098,0.067417,0.000000,0.202171,0.109707,0.092464,0.194967,0.113764,0.081203,0.092464,-0.011261,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000055,0.000337,0.500000,1.000000,0.001000,0,-1,-1,0.739168,0.073424,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.046254,0.005756,0.144242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16,0.433940,1,0.833333,0.722222,0.000000,0.666667,0.139622,0.506855,0.000000,1.000000,0.000000,0.171429,0.023935,0.158227,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.017040,0.055100,3.233464,0.000000,0.406164,0.238566,0.130541,0.143898,1.566216,1.994998,0.000000,0.000000,0.000000,0.106667,0.013223,0.109802,0.105755,0.073116,10.309063,10.307773,10.324529,0.000000,10.309063,10.307773,10.295736,1.000000,0.999933,0.999933,0.999932,1.000000,0.157186,0.361872,0.000000,0.290641,0.631244,0.076190,0.150137,0.382991,0.000000,3.000000,-0.028486,-0.005925,-0.022562,0.775443,0.999981,1.540490,1.000000,500.000000,1.292805,1.294032,1.294836,0.001227,0.002031,1.000949,1.001571,0.067932,0.000000,0.201973,0.109362,0.092611,0.195193,0.113842,0.081351,0.092611,-0.011259,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.001092,0.000357,0.500000,1.000000,0.001000,0,-1,-1,0.739120,0.073423,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.044320,0.005800,0.143898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17,0.434995,1,0.833333,0.722222,0.000000,0.666667,0.141734,0.513105,0.000000,1.000000,0.000000,0.171429,0.024297,0.160580,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.016783,0.055445,3.303698,0.000000,0.424246,0.234959,0.137142,0.143513,1.564222,1.991164,0.000000,0.000000,0.000000,0.106667,0.013223,0.109802,0.105755,0.073116,11.736997,11.746855,11.761332,0.000000,11.736997,11.746855,11.700524,1.000000,0.999984,0.999984,0.999983,1.000000,0.157186,0.361872,0.000000,0.289826,0.618764,0.070996,0.150137,0.382991,0.000000,3.000000,-0.028638,-0.005787,-0.022851,0.779666,0.999996,1.537226,1.000000,500.000000,1.278029,1.278513,1.275563,0.000484,-0.002467,1.000379,0.998070,0.068365,0.000000,0.202160,0.109320,0.092840,0.195338,0.113687,0.081650,0.092840,-0.011190,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.005837,0.000863,0.500000,1.000000,0.001000,0,-1,-1,0.739114,0.073425,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.042121,0.005773,0.143513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18,0.432548,1,0.833333,0.722222,0.000000,0.666667,0.136862,0.498604,0.000000,1.000000,0.000000,0.171429,0.023462,0.155150,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.016696,0.055195,3.305871,0.000000,0.429966,0.233746,0.135760,0.143227,1.563169,1.992716,0.000000,0.000000,0.000000,0.106667,0.013223,0.109802,0.105755,0.073116,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.290417,0.621222,0.066667,0.150137,0.382991,0.000000,3.000000,-0.028799,-0.005949,-0.022849,0.778437,0.999997,1.536648,1.000000,500.000000,1.277618,1.277949,1.278288,0.000331,0.000669,1.000259,1.000524,0.068425,0.000000,0.202380,0.109130,0.093250,0.195225,0.113755,0.081471,0.093250,-0.011780,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000637,0.500000,1.000000,0.001000,0,-1,-1,0.739243,0.073422,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.040496,0.005718,0.143227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19,0.428724,1,0.833333,0.722222,0.000000,0.666667,0.129413,0.475885,0.000000,1.000000,0.000000,0.171429,0.022185,0.146831,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.016286,0.053522,3.286376,0.000000,0.414079,0.228002,0.129551,0.143250,1.563143,1.991907,0.000000,0.000000,0.000000,0.106667,0.013223,0.109802,0.105755,0.073116,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.291608,0.613432,0.066667,0.150137,0.382991,0.000000,3.000000,-0.028971,-0.006003,-0.022969,0.780612,0.999997,1.535747,1.000000,500.000000,1.289749,1.293052,1.291289,0.003303,0.001540,1.002561,1.001194,0.068828,0.000000,0.202007,0.109152,0.092855,0.195327,0.113795,0.081532,0.092855,-0.011323,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.739253,0.073419,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.038652,0.005671,0.143250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20,0.426174,1,0.833333,0.722222,0.000000,0.666667,0.124550,0.460699,0.000000,1.000000,0.000000,0.171429,0.021351,0.141389,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.015928,0.052288,3.282717,0.000000,0.408130,0.222997,0.127079,0.143383,1.563889,1.991099,0.000000,0.000000,0.000000,0.106667,0.013223,0.109802,0.105755,0.073116,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.292007,0.622515,0.066667,0.150137,0.382991,0.000000,3.000000,-0.029251,-0.005871,-0.023381,0.781023,0.999997,1.536590,1.000000,500.000000,1.287069,1.288783,1.288478,0.001714,0.001409,1.001332,1.001095,0.069240,0.000000,0.201558,0.109263,0.092296,0.195216,0.113723,0.081493,0.092296,-0.010803,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.739347,0.073416,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.036706,0.005639,0.143383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21,0.421857,1,0.833333,0.722222,0.000000,0.666667,0.116489,0.434927,0.000000,1.000000,0.000000,0.171429,0.019970,0.132350,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.015780,0.051495,3.263345,0.000000,0.396279,0.220919,0.123630,0.142565,1.560045,1.982722,0.000000,0.000000,0.000000,0.106667,0.013223,0.109802,0.105755,0.073116,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.293273,0.611485,0.076190,0.150137,0.382991,0.000000,3.000000,-0.029483,-0.006028,-0.023455,0.785212,0.999997,1.530915,1.000000,500.000000,1.286354,1.289434,1.287002,0.003080,0.000648,1.002394,1.000503,0.069360,0.000000,0.200346,0.109115,0.091231,0.195053,0.113702,0.081351,0.091231,-0.009880,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.739402,0.073413,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.035441,0.005566,0.142565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22,0.418881,1,0.833333,0.722222,0.000000,0.666667,0.111053,0.417129,0.000000,1.000000,0.000000,0.171429,0.019038,0.126240,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.015218,0.049767,3.270210,0.000000,0.399092,0.213056,0.121686,0.143100,1.562868,1.976175,0.000000,0.000000,0.000000,0.106667,0.013223,0.109802,0.105755,0.073116,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.295331,0.616264,0.085714,0.150137,0.382991,0.000000,3.000000,-0.029824,-0.006134,-0.023690,0.784043,0.999997,1.534947,1.000000,500.000000,1.279464,1.284491,1.280327,0.005027,0.000864,1.003929,1.000675,0.070041,0.000000,0.200022,0.109379,0.090642,0.194758,0.113884,0.080875,0.090642,-0.009768,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.739693,0.073413,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.033554,0.005521,0.143100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23,0.413732,1,0.833333,0.722222,0.000000,0.666667,0.101847,0.386254,0.000000,1.000000,0.000000,0.171429,0.017460,0.115874,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.014477,0.047116,3.254493,0.000000,0.376714,0.202680,0.113936,0.143011,1.562704,1.978023,0.000000,0.000000,0.000000,0.106667,0.013223,0.109802,0.105755,0.073116,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.296313,0.616646,0.085714,0.150137,0.382991,0.000000,3.000000,-0.029900,-0.006292,-0.023608,0.783370,0.999998,1.535414,1.000000,500.000000,1.285309,1.288925,1.287794,0.003616,0.002485,1.002813,1.001933,0.070883,0.000000,0.199257,0.109047,0.090209,0.194763,0.113929,0.080834,0.090209,-0.009375,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.739730,0.073411,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.031830,0.005479,0.143011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24,0.411323,1,0.833333,0.722222,0.000000,0.666667,0.097624,0.371786,0.000000,1.000000,0.000000,0.171429,0.016735,0.111109,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.014671,0.048034,3.274109,0.000000,0.392665,0.205392,0.110998,0.143079,1.562698,1.984618,0.000000,0.000000,0.000000,0.106667,0.013223,0.109802,0.105755,0.073116,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.296697,0.605244,0.080519,0.150137,0.382991,0.000000,3.000000,-0.029929,-0.006282,-0.023648,0.783726,0.999998,1.534484,1.000000,500.000000,1.284453,1.282668,1.284993,-0.001785,0.000540,0.998610,1.000420,0.070586,0.000000,0.198232,0.108852,0.089380,0.194971,0.113939,0.081032,0.089380,-0.008348,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.739664,0.073410,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.030649,0.005404,0.143079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,0.408835,1,0.833333,0.722222,0.000000,0.666667,0.093310,0.356822,0.000000,1.000000,0.000000,0.171429,0.015996,0.106237,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.014345,0.046693,3.255086,0.000000,0.373733,0.200823,0.107101,0.143216,1.563191,1.985809,0.000000,0.000000,0.000000,0.106667,0.013223,0.109802,0.105755,0.073116,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.297020,0.609447,0.077922,0.150137,0.382991,0.000000,3.000000,-0.030043,-0.006247,-0.023796,0.784042,0.999998,1.534504,1.000000,500.000000,1.256731,1.262677,1.264671,0.005945,0.007939,1.004731,1.006317,0.070958,0.000000,0.198264,0.108866,0.089398,0.195132,0.113933,0.081199,0.089398,-0.008199,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.739680,0.073410,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.028982,0.005335,0.143216,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,0.406742,1,0.833333,0.722222,0.000000,0.666667,0.089719,0.344223,0.000000,1.000000,0.000000,0.171429,0.015380,0.102178,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.014247,0.046161,3.240112,0.000000,0.364155,0.199455,0.106530,0.142974,1.562080,1.989196,0.000000,0.000000,0.000000,0.106667,0.013223,0.109802,0.105755,0.073116,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.297197,0.609526,0.076190,0.150137,0.382991,0.000000,3.000000,-0.030231,-0.006286,-0.023945,0.784627,0.999998,1.532583,1.000000,500.000000,1.257254,1.259377,1.262942,0.002123,0.005689,1.001689,1.004525,0.071078,0.000000,0.197844,0.108886,0.088959,0.195147,0.113883,0.081264,0.088959,-0.007695,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.739776,0.073407,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.027572,0.005254,0.142974,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27,0.404216,1,0.750000,0.666667,0.000000,0.666667,0.085427,0.329000,0.000000,1.000000,0.000000,0.171429,0.014645,0.097322,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.014106,0.045416,3.219489,0.000000,0.346200,0.197490,0.100462,0.141995,1.557041,1.991451,0.000000,0.000000,0.000000,0.106667,0.013223,0.109802,0.105755,0.073116,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.296351,0.611540,0.076190,0.150137,0.382991,0.000000,3.000000,-0.030113,-0.006130,-0.023983,0.787801,0.999998,1.524415,1.000000,500.000000,1.219096,1.220574,1.227346,0.001479,0.008250,1.001213,1.006767,0.071182,0.000000,0.197184,0.108478,0.088706,0.195029,0.113637,0.081392,0.088706,-0.007313,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.739541,0.073404,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.026157,0.005215,0.141995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28,0.401025,1,0.750000,0.666667,0.000000,0.666667,0.080067,0.309749,0.000000,1.000000,0.000000,0.171429,0.013726,0.091251,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.013704,0.043801,3.196132,0.000000,0.319376,0.191860,0.097548,0.141028,1.552463,1.993915,0.000000,0.000000,0.000000,0.106667,0.013223,0.109802,0.105755,0.073116,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.295442,0.610426,0.066667,0.150137,0.382991,0.000000,3.000000,-0.030301,-0.006221,-0.024080,0.790320,0.999998,1.517100,1.000000,500.000000,1.210895,1.216371,1.217854,0.005476,0.006959,1.004522,1.005747,0.071674,0.000000,0.197099,0.108445,0.088654,0.195218,0.113436,0.081782,0.088654,-0.006872,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.739619,0.073402,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.024602,0.005128,0.141028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
