epoch,loss
1,1.2417205357551575
2,1.2331209683418274
3,1.2293504929542542
4,1.223623297214508
5,1.2191478157043456
6,1.2136223316192627
7,1.2070538377761841
8,1.20317978143692
9,1.2089365077018739
10,1.204930248260498
11,1.2059515523910522
12,1.2077705025672913
13,1.200773425102234
14,1.2011269879341127
15,1.2031358909606933
16,1.201359853744507
17,1.2032378029823303
18,1.1981696391105652
19,1.1986060309410096
20,1.1985301184654236
21,1.1935645127296448
22,1.1958946800231933
23,1.195823037624359
24,1.1875661706924439
25,1.1942477869987487
26,1.1859114575386047
27,1.189987154006958
28,1.1873689651489259
29,1.1920537996292113
30,1.1864787769317626
31,1.1837562704086304
32,1.1748376679420471
33,1.1797381138801575
34,1.1755122542381287
35,1.1883259892463685
36,1.179415373802185
37,1.176709818840027
38,1.171408245563507
39,1.1716740655899047
40,1.1704564952850343
41,1.1913649082183837
42,1.173188455104828
43,1.1674129819869996
44,1.168746383190155
45,1.177336254119873
46,1.1754311895370484
47,1.167185263633728
48,1.1710236382484436
49,1.1728329372406006
50,1.1612263298034669
51,1.164670181274414
52,1.164042251110077
53,1.1662047839164733
54,1.1432111835479737
55,1.1655974364280701
56,1.1579080152511596
57,1.1589959001541137
58,1.1647924160957337
59,1.1510640835762025
60,1.1532634258270265
61,1.158678822517395
62,1.1497033381462096
63,1.1451031017303466
64,1.159927122592926
65,1.1667963063716889
66,1.1454782247543336
67,1.14561377286911
68,1.1574414134025575
69,1.1619068264961243
70,1.1517223978042603
71,1.1759428000450134
72,1.1422893619537353
73,1.1492973709106444
74,1.145431685447693
75,1.1383431553840637
76,1.1359324216842652
77,1.1310363352298736
78,1.1502427554130554
79,1.1519671750068665
80,1.150637743473053
81,1.1340896034240722
82,1.1598586595058442
83,1.143326646089554
84,1.141862748861313
85,1.1442960739135741
86,1.140949604511261
87,1.1369594943523407
88,1.1467670559883119
89,1.1441291761398316
90,1.139115915298462
91,1.1357147514820098
92,1.1413093423843383
93,1.1307741677761078
94,1.1371589493751526
95,1.130398383140564
96,1.1326214361190796
97,1.122128608226776
98,1.1492174553871155
99,1.1253368854522705
100,1.1467882120609283
