epoch,loss
1,1.241630301475525
2,1.2331236267089845
3,1.2298964977264404
4,1.224283766746521
5,1.2195551252365113
6,1.2140769338607789
7,1.2075510120391846
8,1.204514491558075
9,1.2084403347969055
10,1.2009073400497436
11,1.1982776141166687
12,1.1993687915802003
13,1.18763906955719
14,1.1879705834388732
15,1.1930286335945128
16,1.1908945918083191
17,1.1946383690834046
18,1.183332908153534
19,1.187098412513733
20,1.1838262701034545
21,1.1758091950416565
22,1.1793078637123109
23,1.1788646864891053
24,1.1651990437507629
25,1.1768255424499512
26,1.1664272713661195
27,1.171709463596344
28,1.1687973260879516
29,1.175210735797882
30,1.1677552485466003
31,1.1630242252349854
32,1.1495681142807006
33,1.1558260202407837
34,1.1564600992202758
35,1.1702826857566833
36,1.1575639748573303
37,1.155726704597473
38,1.1448024749755858
39,1.1477098262310028
40,1.1442056035995483
41,1.1773068261146546
42,1.1467108941078186
43,1.1403502762317657
44,1.143870929479599
45,1.1537845015525818
46,1.1555193066596985
47,1.1373667430877685
48,1.1486433041095734
49,1.1459069383144378
50,1.1336802661418914
51,1.1357440328598023
52,1.134283994436264
53,1.1392865300178527
54,1.1022233545780182
55,1.135285221338272
56,1.124861285686493
57,1.1311605453491211
58,1.1324825954437256
59,1.1166532564163207
60,1.117086489200592
61,1.1257531249523163
62,1.113226455450058
63,1.1037501835823058
64,1.125756754875183
65,1.1343542301654816
66,1.1046726369857789
67,1.1037541663646697
68,1.1195505511760713
69,1.129576027393341
70,1.1096444153785705
71,1.1527806329727173
72,1.0980193948745727
73,1.1098448729515076
74,1.1040867853164673
75,1.0914077496528625
76,1.087508795261383
77,1.0803792834281922
78,1.116283303499222
79,1.1151039290428162
80,1.105897159576416
81,1.088442155122757
82,1.1277614176273345
83,1.0999853515625
84,1.0992931258678436
85,1.1002024805545807
86,1.102634800672531
87,1.0902404773235321
88,1.1057791233062744
89,1.1040662157535552
90,1.099628003835678
91,1.0882554030418397
92,1.0973899507522582
93,1.079131715297699
94,1.0886814820766448
95,1.0785127389431
96,1.0870729088783264
97,1.0727044677734374
98,1.1094020736217498
99,1.0691798865795135
100,1.1086061668395997
