epoch,score,selection_eligible,agreement,agreement_score,agreement_weight,agreement_coverage,dir_margin,margin_score,density_factor,skeleton_overlap,actual_pair_density,target_pair_density,global_asymmetry,asymmetry_score,high_conf_edges,k,guardrail_pass,guardrail_reason,guardrail_density_ratio,guardrail_required_skeleton_overlap,guardrail_peak_skeleton_overlap,adj_offdiag_mean,adj_offdiag_std,adj_offdiag_cv,adj_offdiag_min,adj_offdiag_max,adj_in_degree_mean,adj_in_degree_std,adj_parent_entropy_mean,adj_eff_parents_mean,adj_eff_parents_p90,adj_ungated_asym_mean,adj_ungated_asym_median,adj_ungated_asym_p90,dir_active_pair_frac,dir_prior_q_threshold,dir_active_abs_margin_mean,dir_active_abs_margin_median,dir_active_abs_margin_p90,dir_active_abs_margin_near0_frac,dir_active_signed_raw_mean,dir_active_signed_raw_median,dir_active_signed_raw_p10,dir_active_signed_raw_frac_pos,dir_active_signed_gate_mean,dir_active_signed_gate_median,dir_active_signed_gate_p10,dir_active_signed_gate_frac_pos,cross_source_mean_cos,cross_source_p90_cos,cross_source_gt_0p7_frac,cross_pred_mean_cos,cross_pred_p90_cos,cross_pred_gt_0p7_frac,cross_target_mean_cos,cross_target_p90_cos,cross_target_gt_0p7_frac,cross_num_lags,cross_pred_target_diag_mean,cross_pred_target_offdiag_mean,cross_pred_target_diag_gap,cross_agg_max_mean,cross_agg_max_p90,cross_agg_eff_parents_mean,noise_probe_available,noise_probe_timestep,noise_probe_patel_loss,noise_probe_blend50_loss,noise_probe_learned_loss,noise_probe_delta_blend50_minus_patel,noise_probe_delta_learned_minus_patel,noise_probe_ratio_blend50_over_patel,noise_probe_ratio_learned_over_patel,noise_probe_guide_l1_mean,msg_dir_mode_is_causal,msg_dir_raw_diag_mean,msg_dir_raw_offdiag_mean,msg_dir_raw_diag_gap,msg_dir_causal_diag_mean,msg_dir_causal_offdiag_mean,msg_dir_causal_diag_gap,msg_dir_active_diag_gap,msg_dir_gap_delta_causal_minus_raw,msg_dir_prefers_causal,directional_kappa_gate_enabled,directional_kappa_gate_quantile,directional_kappa_gate_threshold,directional_kappa_gate_pair_frac,main_loss_weight,directional_loss_active,directional_loss_end_epoch,directional_loss_deactivated_from_epoch,dir_loss_raw,dir_loss_weighted,dir_lambda_current,direction_lr_multiplier,direction_lr_current,direction_branch_frozen,freeze_direction_after_epoch,direction_branch_frozen_from_epoch,cross_loss_raw,cross_loss_weighted,cross_lambda_current,cross_fixed_weight_target,anti_collapse_raw,anti_collapse_weighted,anti_collapse_lambda_current,anti_collapse_margin,anti_collapse_mode,ortho_loss_raw,ortho_loss_weighted,parent_entropy_raw,parent_entropy_weighted,parent_entropy_lambda_current,parent_cap_raw,parent_cap_weighted,parent_cap_lambda_current,parent_cap_target,ungated_symmetry_raw,ungated_symmetry_weighted,ungated_symmetry_lambda_current,gradient_alignment_probe_enabled,gradient_alignment_probe_seed,grad_probe_available,grad_probe_lambda_dir,grad_probe_diff_norm,grad_probe_dir_norm_raw,grad_probe_dir_norm_weighted,grad_probe_dir_to_diff_norm_ratio,grad_probe_cosine,grad_probe_cosine_negative
11,0.405043,1,0.750000,0.666667,0.000000,0.666667,0.086826,0.333984,0.000000,1.000000,0.000000,0.171429,0.014885,0.098906,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.018663,0.050325,2.696561,0.000000,0.304054,0.261279,0.102724,0.227800,1.982108,3.315947,0.000000,0.000000,0.000000,0.044444,0.019331,5.095692,5.093827,5.122588,0.000000,5.095692,5.093827,5.082326,1.000000,0.987827,0.987806,0.987666,1.000000,0.157186,0.361872,0.000000,0.310808,0.671874,0.066667,0.150137,0.382991,0.000000,3.000000,-0.033526,-0.008910,-0.024615,0.664942,0.991830,1.911059,1.000000,500.000000,1.271562,1.271684,1.271523,0.000122,-0.000039,1.000096,0.999969,0.065556,0.000000,0.201679,0.113386,0.088292,0.202868,0.118990,0.083878,0.088292,-0.004414,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000228,0.000427,0.500000,1.000000,0.001000,0,-1,-1,0.740891,0.073454,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.052277,0.003464,0.227800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12,0.404759,1,0.666667,0.611111,0.000000,0.666667,0.086345,0.332272,0.000000,1.000000,0.000000,0.171429,0.014802,0.098361,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.018132,0.049848,2.749232,0.000000,0.323329,0.253844,0.105821,0.224276,1.971862,3.338424,0.000000,0.000000,0.000000,0.044444,0.019331,6.326211,6.318309,6.360817,0.000000,6.326211,6.318309,6.298157,1.000000,0.996428,0.996401,0.996327,1.000000,0.157186,0.361872,0.000000,0.309145,0.684435,0.057143,0.150137,0.382991,0.000000,3.000000,-0.033906,-0.008915,-0.024991,0.666335,0.997793,1.908548,1.000000,500.000000,1.277190,1.277159,1.274302,-0.000031,-0.002888,0.999976,0.997739,0.066240,0.000000,0.200986,0.113519,0.087467,0.202687,0.118762,0.083925,0.087467,-0.003542,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.004021,0.000523,0.500000,1.000000,0.001000,0,-1,-1,0.741117,0.073438,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.051371,0.004042,0.224276,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13,0.408619,1,0.666667,0.611111,0.000000,0.666667,0.092937,0.355521,0.000000,1.000000,0.000000,0.171429,0.015932,0.105816,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.018489,0.052808,2.856158,0.000000,0.383916,0.258847,0.110401,0.222097,1.964358,3.345064,0.000000,0.000000,0.000000,0.044444,0.019331,7.591394,7.592149,7.598106,0.000000,7.591394,7.592149,7.582000,1.000000,0.998991,0.998992,0.998981,1.000000,0.157186,0.361872,0.000000,0.309441,0.685583,0.076190,0.150137,0.382991,0.000000,3.000000,-0.034212,-0.008546,-0.025666,0.673097,0.999499,1.901627,1.000000,500.000000,1.271441,1.267074,1.269809,-0.004367,-0.001631,0.996565,0.998717,0.065868,0.000000,0.202010,0.112596,0.089414,0.201068,0.118557,0.082511,0.089414,-0.006903,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.001702,0.000905,0.500000,1.000000,0.001000,0,-1,-1,0.741263,0.073428,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.050568,0.004583,0.222097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14,0.410014,1,0.666667,0.611111,0.000000,0.666667,0.095348,0.363916,0.000000,1.000000,0.000000,0.171429,0.016345,0.108540,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.018311,0.054054,2.952001,0.000000,0.414473,0.256355,0.115552,0.220939,1.958997,3.353768,0.000000,0.000000,0.000000,0.044444,0.019331,8.903179,8.894096,8.923933,0.000000,8.903179,8.894096,8.887895,1.000000,0.999728,0.999726,0.999724,1.000000,0.157186,0.361872,0.000000,0.308180,0.680112,0.076190,0.150137,0.382991,0.000000,3.000000,-0.034925,-0.008445,-0.026480,0.679006,0.999885,1.894963,1.000000,500.000000,1.273955,1.279029,1.274732,0.005075,0.000777,1.003983,1.000610,0.066151,0.000000,0.203069,0.111924,0.091145,0.200169,0.118324,0.081844,0.091145,-0.009301,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000652,0.000648,0.500000,1.000000,0.001000,0,-1,-1,0.741518,0.073417,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.049859,0.005121,0.220939,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15,0.409916,1,0.666667,0.611111,0.000000,0.666667,0.095178,0.363325,0.000000,1.000000,0.000000,0.171429,0.016316,0.108348,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.017870,0.053797,3.010503,0.000000,0.417816,0.250175,0.119048,0.219108,1.948265,3.317070,0.000000,0.000000,0.000000,0.044444,0.019331,10.268350,10.267762,10.288450,0.000000,10.268350,10.267762,10.255951,1.000000,0.999931,0.999931,0.999930,1.000000,0.157186,0.361872,0.000000,0.305738,0.679240,0.076190,0.150137,0.382991,0.000000,3.000000,-0.035558,-0.008365,-0.027193,0.683142,0.999971,1.878948,1.000000,500.000000,1.277171,1.280880,1.278219,0.003709,0.001048,1.002904,1.000821,0.066745,0.000000,0.203046,0.111879,0.091167,0.199487,0.117766,0.081722,0.091167,-0.009445,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000557,0.000593,0.500000,1.000000,0.001000,0,-1,-1,0.742041,0.073407,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.048906,0.005730,0.219108,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16,0.410325,1,0.666667,0.611111,0.000000,0.666667,0.095887,0.365786,0.000000,1.000000,0.000000,0.171429,0.016438,0.109149,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.017769,0.054837,3.086201,0.000000,0.440319,0.248760,0.123349,0.217508,1.940043,3.316729,0.000000,0.000000,0.000000,0.044444,0.019331,11.686584,11.675363,11.727673,0.000000,11.686584,11.675363,11.674177,1.000000,0.999983,0.999983,0.999983,1.000000,0.157186,0.361872,0.000000,0.304496,0.679026,0.076190,0.150137,0.382991,0.000000,3.000000,-0.036186,-0.008435,-0.027751,0.690710,0.999993,1.865961,1.000000,500.000000,1.277704,1.280567,1.279749,0.002863,0.002044,1.002240,1.001600,0.066935,0.000000,0.203300,0.111284,0.092016,0.198481,0.117494,0.080986,0.092016,-0.011030,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000088,0.001044,0.500000,1.000000,0.001000,0,-1,-1,0.742339,0.073393,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.048210,0.005780,0.217508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17,0.411863,1,0.666667,0.611111,0.000000,0.666667,0.098565,0.375027,0.000000,1.000000,0.000000,0.171429,0.016897,0.112172,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.017582,0.055538,3.158794,0.000000,0.458005,0.246147,0.130015,0.216021,1.931426,3.272808,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.301147,0.676352,0.076190,0.150137,0.382991,0.000000,3.000000,-0.036589,-0.008426,-0.028163,0.694624,0.999995,1.854552,1.000000,500.000000,1.265200,1.264515,1.263182,-0.000686,-0.002018,0.999458,0.998405,0.067274,0.000000,0.201928,0.111604,0.090324,0.199452,0.116952,0.082499,0.090324,-0.007824,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000223,0.500000,1.000000,0.001000,0,-1,-1,0.742523,0.073377,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.046911,0.005757,0.216021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18,0.408032,1,0.666667,0.611111,0.000000,0.666667,0.091928,0.351990,0.000000,1.000000,0.000000,0.171429,0.015759,0.104676,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.017745,0.055754,3.141944,0.000000,0.452346,0.248429,0.125751,0.216551,1.938942,3.318378,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.302258,0.679336,0.076190,0.150137,0.382991,0.000000,3.000000,-0.037396,-0.008650,-0.028747,0.689868,0.999996,1.867798,1.000000,500.000000,1.251817,1.253085,1.250799,0.001268,-0.001017,1.001013,0.999187,0.066995,0.000000,0.201930,0.111212,0.090718,0.199495,0.116773,0.082722,0.090718,-0.007996,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.742950,0.073375,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.046302,0.005675,0.216551,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19,0.407098,1,0.666667,0.611111,0.000000,0.666667,0.090327,0.346366,0.000000,1.000000,0.000000,0.171429,0.015485,0.102866,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.017298,0.054542,3.153045,0.000000,0.431674,0.242173,0.122173,0.217003,1.941886,3.365314,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.303105,0.682838,0.076190,0.150137,0.382991,0.000000,3.000000,-0.037374,-0.008485,-0.028889,0.688484,0.999996,1.873316,1.000000,500.000000,1.261776,1.264101,1.263417,0.002325,0.001641,1.001843,1.001300,0.067483,0.000000,0.202026,0.110941,0.091085,0.199618,0.116770,0.082848,0.091085,-0.008237,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.742765,0.073373,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.044987,0.005634,0.217003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20,0.407059,1,0.666667,0.611111,0.000000,0.666667,0.090260,0.346129,0.000000,1.000000,0.000000,0.171429,0.015473,0.102790,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.017526,0.055278,3.154079,0.000000,0.436192,0.245361,0.123938,0.217395,1.943760,3.362767,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.301532,0.676688,0.076190,0.150137,0.382991,0.000000,3.000000,-0.037722,-0.008586,-0.029137,0.689823,0.999996,1.874741,1.000000,500.000000,1.239741,1.238458,1.236739,-0.001282,-0.003002,0.998966,0.997579,0.067226,0.000000,0.201819,0.110783,0.091035,0.200287,0.116573,0.083713,0.091035,-0.007322,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.742751,0.073376,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.043949,0.005601,0.217395,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21,0.403617,1,0.666667,0.611111,0.000000,0.666667,0.084415,0.325387,0.000000,1.000000,0.000000,0.171429,0.014471,0.096176,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.017317,0.054800,3.164528,0.000000,0.434440,0.242435,0.118229,0.216331,1.942181,3.372557,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.301137,0.677349,0.085714,0.150137,0.382991,0.000000,3.000000,-0.038185,-0.008559,-0.029625,0.688479,0.999997,1.875154,1.000000,500.000000,1.238012,1.238937,1.238242,0.000925,0.000230,1.000747,1.000186,0.067395,0.000000,0.201607,0.110115,0.091492,0.200143,0.115983,0.084161,0.091492,-0.007332,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.742806,0.073368,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.043652,0.005514,0.216331,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22,0.401926,1,0.750000,0.666667,0.000000,0.666667,0.081574,0.315188,0.000000,1.000000,0.000000,0.171429,0.013984,0.092958,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.017058,0.054308,3.183612,0.000000,0.448643,0.238818,0.116057,0.216285,1.941518,3.368081,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.301060,0.675361,0.078788,0.150137,0.382991,0.000000,3.000000,-0.038737,-0.008887,-0.029849,0.690746,0.999997,1.873884,1.000000,500.000000,1.217187,1.224161,1.223422,0.006974,0.006235,1.005730,1.005123,0.067675,0.000000,0.200791,0.110053,0.090738,0.200340,0.115628,0.084712,0.090738,-0.006026,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743033,0.073361,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.042813,0.005480,0.216285,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23,0.399457,1,0.666667,0.611111,0.000000,0.666667,0.077457,0.300280,0.000000,1.000000,0.000000,0.171429,0.013278,0.088292,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.016289,0.051615,3.168678,0.000000,0.417583,0.228049,0.109849,0.215552,1.939005,3.347020,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.301535,0.668391,0.078788,0.150137,0.382991,0.000000,3.000000,-0.038798,-0.008890,-0.029907,0.693199,0.999997,1.871423,1.000000,500.000000,1.225506,1.226433,1.224699,0.000927,-0.000807,1.000756,0.999341,0.068543,0.000000,0.200853,0.109944,0.090909,0.199894,0.115566,0.084328,0.090909,-0.006581,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743081,0.073356,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.041572,0.005420,0.215552,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24,0.398785,1,0.666667,0.611111,0.000000,0.666667,0.076343,0.296222,0.000000,1.000000,0.000000,0.171429,0.013087,0.087029,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.016421,0.052340,3.187423,0.000000,0.424474,0.229891,0.109096,0.214162,1.932286,3.346162,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.299595,0.664142,0.076190,0.150137,0.382991,0.000000,3.000000,-0.039301,-0.008980,-0.030321,0.697733,0.999997,1.861561,1.000000,500.000000,1.225678,1.224897,1.227363,-0.000781,0.001685,0.999363,1.001375,0.068365,0.000000,0.200261,0.109594,0.090667,0.199707,0.115090,0.084617,0.090667,-0.006050,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743495,0.073354,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.041155,0.005332,0.214162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,0.396665,1,0.666667,0.611111,0.000000,0.666667,0.072847,0.283414,0.000000,1.000000,0.000000,0.171429,0.012488,0.083062,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.016127,0.051065,3.166378,0.000000,0.409364,0.225781,0.104808,0.213330,1.926759,3.327605,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.298253,0.659816,0.076190,0.150137,0.382991,0.000000,3.000000,-0.039296,-0.009086,-0.030210,0.703758,0.999997,1.850968,1.000000,500.000000,1.201475,1.205606,1.207407,0.004131,0.005931,1.003438,1.004937,0.068675,0.000000,0.199586,0.109605,0.089981,0.199973,0.114820,0.085153,0.089981,-0.004828,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743351,0.073350,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.040166,0.005286,0.213330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,0.396369,1,0.666667,0.611111,0.000000,0.666667,0.072360,0.281621,0.000000,1.000000,0.000000,0.171429,0.012405,0.082510,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.016039,0.050626,3.156375,0.000000,0.400429,0.224551,0.103591,0.212120,1.921201,3.323783,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.296817,0.654655,0.069264,0.150137,0.382991,0.000000,3.000000,-0.039622,-0.009126,-0.030496,0.706364,0.999997,1.843295,1.000000,500.000000,1.206967,1.202826,1.207624,-0.004141,0.000658,0.996569,1.000545,0.068768,0.000000,0.199346,0.109519,0.089827,0.199873,0.114342,0.085531,0.089827,-0.004295,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743607,0.073342,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.039364,0.005204,0.212120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27,0.394560,1,0.583333,0.555556,0.000000,0.666667,0.069401,0.270685,0.000000,1.000000,0.000000,0.171429,0.011897,0.079149,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.015920,0.049842,3.130853,0.000000,0.382360,0.222874,0.099656,0.211686,1.919772,3.317992,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.296159,0.655480,0.078788,0.150137,0.382991,0.000000,3.000000,-0.039453,-0.009088,-0.030366,0.707878,0.999997,1.840824,1.000000,500.000000,1.182644,1.187406,1.195513,0.004763,0.012869,1.004027,1.010882,0.068863,0.000000,0.199077,0.109363,0.089714,0.200087,0.114053,0.086034,0.089714,-0.003680,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743509,0.073337,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.038515,0.005152,0.211686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28,0.392479,1,0.666667,0.611111,0.000000,0.666667,0.066015,0.258090,0.000000,1.000000,0.000000,0.171429,0.011317,0.075303,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.015680,0.048513,3.093943,0.000000,0.361760,0.219520,0.096231,0.211662,1.920085,3.326838,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.296546,0.655174,0.076190,0.150137,0.382991,0.000000,3.000000,-0.039478,-0.009161,-0.030316,0.709577,0.999997,1.840830,1.000000,500.000000,1.179788,1.180560,1.180518,0.000772,0.000730,1.000654,1.000619,0.069126,0.000000,0.198339,0.109644,0.088695,0.200779,0.113999,0.086781,0.088695,-0.001915,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743515,0.073339,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.037571,0.005089,0.211662,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29,0.390356,1,0.666667,0.611111,0.000000,0.666667,0.062584,0.245236,0.000000,1.000000,0.000000,0.171429,0.010729,0.071403,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.015094,0.046274,3.065725,0.000000,0.340512,0.211317,0.091143,0.211164,1.916068,3.304482,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.294906,0.645295,0.076190,0.150137,0.382991,0.000000,3.000000,-0.039554,-0.009356,-0.030198,0.711805,0.999997,1.833882,1.000000,500.000000,1.197127,1.196491,1.201793,-0.000636,0.004665,0.999469,1.003897,0.069810,0.000000,0.197874,0.109766,0.088107,0.201087,0.113853,0.087234,0.088107,-0.000873,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743557,0.073336,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.036580,0.005032,0.211164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
