epoch,score,selection_eligible,agreement,agreement_score,agreement_weight,agreement_coverage,dir_margin,margin_score,density_factor,skeleton_overlap,actual_pair_density,target_pair_density,global_asymmetry,asymmetry_score,high_conf_edges,k,guardrail_pass,guardrail_reason,guardrail_density_ratio,guardrail_required_skeleton_overlap,guardrail_peak_skeleton_overlap,adj_offdiag_mean,adj_offdiag_std,adj_offdiag_cv,adj_offdiag_min,adj_offdiag_max,adj_in_degree_mean,adj_in_degree_std,adj_parent_entropy_mean,adj_eff_parents_mean,adj_eff_parents_p90,adj_ungated_asym_mean,adj_ungated_asym_median,adj_ungated_asym_p90,dir_active_pair_frac,dir_prior_q_threshold,dir_active_abs_margin_mean,dir_active_abs_margin_median,dir_active_abs_margin_p90,dir_active_abs_margin_near0_frac,dir_active_signed_raw_mean,dir_active_signed_raw_median,dir_active_signed_raw_p10,dir_active_signed_raw_frac_pos,dir_active_signed_gate_mean,dir_active_signed_gate_median,dir_active_signed_gate_p10,dir_active_signed_gate_frac_pos,cross_source_mean_cos,cross_source_p90_cos,cross_source_gt_0p7_frac,cross_pred_mean_cos,cross_pred_p90_cos,cross_pred_gt_0p7_frac,cross_target_mean_cos,cross_target_p90_cos,cross_target_gt_0p7_frac,cross_num_lags,cross_pred_target_diag_mean,cross_pred_target_offdiag_mean,cross_pred_target_diag_gap,cross_agg_max_mean,cross_agg_max_p90,cross_agg_eff_parents_mean,noise_probe_available,noise_probe_timestep,noise_probe_patel_loss,noise_probe_blend50_loss,noise_probe_learned_loss,noise_probe_delta_blend50_minus_patel,noise_probe_delta_learned_minus_patel,noise_probe_ratio_blend50_over_patel,noise_probe_ratio_learned_over_patel,noise_probe_guide_l1_mean,msg_dir_mode_is_causal,msg_dir_raw_diag_mean,msg_dir_raw_offdiag_mean,msg_dir_raw_diag_gap,msg_dir_causal_diag_mean,msg_dir_causal_offdiag_mean,msg_dir_causal_diag_gap,msg_dir_active_diag_gap,msg_dir_gap_delta_causal_minus_raw,msg_dir_prefers_causal,directional_kappa_gate_enabled,directional_kappa_gate_quantile,directional_kappa_gate_threshold,directional_kappa_gate_pair_frac,main_loss_weight,directional_loss_active,directional_loss_end_epoch,directional_loss_deactivated_from_epoch,dir_loss_raw,dir_loss_weighted,dir_lambda_current,direction_lr_multiplier,direction_lr_current,direction_branch_frozen,freeze_direction_after_epoch,direction_branch_frozen_from_epoch,cross_loss_raw,cross_loss_weighted,cross_lambda_current,cross_fixed_weight_target,anti_collapse_raw,anti_collapse_weighted,anti_collapse_lambda_current,anti_collapse_margin,anti_collapse_mode,ortho_loss_raw,ortho_loss_weighted,parent_entropy_raw,parent_entropy_weighted,parent_entropy_lambda_current,parent_cap_raw,parent_cap_weighted,parent_cap_lambda_current,parent_cap_target,ungated_symmetry_raw,ungated_symmetry_weighted,ungated_symmetry_lambda_current,gradient_alignment_probe_enabled,gradient_alignment_probe_seed,grad_probe_available,grad_probe_lambda_dir,grad_probe_diff_norm,grad_probe_dir_norm_raw,grad_probe_dir_norm_weighted,grad_probe_dir_to_diff_norm_ratio,grad_probe_cosine,grad_probe_cosine_negative
30,0.389895,1,0.666667,0.611111,0.000000,0.666667,0.061843,0.242448,0.000000,1.000000,0.000000,0.171429,0.010602,0.070561,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.015151,0.046412,3.063268,0.000000,0.332850,0.212114,0.089533,0.210542,1.915516,3.314374,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.294133,0.649816,0.069264,0.150137,0.382991,0.000000,3.000000,-0.039544,-0.009215,-0.030329,0.712398,0.999997,1.833985,1.000000,500.000000,1.195132,1.193582,1.202371,-0.001550,0.007239,0.998703,1.006057,0.069712,0.000000,0.198304,0.109272,0.089032,0.200600,0.113627,0.086974,0.089032,-0.002058,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743600,0.073333,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.036030,0.004956,0.210542,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31,0.388680,1,0.666667,0.611111,0.000000,0.666667,0.059892,0.235088,0.000000,1.000000,0.000000,0.171429,0.010267,0.068341,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.014810,0.045468,3.069998,0.000000,0.327472,0.207344,0.087463,0.210539,1.917030,3.333913,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.293117,0.645520,0.076190,0.150137,0.382991,0.000000,3.000000,-0.039627,-0.009103,-0.030525,0.712961,0.999997,1.836804,1.000000,500.000000,1.157694,1.160367,1.166216,0.002673,0.008522,1.002309,1.007361,0.070125,0.000000,0.197606,0.109266,0.088341,0.201023,0.113540,0.087483,0.088341,-0.000858,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743756,0.073336,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.035290,0.004852,0.210539,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32,0.387329,1,0.583333,0.555556,0.000000,0.666667,0.057730,0.226900,0.000000,1.000000,0.000000,0.171429,0.009897,0.065881,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.014939,0.045847,3.069002,0.000000,0.325968,0.209141,0.085112,0.209010,1.909855,3.330854,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.291532,0.640654,0.076190,0.150137,0.382991,0.000000,3.000000,-0.039884,-0.009271,-0.030613,0.716839,0.999998,1.826070,1.000000,500.000000,1.178163,1.173075,1.187097,-0.005088,0.008934,0.995682,1.007583,0.069926,0.000000,0.196744,0.108928,0.087815,0.201013,0.113118,0.087895,0.087815,0.000079,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743868,0.073336,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.035134,0.004752,0.209010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33,0.386729,1,0.583333,0.555556,0.000000,0.666667,0.056773,0.223266,0.000000,1.000000,0.000000,0.171429,0.009732,0.064792,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.014305,0.043912,3.069691,0.000000,0.312606,0.200268,0.083363,0.207787,1.904413,3.321362,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.288627,0.625128,0.069264,0.150137,0.382991,0.000000,3.000000,-0.039746,-0.009220,-0.030526,0.722161,0.999998,1.818148,1.000000,500.000000,1.191400,1.192952,1.191541,0.001553,0.000141,1.001303,1.000119,0.070731,0.000000,0.196513,0.108916,0.087597,0.200826,0.112969,0.087856,0.087597,0.000260,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743818,0.073329,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.034549,0.004685,0.207787,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34,0.385348,1,0.583333,0.555556,0.000000,0.666667,0.054574,0.214893,0.000000,1.000000,0.000000,0.171429,0.009356,0.062289,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.014444,0.043811,3.033115,0.000000,0.300422,0.202219,0.080885,0.207627,1.904644,3.315545,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.290934,0.644581,0.076190,0.150137,0.382991,0.000000,3.000000,-0.039866,-0.009315,-0.030551,0.719893,0.999998,1.819623,1.000000,500.000000,1.189930,1.191550,1.190581,0.001621,0.000652,1.001362,1.000548,0.070518,0.000000,0.195943,0.108685,0.087259,0.200597,0.113069,0.087529,0.087259,0.000270,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743848,0.073327,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.034193,0.004601,0.207627,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35,0.383527,1,0.583333,0.555556,0.000000,0.666667,0.051686,0.203849,0.000000,1.000000,0.000000,0.171429,0.008861,0.059002,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.014494,0.043577,3.006436,0.000000,0.295775,0.202923,0.077262,0.207823,1.904224,3.294835,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.290865,0.652813,0.069264,0.150137,0.382991,0.000000,3.000000,-0.039651,-0.009195,-0.030456,0.720464,0.999998,1.818758,1.000000,500.000000,1.183117,1.187215,1.191047,0.004099,0.007931,1.003464,1.006703,0.070410,0.000000,0.195841,0.108708,0.087133,0.200758,0.113148,0.087610,0.087133,0.000476,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743750,0.073333,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.033628,0.004582,0.207823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36,0.382375,1,0.666667,0.611111,0.000000,0.666667,0.049866,0.196860,0.000000,1.000000,0.000000,0.171429,0.008548,0.056928,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.013883,0.041885,3.016918,0.000000,0.293034,0.194369,0.075804,0.206570,1.898973,3.297971,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.289498,0.650886,0.076190,0.150137,0.382991,0.000000,3.000000,-0.039937,-0.009194,-0.030743,0.722142,0.999998,1.812251,1.000000,500.000000,1.226752,1.228193,1.234833,0.001441,0.008081,1.001175,1.006587,0.071199,0.000000,0.196332,0.109107,0.087224,0.200588,0.112799,0.087789,0.087224,0.000564,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.744048,0.073330,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.033001,0.004457,0.206570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37,0.381314,1,0.666667,0.611111,0.000000,0.666667,0.048194,0.190422,0.000000,1.000000,0.000000,0.171429,0.008262,0.055023,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.014227,0.042261,2.970478,0.000000,0.278783,0.199179,0.074860,0.207565,1.903402,3.288926,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.291948,0.661340,0.076190,0.150137,0.382991,0.000000,3.000000,-0.039976,-0.009419,-0.030557,0.718748,0.999998,1.817763,1.000000,500.000000,1.180277,1.180067,1.186197,-0.000210,0.005920,0.999822,1.005016,0.070735,0.000000,0.195888,0.109188,0.086700,0.200614,0.113208,0.087406,0.086700,0.000706,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.744052,0.073328,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.032613,0.004362,0.207565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38,0.379636,1,0.666667,0.611111,0.000000,0.666667,0.045556,0.180232,0.000000,1.000000,0.000000,0.171429,0.007810,0.052017,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.014335,0.042701,2.978810,0.000000,0.281146,0.200689,0.072028,0.205339,1.892842,3.290960,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.287253,0.644314,0.076190,0.150137,0.382991,0.000000,3.000000,-0.039943,-0.009452,-0.030491,0.726391,0.999998,1.802879,1.000000,500.000000,1.178543,1.181944,1.177639,0.003401,-0.000904,1.002886,0.999233,0.070562,0.000000,0.195049,0.108820,0.086228,0.201356,0.112536,0.088819,0.086228,0.002591,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.744074,0.073329,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.032692,0.004272,0.205339,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39,0.379480,1,0.666667,0.611111,0.000000,0.666667,0.045311,0.179286,0.000000,1.000000,0.000000,0.171429,0.007768,0.051738,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.014106,0.042027,2.979292,0.000000,0.276675,0.197488,0.072072,0.204527,1.889236,3.288354,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.286135,0.649365,0.076190,0.150137,0.382991,0.000000,3.000000,-0.039984,-0.009444,-0.030540,0.727563,0.999998,1.798510,1.000000,500.000000,1.185134,1.184134,1.197061,-0.001000,0.011927,0.999156,1.010064,0.070862,0.000000,0.194417,0.108895,0.085523,0.201337,0.112469,0.088869,0.085523,0.003346,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.744106,0.073324,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.032349,0.004179,0.204527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40,0.377944,1,0.666667,0.611111,0.000000,0.666667,0.042906,0.169960,0.000000,1.000000,0.000000,0.171429,0.007355,0.048997,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.014139,0.042004,2.970692,0.000000,0.274811,0.197952,0.071438,0.203920,1.886966,3.289993,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.285882,0.660481,0.076190,0.150137,0.382991,0.000000,3.000000,-0.039922,-0.009414,-0.030508,0.726611,0.999998,1.796015,1.000000,500.000000,1.139745,1.143674,1.147844,0.003929,0.008100,1.003448,1.007107,0.070815,0.000000,0.194572,0.109026,0.085546,0.201173,0.112402,0.088771,0.085546,0.003225,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.744102,0.073325,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.032209,0.004070,0.203920,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41,0.376824,1,0.666667,0.611111,0.000000,0.666667,0.041157,0.163157,0.000000,1.000000,0.000000,0.171429,0.007055,0.047002,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.013852,0.040793,2.944818,0.000000,0.255225,0.193934,0.068473,0.204916,1.891536,3.294235,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.287959,0.664275,0.076190,0.150137,0.382991,0.000000,3.000000,-0.039755,-0.009359,-0.030396,0.725540,0.999998,1.800858,1.000000,500.000000,1.144423,1.150669,1.150227,0.006246,0.005804,1.005458,1.005071,0.071161,0.000000,0.194577,0.108986,0.085592,0.200882,0.112724,0.088158,0.085592,0.002567,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743870,0.073326,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.031481,0.004076,0.204916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42,0.375317,1,0.583333,0.555556,0.000000,0.666667,0.038810,0.154003,0.000000,1.000000,0.000000,0.171429,0.006653,0.044325,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.013680,0.040222,2.940113,0.000000,0.256119,0.191526,0.066115,0.203601,1.885096,3.297761,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.286310,0.669859,0.066667,0.150137,0.382991,0.000000,3.000000,-0.039757,-0.009392,-0.030364,0.728280,0.999998,1.792374,1.000000,500.000000,1.151227,1.153240,1.148815,0.002013,-0.002411,1.001749,0.997905,0.071362,0.000000,0.193939,0.109113,0.084826,0.200628,0.112319,0.088309,0.084826,0.003483,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743975,0.073329,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.031193,0.003930,0.203601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
43,0.375024,1,0.583333,0.555556,0.000000,0.666667,0.038354,0.152224,0.000000,1.000000,0.000000,0.171429,0.006575,0.043805,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.013221,0.038877,2.940513,0.000000,0.244451,0.185094,0.064456,0.203127,1.881665,3.288984,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.285318,0.674218,0.066667,0.150137,0.382991,0.000000,3.000000,-0.039469,-0.009223,-0.030245,0.733523,0.999998,1.786039,1.000000,500.000000,1.176735,1.178674,1.187221,0.001938,0.010486,1.001647,1.008911,0.071957,0.000000,0.194178,0.109099,0.085079,0.200236,0.112428,0.087808,0.085079,0.002729,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743749,0.073328,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.030744,0.003794,0.203127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
44,0.372875,1,0.583333,0.555556,0.000000,0.666667,0.035018,0.139165,0.000000,1.000000,0.000000,0.171429,0.006003,0.040000,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.013320,0.039394,2.957553,0.000000,0.254191,0.186478,0.062304,0.200102,1.868134,3.293818,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.280768,0.642371,0.066667,0.150137,0.382991,0.000000,3.000000,-0.039902,-0.009522,-0.030380,0.739301,0.999998,1.768916,1.000000,500.000000,1.182339,1.180728,1.183488,-0.001611,0.001148,0.998637,1.000971,0.071803,0.000000,0.193179,0.108847,0.084332,0.200876,0.111536,0.089341,0.084332,0.005009,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.744015,0.073325,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.031033,0.003725,0.200102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
45,0.373131,1,0.583333,0.555556,0.000000,0.666667,0.035416,0.140724,0.000000,1.000000,0.000000,0.171429,0.006071,0.040453,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.013033,0.038389,2.945450,0.000000,0.237827,0.182466,0.061212,0.200395,1.868628,3.291588,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.280633,0.647473,0.066667,0.150137,0.382991,0.000000,3.000000,-0.039592,-0.009357,-0.030236,0.741147,0.999998,1.767324,1.000000,500.000000,1.172103,1.185457,1.176192,0.013353,0.004089,1.011393,1.003488,0.072176,0.000000,0.193109,0.108830,0.084278,0.200708,0.111803,0.088905,0.084278,0.004626,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743738,0.073320,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.030496,0.003645,0.200395,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
46,0.372166,1,0.583333,0.555556,0.000000,0.666667,0.033921,0.134858,0.000000,1.000000,0.000000,0.171429,0.005815,0.038748,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.013070,0.038133,2.917561,0.000000,0.236884,0.182984,0.060488,0.200107,1.866188,3.290576,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.281371,0.654176,0.061472,0.150137,0.382991,0.000000,3.000000,-0.039459,-0.009396,-0.030063,0.742909,0.999998,1.763173,1.000000,500.000000,1.166937,1.168970,1.169472,0.002034,0.002536,1.001743,1.002173,0.072119,0.000000,0.192850,0.109030,0.083820,0.200761,0.111802,0.088958,0.083820,0.005139,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743651,0.073323,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.030232,0.003579,0.200107,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
47,0.373952,1,0.583333,0.555556,0.000000,0.666667,0.036688,0.145709,0.000000,1.000000,0.000000,0.171429,0.006289,0.041905,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.012745,0.037634,2.952834,0.000000,0.229886,0.178432,0.059356,0.199297,1.861619,3.283705,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.280823,0.638093,0.057143,0.150137,0.382991,0.000000,3.000000,-0.039357,-0.009058,-0.030299,0.747036,0.999998,1.756115,1.000000,500.000000,1.176823,1.172153,1.185302,-0.004669,0.008479,0.996032,1.007205,0.072547,0.000000,0.193658,0.108598,0.085060,0.199868,0.111710,0.088159,0.085060,0.003099,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743651,0.073324,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.030023,0.003422,0.199297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
48,0.370809,1,0.500000,0.500000,0.000000,0.666667,0.031824,0.126612,0.000000,1.000000,0.000000,0.171429,0.005455,0.036354,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.012965,0.038087,2.937745,0.000000,0.222833,0.181508,0.056859,0.198545,1.855576,3.281110,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.279471,0.634938,0.057143,0.150137,0.382991,0.000000,3.000000,-0.039523,-0.009385,-0.030138,0.751239,0.999998,1.743588,1.000000,500.000000,1.200088,1.191546,1.197934,-0.008541,-0.002154,0.992883,0.998205,0.072228,0.000000,0.192228,0.108511,0.083716,0.200874,0.111536,0.089338,0.083716,0.005622,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743565,0.073326,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.030181,0.003373,0.198545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
