epoch,score,selection_eligible,score_mode,agreement,agreement_score,agreement_soft_score,agreement_mode,effective_agreement_score,agreement_weight,agreement_coverage,dir_margin,margin_score,density_factor,skeleton_overlap,actual_pair_density,target_pair_density,fixed_support_mask_active,global_asymmetry,asymmetry_score,causal_lag_reverse_minus_forward,score_legacy_total,score_term_legacy_skeleton,score_term_legacy_agreement,score_term_legacy_density,score_term_legacy_margin,score_term_legacy_asymmetry,score_composite_total,score_term_composite_soft_agreement,score_term_composite_causal_lag,score_term_composite_margin_penalty,score_entropy_composite_total,score_term_entropy_composite_soft_agreement,score_term_entropy_composite_causal_lag_mean,score_term_entropy_composite_causal_lag_std_penalty,score_term_entropy_composite_parent_entropy_penalty,score_term_entropy_composite_margin_penalty,composite_soft_agreement_weight,composite_causal_lag_weight,composite_margin_penalty_weight,composite_causal_lag_std_penalty_weight,composite_parent_entropy_penalty_weight,score_primary_total,score_term_primary_causal_lag,score_term_primary_soft_tiebreak,score_term_primary_skeleton_tiebreak,score_term_primary_density_tiebreak,primary_causal_lag_weight,primary_soft_tiebreak_weight,primary_skeleton_tiebreak_weight,primary_density_tiebreak_weight,selection_causal_lag_delta_mean,selection_causal_lag_delta_std,selection_parent_entropy_mean,high_conf_edges,k,guardrail_pass,guardrail_reason,guardrail_density_ratio,guardrail_required_skeleton_overlap,guardrail_peak_skeleton_overlap,adj_offdiag_mean,adj_offdiag_std,adj_offdiag_cv,adj_offdiag_min,adj_offdiag_max,adj_in_degree_mean,adj_in_degree_std,adj_parent_entropy_mean,adj_eff_parents_mean,adj_eff_parents_p90,adj_ungated_asym_mean,adj_ungated_asym_median,adj_ungated_asym_p90,dir_active_pair_frac,dir_prior_q_threshold,dir_active_reliability_mean,dir_active_reliability_median,dir_active_reliability_p10,dir_active_abs_margin_mean,dir_active_abs_margin_median,dir_active_abs_margin_p90,dir_active_abs_margin_near0_frac,dir_active_signed_raw_mean,dir_active_signed_raw_median,dir_active_signed_raw_p10,dir_active_signed_raw_frac_pos,dir_active_signed_gate_mean,dir_active_signed_gate_median,dir_active_signed_gate_p10,dir_active_signed_gate_frac_pos,noise_probe_available,noise_probe_timestep,noise_probe_patel_loss,noise_probe_blend50_loss,noise_probe_learned_loss,noise_probe_delta_blend50_minus_patel,noise_probe_delta_learned_minus_patel,noise_probe_ratio_blend50_over_patel,noise_probe_ratio_learned_over_patel,noise_probe_guide_l1_mean,msg_dir_mode_is_causal,msg_dir_raw_diag_mean,msg_dir_raw_offdiag_mean,msg_dir_raw_diag_gap,msg_dir_causal_diag_mean,msg_dir_causal_offdiag_mean,msg_dir_causal_diag_gap,msg_dir_active_diag_gap,msg_dir_gap_delta_causal_minus_raw,msg_dir_prefers_causal,directional_kappa_gate_enabled,directional_kappa_gate_quantile,directional_kappa_gate_threshold,directional_kappa_gate_pair_frac,main_loss_weight,training_noise_guide_mode,training_noise_guide_active,training_noise_guide_blend_weight,training_noise_guide_blend_target,training_noise_guide_warmup_epochs,training_noise_guide_ramp_epochs,training_noise_guide_guide_l1_mean,directional_loss_active,directional_loss_end_epoch,directional_loss_deactivated_from_epoch,dir_loss_raw,dir_loss_weighted,dir_lambda_current,direction_lr_multiplier,direction_lr_current,direction_branch_frozen,freeze_direction_after_epoch,direction_branch_frozen_from_epoch,gradient_routing_mode,gradient_routing_label,routing_main_updates_support,routing_main_updates_direction,routing_structure_updates_support,routing_structure_updates_direction,routing_causal_lag_updates_support,routing_causal_lag_updates_direction,detach_direction_from_main_active,detach_direction_from_main_after_epoch,direction_from_main_detached_from_epoch,causal_lag_main_raw,causal_lag_main_weight,causal_lag_main_weighted,ortho_loss_raw,ortho_loss_weighted,parent_entropy_raw,parent_entropy_weighted,parent_entropy_lambda_current,parent_cap_raw,parent_cap_weighted,parent_cap_lambda_current,parent_cap_target,ungated_symmetry_raw,ungated_symmetry_weighted,ungated_symmetry_lambda_current,gradient_alignment_probe_enabled,gradient_alignment_probe_seed,selector_audit_enabled,grad_probe_available,grad_probe_lambda_dir,grad_probe_diff_norm,grad_probe_dir_norm_raw,grad_probe_dir_norm_weighted,grad_probe_dir_to_diff_norm_ratio,grad_probe_cosine,grad_probe_cosine_negative,causal_lag_diag_available,causal_lag_diag_forward_loss,causal_lag_diag_reverse_loss,causal_lag_diag_reverse_minus_forward,causal_lag_diag_forward_over_reverse,causal_lag_diag_prefers_forward,causal_lag_diag_num_lags,selection_causal_lag_subject_count,selection_causal_lag_forward_mean,selection_causal_lag_forward_std,selection_causal_lag_reverse_mean,selection_causal_lag_reverse_std,selection_causal_lag_delta_min,selection_causal_lag_delta_max,selection_causal_lag_prefers_forward_frac,selection_causal_lag_num_lags,selector_audit_precision,selector_audit_recall,selector_audit_f1,selector_audit_tie_count,selector_audit_margin_mean,selector_audit_margin_median,selector_audit_margin_std,selector_audit_margin_p90,selector_audit_margin_max,selector_audit_margin_lt_1e3_frac,selector_audit_margin_lt_1e2_frac,selector_audit_gt_signed_margin_mean,selector_audit_gt_signed_margin_median,selector_audit_gt_signed_margin_p10,selector_audit_gt_signed_margin_p90,selector_audit_gt_signed_margin_frac_pos,selector_audit_failure_mode,selector_audit_strict_precision_eps_0,selector_audit_strict_recall_eps_0,selector_audit_strict_f1_eps_0,selector_audit_strict_pred_count_eps_0,selector_audit_strict_precision_eps_0p0003,selector_audit_strict_recall_eps_0p0003,selector_audit_strict_f1_eps_0p0003,selector_audit_strict_pred_count_eps_0p0003,selector_audit_strict_precision_eps_0p1,selector_audit_strict_recall_eps_0p1,selector_audit_strict_f1_eps_0p1,selector_audit_strict_pred_count_eps_0p1
1,0.843881,0,legacy,0.727273,0.611111,0.762125,hard_coverage,0.611111,0.250000,0.488889,0.245713,0.754298,0.907990,1.000000,0.644444,1.000000,0,0.245713,0.927205,0.000000,0.843881,0.350000,0.152778,0.181598,0.113145,0.046360,0.140139,0.152425,0.000000,0.012286,0.140139,0.152425,0.000000,0.000000,0.000000,0.012286,0.200000,1.000000,0.050000,0.000000,0.000000,0.038106,0.000000,0.013106,0.025000,0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.968124,22,45,0,before_selection_start,0.644444,0.500000,0.000000,0.468925,0.185062,0.394651,0.027839,0.969680,4.220323,0.945622,0.968124,8.401864,8.811699,0.000000,0.000000,0.000000,0.440000,0.129032,1.000000,1.000000,1.000000,2.016308,1.195853,5.803847,0.000000,1.907553,1.195853,-0.137924,0.727273,0.473723,0.535178,-0.068853,0.727273,1.000000,500.000000,1.646560,2.173067,1.681986,0.526507,0.035426,1.319762,1.021515,0.031794,0.000000,0.375677,0.443585,-0.067908,0.371980,0.439358,-0.067378,-0.067908,0.000530,1.000000,0,0.500000,0.000000,0.000000,1.000000,fixed_patel,0.000000,0.000000,0.500000,5,5,0.000000,1,-1,-1,0.430334,0.000000,0.000000,1.000000,0.000000,0,-1,-1,legacy,shared_parameters,1,1,1,1,1,1,0,-1,-1,0.000000,0.000000,0.000000,0.098595,0.000000,0.968124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.200000,0.818182,0.321429,0.000000,0.245713,0.123071,0.275583,0.702678,0.941841,0.000000,0.088889,0.472817,0.628694,-0.007129,0.908520,0.818182,mixed_or_partial,0.200000,0.818182,0.321429,45.000000,0.200000,0.818182,0.321429,45.000000,0.375000,0.818182,0.514286,24.000000
2,0.816746,0,legacy,0.681818,0.588889,0.727423,hard_coverage,0.588889,0.250000,0.488889,0.246872,0.756289,0.798330,1.000000,0.511111,1.000000,0,0.246872,0.928281,0.000000,0.816746,0.350000,0.147222,0.159666,0.113443,0.046414,0.133141,0.145485,0.000000,0.012344,0.133141,0.145485,0.000000,0.000000,0.000000,0.012344,0.200000,1.000000,0.050000,0.000000,0.000000,0.036371,0.000000,0.011371,0.025000,0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.966927,22,45,0,before_selection_start,0.511111,0.500000,0.000000,0.454335,0.185661,0.408643,0.026340,0.969477,4.089013,0.956228,0.966927,8.379250,8.797784,0.000000,0.000000,0.000000,0.440000,0.129032,1.000000,1.000000,1.000000,2.015579,1.202820,5.722972,0.000000,1.906993,1.202820,-0.159371,0.681818,0.472838,0.538044,-0.079517,0.681818,1.000000,500.000000,0.426605,0.290250,0.325559,-0.136355,-0.101046,0.680373,0.763140,0.032978,0.000000,0.519263,0.594756,-0.075492,0.507144,0.590611,-0.083466,-0.075492,-0.007974,0.000000,0,0.500000,0.000000,0.000000,1.000000,fixed_patel,0.000000,0.000000,0.500000,5,5,0.000000,1,-1,-1,0.430471,0.000000,0.000000,1.000000,0.000000,0,-1,-1,legacy,shared_parameters,1,1,1,1,1,1,0,-1,-1,0.000000,0.000000,0.000000,0.096172,0.000000,0.966927,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.200000,0.818182,0.321429,0.000000,0.246872,0.114646,0.274863,0.706064,0.943137,0.000000,0.066667,0.472759,0.631543,-0.011260,0.908616,0.818182,mixed_or_partial,0.200000,0.818182,0.321429,45.000000,0.200000,0.818182,0.321429,45.000000,0.360000,0.818182,0.500000,25.000000
3,0.816981,0,legacy,0.681818,0.588889,0.726462,hard_coverage,0.588889,0.250000,0.488889,0.247651,0.757619,0.798330,1.000000,0.511111,1.000000,0,0.247651,0.928995,0.000000,0.816981,0.350000,0.147222,0.159666,0.113643,0.046450,0.132910,0.145292,0.000000,0.012383,0.132910,0.145292,0.000000,0.000000,0.000000,0.012383,0.200000,1.000000,0.050000,0.000000,0.000000,0.036323,0.000000,0.011323,0.025000,0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.966313,22,45,0,before_selection_start,0.511111,0.500000,0.000000,0.447004,0.185907,0.415896,0.025516,0.969413,4.023036,0.961843,0.966313,8.367689,8.786825,0.000000,0.000000,0.000000,0.440000,0.129032,1.000000,1.000000,1.000000,2.017870,1.201071,5.672750,0.000000,1.902723,1.201071,-0.200174,0.681818,0.471071,0.537376,-0.099754,0.681818,1.000000,500.000000,0.149215,0.137076,0.166023,-0.012139,0.016807,0.918647,1.112637,0.033592,0.000000,0.557027,0.626573,-0.069546,0.546395,0.623230,-0.076835,-0.069546,-0.007288,0.000000,0,0.500000,0.000000,0.000000,1.000000,fixed_patel,0.000000,0.000000,0.500000,5,5,0.000000,1,-1,-1,0.433321,0.000000,0.000000,1.000000,0.000000,0,-1,-1,legacy,shared_parameters,1,1,1,1,1,1,0,-1,-1,0.000000,0.000000,0.000000,0.094736,0.000000,0.966313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.200000,0.818182,0.321429,0.000000,0.247651,0.112754,0.274006,0.706954,0.943897,0.000000,0.044444,0.472651,0.632555,-0.011235,0.908349,0.818182,mixed_or_partial,0.200000,0.818182,0.321429,45.000000,0.200000,0.818182,0.321429,45.000000,0.360000,0.818182,0.500000,25.000000
4,0.812290,0,legacy,0.681818,0.588889,0.726462,hard_coverage,0.588889,0.250000,0.488889,0.248167,0.758497,0.774099,1.000000,0.488889,1.000000,0,0.248167,0.929465,0.000000,0.812290,0.350000,0.147222,0.154820,0.113775,0.046473,0.132884,0.145292,0.000000,0.012408,0.132884,0.145292,0.000000,0.000000,0.000000,0.012408,0.200000,1.000000,0.050000,0.000000,0.000000,0.036323,0.000000,0.011323,0.025000,0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.965897,22,45,0,before_selection_start,0.488889,0.500000,0.000000,0.442180,0.186055,0.420769,0.024976,0.969313,3.979620,0.965540,0.965897,8.359896,8.779828,0.000000,0.000000,0.000000,0.440000,0.129032,1.000000,1.000000,1.000000,2.019000,1.201462,5.636946,0.000000,1.898597,1.201462,-0.229116,0.681818,0.469545,0.537368,-0.114059,0.681818,1.000000,500.000000,0.116239,0.127377,0.122312,0.011139,0.006074,1.095827,1.052252,0.034011,0.000000,0.580367,0.644918,-0.064552,0.571726,0.642578,-0.070852,-0.064552,-0.006301,0.000000,0,0.500000,0.000000,0.000000,1.000000,fixed_patel,0.000000,0.000000,0.500000,5,5,0.000000,1,-1,-1,0.435846,0.000000,0.000000,1.000000,0.000000,0,-1,-1,legacy,shared_parameters,1,1,1,1,1,1,0,-1,-1,0.000000,0.000000,0.000000,0.093700,0.000000,0.965897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.200000,0.818182,0.321429,0.000000,0.248167,0.111676,0.273345,0.707503,0.944337,0.000000,0.044444,0.472537,0.633473,-0.010343,0.907892,0.818182,mixed_or_partial,0.200000,0.818182,0.321429,45.000000,0.200000,0.818182,0.321429,45.000000,0.360000,0.818182,0.500000,25.000000
5,0.812393,0,legacy,0.681818,0.588889,0.726462,hard_coverage,0.588889,0.250000,0.488889,0.248512,0.759083,0.774099,1.000000,0.488889,1.000000,0,0.248512,0.929778,0.000000,0.812393,0.350000,0.147222,0.154820,0.113862,0.046489,0.132867,0.145292,0.000000,0.012426,0.132867,0.145292,0.000000,0.000000,0.000000,0.012426,0.200000,1.000000,0.050000,0.000000,0.000000,0.036323,0.000000,0.011323,0.025000,0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.965570,22,45,0,before_selection_start,0.488889,0.500000,0.000000,0.438476,0.186153,0.424545,0.024569,0.969221,3.946285,0.968343,0.965570,8.353780,8.774352,0.000000,0.000000,0.000000,0.440000,0.129032,1.000000,1.000000,1.000000,2.019574,1.201148,5.608280,0.000000,1.894404,1.201148,-0.250210,0.681818,0.468075,0.537092,-0.124456,0.681818,1.000000,500.000000,0.055083,0.049578,0.043395,-0.005504,-0.011688,0.900074,0.787816,0.034335,0.000000,0.596097,0.655765,-0.059668,0.588802,0.654288,-0.065487,-0.059668,-0.005819,0.000000,0,0.500000,0.000000,0.000000,1.000000,fixed_patel,0.000000,0.000000,0.500000,5,5,0.000000,1,-1,-1,0.438327,0.000000,0.000000,1.000000,0.000000,0,-1,-1,legacy,shared_parameters,1,1,1,1,1,1,0,-1,-1,0.000000,0.000000,0.000000,0.092886,0.000000,0.965570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.200000,0.818182,0.321429,0.000000,0.248512,0.114320,0.272797,0.707939,0.944652,0.000000,0.066667,0.472446,0.634347,-0.009486,0.907340,0.818182,mixed_or_partial,0.200000,0.818182,0.321429,45.000000,0.200000,0.818182,0.321429,45.000000,0.346154,0.818182,0.486486,26.000000
6,0.812465,1,legacy,0.681818,0.588889,0.726462,hard_coverage,0.588889,0.250000,0.488889,0.248751,0.759488,0.774099,1.000000,0.488889,1.000000,0,0.248751,0.929993,0.000000,0.812465,0.350000,0.147222,0.154820,0.113923,0.046500,0.132855,0.145292,0.000000,0.012438,0.132855,0.145292,0.000000,0.000000,0.000000,0.012438,0.200000,1.000000,0.050000,0.000000,0.000000,0.036323,0.000000,0.011323,0.025000,0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.965295,22,45,1,pass,0.488889,0.500000,0.000000,0.435408,0.186226,0.427705,0.024243,0.969090,3.918671,0.970567,0.965295,8.348625,8.769768,0.000000,0.000000,0.000000,0.440000,0.129032,1.000000,1.000000,1.000000,2.019522,1.201665,5.584423,0.000000,1.890648,1.201665,-0.265763,0.681818,0.466857,0.537109,-0.132105,0.681818,1.000000,500.000000,0.039145,0.040419,0.063277,0.001274,0.024132,1.032540,1.616475,0.034607,0.000000,0.610009,0.664495,-0.054486,0.604292,0.663681,-0.059388,-0.054486,-0.004902,0.000000,0,0.500000,0.000000,0.000000,1.000000,fixed_patel,0.000000,0.000000,0.500000,5,5,0.000000,1,-1,-1,0.440376,0.000056,0.000167,1.000000,0.000000,0,-1,-1,legacy,shared_parameters,1,1,1,1,1,1,0,-1,-1,0.000000,0.000000,0.000000,0.092189,0.000028,0.965295,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.200000,0.818182,0.321429,0.000000,0.248751,0.116464,0.272351,0.708400,0.944847,0.000000,0.088889,0.472367,0.635225,-0.008551,0.906710,0.818182,mixed_or_partial,0.200000,0.818182,0.321429,45.000000,0.200000,0.818182,0.321429,45.000000,0.346154,0.818182,0.486486,26.000000
7,0.812513,1,legacy,0.681818,0.588889,0.726462,hard_coverage,0.588889,0.250000,0.488889,0.248911,0.759759,0.774099,1.000000,0.488889,1.000000,0,0.248911,0.930137,0.000000,0.812513,0.350000,0.147222,0.154820,0.113964,0.046507,0.132847,0.145292,0.000000,0.012446,0.132847,0.145292,0.000000,0.000000,0.000000,0.012446,0.200000,1.000000,0.050000,0.000000,0.000000,0.036323,0.000000,0.011323,0.025000,0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.965077,22,45,1,pass,0.488889,0.850000,1.000000,0.432939,0.186277,0.430261,0.023996,0.968951,3.896453,0.972449,0.965077,8.344546,8.766406,0.000000,0.000000,0.000000,0.440000,0.129032,1.000000,1.000000,1.000000,2.019116,1.202665,5.565455,0.000000,1.887261,1.202665,-0.277558,0.681818,0.465845,0.537319,-0.137895,0.681818,1.000000,500.000000,0.031578,0.024817,0.024325,-0.006761,-0.007253,0.785892,0.770320,0.034827,0.000000,0.625961,0.676122,-0.050161,0.620702,0.675645,-0.054943,-0.050161,-0.004782,0.000000,0,0.500000,0.000000,0.000000,1.000000,fixed_patel,0.000000,0.000000,0.500000,5,5,0.000000,1,-1,-1,0.442071,0.000116,0.000243,1.000000,0.000000,0,-1,-1,legacy,shared_parameters,1,1,1,1,1,1,0,-1,-1,0.000000,0.000000,0.000000,0.091623,0.000058,0.965077,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.200000,0.818182,0.321429,0.000000,0.248911,0.117861,0.271983,0.708771,0.944955,0.000000,0.088889,0.472278,0.635942,-0.007655,0.906043,0.818182,mixed_or_partial,0.200000,0.818182,0.321429,45.000000,0.200000,0.818182,0.321429,45.000000,0.346154,0.818182,0.486486,26.000000
8,0.807318,1,legacy,0.681818,0.588889,0.726462,hard_coverage,0.588889,0.250000,0.488889,0.249032,0.759964,0.747943,1.000000,0.466667,1.000000,0,0.249032,0.930246,0.000000,0.807318,0.350000,0.147222,0.149589,0.113995,0.046512,0.132841,0.145292,0.000000,0.012452,0.132841,0.145292,0.000000,0.000000,0.000000,0.012452,0.200000,1.000000,0.050000,0.000000,0.000000,0.036323,0.000000,0.011323,0.025000,0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.964890,22,45,1,pass,0.466667,0.850000,1.000000,0.430904,0.186315,0.432381,0.023803,0.968808,3.878134,0.973778,0.964890,8.341050,8.763443,0.000000,0.000000,0.000000,0.440000,0.129032,1.000000,1.000000,1.000000,2.018377,1.203997,5.549827,0.000000,1.884340,1.203997,-0.285528,0.681818,0.465070,0.537661,-0.141802,0.681818,1.000000,500.000000,0.015466,0.020182,0.023687,0.004716,0.008220,1.304891,1.531495,0.035013,0.000000,0.638863,0.681538,-0.042675,0.635587,0.682268,-0.046681,-0.042675,-0.004006,0.000000,0,0.500000,0.000000,0.000000,1.000000,fixed_patel,0.000000,0.000000,0.500000,5,5,0.000000,1,-1,-1,0.443359,0.000117,0.000268,1.000000,0.000000,0,-1,-1,legacy,shared_parameters,1,1,1,1,1,1,0,-1,-1,0.000000,0.000000,0.000000,0.091149,0.000059,0.964890,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000268,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.200000,0.818182,0.321429,0.000000,0.249032,0.119003,0.271680,0.709152,0.945005,0.000000,0.088889,0.472233,0.636755,-0.006801,0.905343,0.818182,mixed_or_partial,0.200000,0.818182,0.321429,45.000000,0.200000,0.818182,0.321429,45.000000,0.346154,0.818182,0.486486,26.000000
9,0.807351,1,legacy,0.681818,0.588889,0.726462,hard_coverage,0.588889,0.250000,0.488889,0.249143,0.760151,0.747943,1.000000,0.466667,1.000000,0,0.249143,0.930345,0.000000,0.807351,0.350000,0.147222,0.149589,0.114023,0.046517,0.132835,0.145292,0.000000,0.012457,0.132835,0.145292,0.000000,0.000000,0.000000,0.012457,0.200000,1.000000,0.050000,0.000000,0.000000,0.036323,0.000000,0.011323,0.025000,0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.964721,22,45,1,pass,0.466667,0.850000,1.000000,0.429105,0.186352,0.434281,0.023642,0.968661,3.861949,0.974907,0.964721,8.337883,8.760880,0.000000,0.000000,0.000000,0.440000,0.129032,1.000000,1.000000,1.000000,2.017673,1.205540,5.536627,0.000000,1.881514,1.205540,-0.292075,0.681818,0.464317,0.538098,-0.145008,0.681818,1.000000,500.000000,0.034155,0.012439,0.011446,-0.021716,-0.022708,0.364195,0.335125,0.035182,0.000000,0.648990,0.684669,-0.035679,0.647250,0.686300,-0.039050,-0.035679,-0.003371,0.000000,0,0.500000,0.000000,0.000000,1.000000,fixed_patel,0.000000,0.000000,0.500000,5,5,0.000000,1,-1,-1,0.444653,0.000093,0.000186,1.000000,0.000000,0,-1,-1,legacy,shared_parameters,1,1,1,1,1,1,0,-1,-1,0.000000,0.000000,0.000000,0.090742,0.000046,0.964721,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000186,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.200000,0.818182,0.321429,0.000000,0.249143,0.119807,0.271411,0.709582,0.945019,0.000000,0.088889,0.472222,0.637572,-0.005940,0.904634,0.818182,mixed_or_partial,0.200000,0.818182,0.321429,45.000000,0.200000,0.818182,0.321429,45.000000,0.333333,0.818182,0.473684,27.000000
10,0.812929,1,legacy,0.727273,0.611111,0.773184,hard_coverage,0.611111,0.250000,0.488889,0.249221,0.760282,0.747943,1.000000,0.466667,1.000000,0,0.249221,0.930415,0.000000,0.812929,0.350000,0.152778,0.149589,0.114042,0.046521,0.142176,0.154637,0.000000,0.012461,0.142176,0.154637,0.000000,0.000000,0.000000,0.012461,0.200000,1.000000,0.050000,0.000000,0.000000,0.038659,0.000000,0.013659,0.025000,0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.964576,22,45,1,pass,0.466667,0.850000,1.000000,0.427604,0.186384,0.435880,0.023516,0.968528,3.848434,0.975899,0.964576,8.335177,8.758683,0.000000,0.000000,0.000000,0.440000,0.129032,1.000000,1.000000,1.000000,2.016880,1.207134,5.525764,0.045455,1.879086,1.207134,-0.295869,0.727273,0.463715,0.538572,-0.146865,0.727273,1.000000,500.000000,0.008726,0.010024,0.017784,0.001297,0.009058,1.148644,2.037990,0.035325,0.000000,0.657574,0.685445,-0.027871,0.657354,0.687714,-0.030360,-0.027871,-0.002489,0.000000,0,0.500000,0.000000,0.000000,1.000000,fixed_patel,0.000000,0.000000,0.500000,5,5,0.000000,1,-1,-1,0.445656,0.000052,0.000093,1.000000,0.000000,0,-1,-1,legacy,shared_parameters,1,1,1,1,1,1,0,-1,-1,0.000000,0.000000,0.000000,0.090410,0.000026,0.964576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.200000,0.818182,0.321429,0.000000,0.249221,0.120325,0.271193,0.710061,0.945012,0.022222,0.088889,0.472259,0.638462,-0.005056,0.903909,0.818182,mixed_or_partial,0.200000,0.818182,0.321429,45.000000,0.204545,0.818182,0.327273,44.000000,0.333333,0.818182,0.473684,27.000000
