epoch,effective_rank,mean_cosine_sim,dead_dims_ratio,feature_std_mean,inter_subject_var,encoder_weight_norm
5,60.683617,0.429970,0.000000,0.758175,0.593811,3.298026
10,68.566406,0.522105,0.000000,0.695804,0.496896,3.274540
12,70.694687,0.547276,0.000000,0.676888,0.468620,3.269542
