epoch,effective_rank,mean_cosine_sim,dead_dims_ratio,feature_std_mean,inter_subject_var,encoder_weight_norm
5,179.564865,0.464871,0.000000,0.729984,0.535561,3.210058
10,182.050598,0.473330,0.000000,0.724914,0.527282,3.185545
12,181.713394,0.509651,0.000000,0.699167,0.491135,3.178643
