epoch,score,selection_eligible,score_mode,agreement,agreement_score,agreement_soft_score,agreement_mode,effective_agreement_score,agreement_weight,agreement_coverage,dir_margin,margin_score,density_factor,skeleton_overlap,actual_pair_density,target_pair_density,fixed_support_mask_active,global_asymmetry,asymmetry_score,causal_lag_reverse_minus_forward,score_legacy_total,score_term_legacy_skeleton,score_term_legacy_agreement,score_term_legacy_density,score_term_legacy_margin,score_term_legacy_asymmetry,score_composite_total,score_term_composite_soft_agreement,score_term_composite_causal_lag,score_term_composite_margin_penalty,score_entropy_composite_total,score_term_entropy_composite_soft_agreement,score_term_entropy_composite_causal_lag_mean,score_term_entropy_composite_causal_lag_std_penalty,score_term_entropy_composite_parent_entropy_penalty,score_term_entropy_composite_margin_penalty,composite_soft_agreement_weight,composite_causal_lag_weight,composite_margin_penalty_weight,composite_causal_lag_std_penalty_weight,composite_parent_entropy_penalty_weight,score_primary_total,score_term_primary_causal_lag,score_term_primary_soft_tiebreak,score_term_primary_skeleton_tiebreak,score_term_primary_density_tiebreak,primary_causal_lag_weight,primary_soft_tiebreak_weight,primary_skeleton_tiebreak_weight,primary_density_tiebreak_weight,selection_causal_lag_delta_mean,selection_causal_lag_delta_std,selection_parent_entropy_mean,high_conf_edges,k,guardrail_pass,guardrail_reason,guardrail_density_ratio,guardrail_required_skeleton_overlap,guardrail_peak_skeleton_overlap,adj_offdiag_mean,adj_offdiag_std,adj_offdiag_cv,adj_offdiag_min,adj_offdiag_max,adj_in_degree_mean,adj_in_degree_std,adj_parent_entropy_mean,adj_eff_parents_mean,adj_eff_parents_p90,adj_ungated_asym_mean,adj_ungated_asym_median,adj_ungated_asym_p90,dir_active_pair_frac,dir_prior_q_threshold,dir_active_reliability_mean,dir_active_reliability_median,dir_active_reliability_p10,dir_active_abs_margin_mean,dir_active_abs_margin_median,dir_active_abs_margin_p90,dir_active_abs_margin_near0_frac,dir_active_signed_raw_mean,dir_active_signed_raw_median,dir_active_signed_raw_p10,dir_active_signed_raw_frac_pos,dir_active_signed_gate_mean,dir_active_signed_gate_median,dir_active_signed_gate_p10,dir_active_signed_gate_frac_pos,noise_probe_available,noise_probe_timestep,noise_probe_patel_loss,noise_probe_blend50_loss,noise_probe_learned_loss,noise_probe_delta_blend50_minus_patel,noise_probe_delta_learned_minus_patel,noise_probe_ratio_blend50_over_patel,noise_probe_ratio_learned_over_patel,noise_probe_guide_l1_mean,msg_dir_mode_is_causal,msg_dir_raw_diag_mean,msg_dir_raw_offdiag_mean,msg_dir_raw_diag_gap,msg_dir_causal_diag_mean,msg_dir_causal_offdiag_mean,msg_dir_causal_diag_gap,msg_dir_active_diag_gap,msg_dir_gap_delta_causal_minus_raw,msg_dir_prefers_causal,directional_kappa_gate_enabled,directional_kappa_gate_quantile,directional_kappa_gate_threshold,directional_kappa_gate_pair_frac,main_loss_weight,training_noise_guide_mode,training_noise_guide_active,training_noise_guide_blend_weight,training_noise_guide_blend_target,training_noise_guide_warmup_epochs,training_noise_guide_ramp_epochs,training_noise_guide_guide_l1_mean,directional_loss_active,directional_loss_end_epoch,directional_loss_deactivated_from_epoch,dir_loss_raw,dir_loss_weighted,dir_lambda_current,direction_lr_multiplier,direction_lr_current,direction_branch_frozen,freeze_direction_after_epoch,direction_branch_frozen_from_epoch,gradient_routing_mode,gradient_routing_label,routing_main_updates_support,routing_main_updates_direction,routing_structure_updates_support,routing_structure_updates_direction,routing_causal_lag_updates_support,routing_causal_lag_updates_direction,detach_direction_from_main_active,detach_direction_from_main_after_epoch,direction_from_main_detached_from_epoch,causal_lag_main_raw,causal_lag_main_weight,causal_lag_main_weighted,ortho_loss_raw,ortho_loss_weighted,parent_entropy_raw,parent_entropy_weighted,parent_entropy_lambda_current,parent_cap_raw,parent_cap_weighted,parent_cap_lambda_current,parent_cap_target,ungated_symmetry_raw,ungated_symmetry_weighted,ungated_symmetry_lambda_current,gradient_alignment_probe_enabled,gradient_alignment_probe_seed,selector_audit_enabled,grad_probe_available,grad_probe_lambda_dir,grad_probe_diff_norm,grad_probe_dir_norm_raw,grad_probe_dir_norm_weighted,grad_probe_dir_to_diff_norm_ratio,grad_probe_cosine,grad_probe_cosine_negative,causal_lag_diag_available,causal_lag_diag_forward_loss,causal_lag_diag_reverse_loss,causal_lag_diag_reverse_minus_forward,causal_lag_diag_forward_over_reverse,causal_lag_diag_prefers_forward,causal_lag_diag_num_lags,selection_causal_lag_subject_count,selection_causal_lag_forward_mean,selection_causal_lag_forward_std,selection_causal_lag_reverse_mean,selection_causal_lag_reverse_std,selection_causal_lag_delta_min,selection_causal_lag_delta_max,selection_causal_lag_prefers_forward_frac,selection_causal_lag_num_lags,selector_audit_precision,selector_audit_recall,selector_audit_f1,selector_audit_tie_count,selector_audit_margin_mean,selector_audit_margin_median,selector_audit_margin_std,selector_audit_margin_p90,selector_audit_margin_max,selector_audit_margin_lt_1e3_frac,selector_audit_margin_lt_1e2_frac,selector_audit_gt_signed_margin_mean,selector_audit_gt_signed_margin_median,selector_audit_gt_signed_margin_p10,selector_audit_gt_signed_margin_p90,selector_audit_gt_signed_margin_frac_pos,selector_audit_failure_mode,selector_audit_strict_precision_eps_0,selector_audit_strict_recall_eps_0,selector_audit_strict_f1_eps_0,selector_audit_strict_pred_count_eps_0,selector_audit_strict_precision_eps_0p0003,selector_audit_strict_recall_eps_0p0003,selector_audit_strict_f1_eps_0p0003,selector_audit_strict_pred_count_eps_0p0003,selector_audit_strict_precision_eps_0p1,selector_audit_strict_recall_eps_0p1,selector_audit_strict_f1_eps_0p1,selector_audit_strict_pred_count_eps_0p1
1,0.712128,0,legacy,1.000000,0.920000,1.000000,hard_coverage,0.920000,0.250000,0.840000,0.406131,0.925278,0.484433,0.680000,0.012245,0.040816,0,0.025594,0.168989,0.000000,0.712128,0.238000,0.230000,0.096887,0.138792,0.008449,0.179693,0.200000,0.000000,0.020307,0.179693,0.200000,0.000000,0.000000,0.000000,0.020307,0.200000,1.000000,0.050000,0.000000,0.000000,0.034000,0.000000,0.025000,0.009000,-0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.861398,42,50,0,before_selection_start,0.300000,0.500000,0.000000,0.026799,0.069836,2.605972,0.002473,0.997527,1.313131,0.494787,0.861398,31.456718,45.765968,0.000000,0.000000,0.000000,0.488800,0.118064,1.000000,1.000000,1.000000,1.054409,0.523249,2.707186,0.000000,0.786264,0.266431,-0.533135,0.672668,0.211265,0.132433,-0.260428,0.672668,1.000000,500.000000,0.037869,0.036800,0.035926,-0.001069,-0.001944,0.971770,0.948678,0.021447,0.000000,0.206075,0.195697,0.010378,0.195053,0.178653,0.016400,0.010378,0.006022,1.000000,0,0.500000,0.000000,0.000000,1.000000,fixed_patel,0.000000,0.000000,0.500000,5,5,0.000000,1,-1,-1,0.725151,0.000000,0.000000,1.000000,0.000000,0,-1,-1,legacy,shared_parameters,1,1,1,1,1,1,0,-1,-1,0.000000,0.000000,0.000000,0.028687,0.000000,0.861398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.039184,0.786885,0.074650,0.000000,0.025594,0.004604,0.099237,0.032341,0.995055,0.155918,0.691429,0.279020,0.139025,-0.042247,0.830651,0.786885,weak_asymmetry,0.039184,0.786885,0.074650,1225.000000,0.040413,0.770492,0.076797,1163.000000,0.700000,0.573770,0.630631,50.000000
2,0.699283,0,legacy,1.000000,0.920000,1.000000,hard_coverage,0.920000,0.250000,0.840000,0.364371,0.897163,0.444760,0.680000,0.011429,0.040816,0,0.023461,0.155141,0.000000,0.699283,0.238000,0.230000,0.088952,0.134574,0.007757,0.181781,0.200000,0.000000,0.018219,0.181781,0.200000,0.000000,0.000000,0.000000,0.018219,0.200000,1.000000,0.050000,0.000000,0.000000,0.034000,0.000000,0.025000,0.009000,-0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.863178,42,50,0,before_selection_start,0.280000,0.500000,0.000000,0.024210,0.064562,2.666795,0.002473,0.997285,1.186268,0.463986,0.863178,31.651667,45.270378,0.000000,0.000000,0.000000,0.488800,0.118064,1.000000,1.000000,1.000000,1.046440,0.518101,2.712301,0.001637,0.781167,0.281491,-0.492549,0.695581,0.216910,0.139824,-0.241414,0.695581,1.000000,500.000000,0.014292,0.013753,0.013670,-0.000539,-0.000622,0.962260,0.956456,0.021502,0.000000,0.431394,0.439738,-0.008344,0.413321,0.425120,-0.011799,-0.008344,-0.003455,0.000000,0,0.500000,0.000000,0.000000,1.000000,fixed_patel,0.000000,0.000000,0.500000,5,5,0.000000,1,-1,-1,0.716250,0.000000,0.000000,1.000000,0.000000,0,-1,-1,legacy,shared_parameters,1,1,1,1,1,1,0,-1,-1,0.000000,0.000000,0.000000,0.027161,0.000000,0.863178,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.039184,0.786885,0.074650,0.000000,0.023461,0.004734,0.091604,0.031997,0.994813,0.133061,0.701224,0.251328,0.124312,-0.042687,0.761695,0.786885,weak_asymmetry,0.039184,0.786885,0.074650,1225.000000,0.040886,0.786885,0.077733,1174.000000,0.714286,0.573770,0.636364,49.000000
3,0.672854,0,legacy,1.000000,0.910000,1.000000,hard_coverage,0.910000,0.250000,0.820000,0.327777,0.864555,0.317813,0.700000,0.008980,0.040816,0,0.021469,0.142159,0.000000,0.672854,0.245000,0.227500,0.063563,0.129683,0.007108,0.183611,0.200000,0.000000,0.016389,0.183611,0.200000,0.000000,0.000000,0.000000,0.016389,0.200000,1.000000,0.050000,0.000000,0.000000,0.035000,0.000000,0.025000,0.010000,-0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.863558,41,50,0,before_selection_start,0.220000,0.500000,0.000000,0.021855,0.059792,2.735875,0.002473,0.995643,1.070892,0.430625,0.863558,31.690622,45.209454,0.000000,0.000000,0.000000,0.488800,0.118064,1.000000,1.000000,1.000000,1.035141,0.506756,2.708444,0.000000,0.734736,0.258060,-0.574496,0.662848,0.204125,0.128319,-0.279600,0.662848,1.000000,500.000000,0.003604,0.004065,0.003775,0.000461,0.000171,1.127962,1.047589,0.021606,0.000000,0.502900,0.508332,-0.005431,0.491314,0.498351,-0.007037,-0.005431,-0.001605,0.000000,0,0.500000,0.000000,0.000000,1.000000,fixed_patel,0.000000,0.000000,0.500000,5,5,0.000000,1,-1,-1,0.747223,0.000000,0.000000,1.000000,0.000000,0,-1,-1,legacy,shared_parameters,1,1,1,1,1,1,0,-1,-1,0.000000,0.000000,0.000000,0.025836,0.000000,0.863558,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.039184,0.786885,0.074650,0.000000,0.021469,0.004672,0.084719,0.029978,0.993170,0.128980,0.711837,0.226508,0.117189,-0.046623,0.684869,0.786885,weak_asymmetry,0.039184,0.786885,0.074650,1225.000000,0.041131,0.786885,0.078176,1167.000000,0.750000,0.540984,0.628571,44.000000
4,0.650933,0,legacy,1.000000,0.910000,1.000000,hard_coverage,0.910000,0.250000,0.820000,0.303869,0.838315,0.229864,0.700000,0.007347,0.040816,0,0.020262,0.134265,0.000000,0.650933,0.245000,0.227500,0.045973,0.125747,0.006713,0.184807,0.200000,0.000000,0.015193,0.184807,0.200000,0.000000,0.000000,0.000000,0.015193,0.200000,1.000000,0.050000,0.000000,0.000000,0.035000,0.000000,0.025000,0.010000,-0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.863763,41,50,0,before_selection_start,0.180000,0.500000,0.000000,0.020402,0.056441,2.766489,0.002473,0.993344,0.999678,0.407667,0.863763,31.652832,44.952789,0.000000,0.000000,0.000000,0.488800,0.118064,1.000000,1.000000,1.000000,1.030658,0.525676,2.736183,0.001637,0.679267,0.212155,-0.655892,0.636661,0.184991,0.105682,-0.316674,0.636661,1.000000,500.000000,0.002715,0.002183,0.002319,-0.000531,-0.000396,0.804268,0.854064,0.021709,0.000000,0.554410,0.556751,-0.002341,0.546362,0.547934,-0.001572,-0.002341,0.000769,1.000000,0,0.500000,0.000000,0.000000,1.000000,fixed_patel,0.000000,0.000000,0.500000,5,5,0.000000,1,-1,-1,0.791753,0.000000,0.000000,1.000000,0.000000,0,-1,-1,legacy,shared_parameters,1,1,1,1,1,1,0,-1,-1,0.000000,0.000000,0.000000,0.025000,0.000000,0.863763,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.039184,0.786885,0.074650,0.000000,0.020262,0.004709,0.079885,0.028725,0.990871,0.127347,0.724082,0.209424,0.116025,-0.051595,0.644443,0.786885,weak_asymmetry,0.039184,0.786885,0.074650,1225.000000,0.040886,0.786885,0.077733,1174.000000,0.794872,0.508197,0.620000,39.000000
5,0.652041,0,legacy,1.000000,0.900000,1.000000,hard_coverage,0.900000,0.250000,0.800000,0.287217,0.817378,0.229864,0.720000,0.007347,0.040816,0,0.019494,0.129236,0.000000,0.652041,0.252000,0.225000,0.045973,0.122607,0.006462,0.185639,0.200000,0.000000,0.014361,0.185639,0.200000,0.000000,0.000000,0.000000,0.014361,0.200000,1.000000,0.050000,0.000000,0.000000,0.036000,0.000000,0.025000,0.011000,-0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.863880,40,50,0,before_selection_start,0.180000,0.500000,0.000000,0.019472,0.053960,2.771119,0.002473,0.990447,0.954144,0.390537,0.863880,31.585772,44.812084,0.000000,0.000000,0.000000,0.488800,0.118064,1.000000,1.000000,1.000000,1.031019,0.555268,2.677424,0.000000,0.624474,0.174322,-0.726347,0.597381,0.164772,0.086941,-0.348006,0.597381,1.000000,500.000000,0.001339,0.001365,0.001380,0.000026,0.000041,1.019176,1.030307,0.021789,0.000000,0.591144,0.593274,-0.002130,0.585381,0.586126,-0.000745,-0.002130,0.001384,1.000000,0,0.500000,0.000000,0.000000,1.000000,fixed_patel,0.000000,0.000000,0.500000,5,5,0.000000,1,-1,-1,0.837744,0.000000,0.000000,1.000000,0.000000,0,-1,-1,legacy,shared_parameters,1,1,1,1,1,1,0,-1,-1,0.000000,0.000000,0.000000,0.024452,0.000000,0.863880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.039184,0.786885,0.074650,0.000000,0.019494,0.004840,0.076310,0.027635,0.987974,0.122449,0.733878,0.197109,0.117776,-0.056174,0.614853,0.786885,weak_asymmetry,0.039184,0.786885,0.074650,1225.000000,0.041308,0.786885,0.078496,1162.000000,0.815789,0.508197,0.626263,38.000000
6,0.640806,1,legacy,1.000000,0.900000,1.000000,hard_coverage,0.900000,0.250000,0.800000,0.275601,0.801361,0.186527,0.720000,0.006531,0.040816,0,0.018990,0.125930,0.000000,0.640806,0.252000,0.225000,0.037305,0.120204,0.006297,0.186220,0.200000,0.000000,0.013780,0.186220,0.200000,0.000000,0.000000,0.000000,0.013780,0.200000,1.000000,0.050000,0.000000,0.000000,0.036000,0.000000,0.025000,0.011000,-0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.862933,40,50,0,low_density_factor|density_ratio_out_of_range,0.160000,0.500000,0.000000,0.018782,0.052157,2.776960,0.002473,0.986987,0.920316,0.377230,0.862933,31.432074,44.450199,0.000000,0.000000,0.000000,0.488800,0.118064,1.000000,1.000000,1.000000,1.035734,0.563116,2.660447,0.000000,0.583895,0.136908,-0.776768,0.581015,0.149704,0.068347,-0.369966,0.581015,1.000000,500.000000,0.000776,0.000790,0.000770,0.000014,-0.000006,1.018079,0.991766,0.021843,0.000000,0.595152,0.597126,-0.001974,0.589211,0.590042,-0.000832,-0.001974,0.001142,1.000000,0,0.500000,0.000000,0.000000,1.000000,fixed_patel,0.000000,0.000000,0.500000,5,5,0.000000,1,-1,-1,0.872362,0.000003,0.000004,1.000000,0.000000,0,-1,-1,legacy,shared_parameters,1,1,1,1,1,1,0,-1,-1,0.000000,0.000000,0.000000,0.024008,0.000001,0.862933,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.039184,0.786885,0.074650,0.000000,0.018990,0.004914,0.073696,0.027072,0.984514,0.128163,0.733878,0.188315,0.120066,-0.059800,0.595177,0.786885,weak_asymmetry,0.039184,0.786885,0.074650,1225.000000,0.040782,0.786885,0.077544,1177.000000,0.815789,0.508197,0.626263,38.000000
7,0.638647,1,legacy,1.000000,0.900000,1.000000,hard_coverage,0.900000,0.250000,0.800000,0.266433,0.787847,0.186527,0.720000,0.006531,0.040816,0,0.018587,0.123283,0.000000,0.638647,0.252000,0.225000,0.037305,0.118177,0.006164,0.186678,0.200000,0.000000,0.013322,0.186678,0.200000,0.000000,0.000000,0.000000,0.013322,0.200000,1.000000,0.050000,0.000000,0.000000,0.036000,0.000000,0.025000,0.011000,-0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.861534,40,50,0,low_density_factor|density_ratio_out_of_range,0.160000,0.612000,0.720000,0.018210,0.050727,2.785620,0.002473,0.983007,0.892296,0.365742,0.861534,31.255476,44.340439,0.000000,0.000000,0.000000,0.488800,0.118064,1.000000,1.000000,1.000000,1.041018,0.582756,2.679731,0.000000,0.550364,0.117032,-0.814931,0.559738,0.137094,0.058449,-0.386318,0.559738,1.000000,500.000000,0.000729,0.000632,0.000640,-0.000097,-0.000089,0.867202,0.878340,0.021887,0.000000,0.569432,0.571793,-0.002362,0.565180,0.565005,0.000175,-0.002362,0.002536,1.000000,0,0.500000,0.000000,0.000000,1.000000,fixed_patel,0.000000,0.000000,0.500000,5,5,0.000000,1,-1,-1,0.900959,0.000005,0.000006,1.000000,0.000000,0,-1,-1,legacy,shared_parameters,1,1,1,1,1,1,0,-1,-1,0.000000,0.000000,0.000000,0.023624,0.000002,0.861534,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.039184,0.786885,0.074650,0.000000,0.018587,0.004933,0.071617,0.026322,0.980534,0.134694,0.737959,0.181375,0.122034,-0.062543,0.580311,0.786885,weak_asymmetry,0.039184,0.786885,0.074650,1225.000000,0.040712,0.786885,0.077419,1179.000000,0.815789,0.508197,0.626263,38.000000
8,0.636667,1,legacy,1.000000,0.900000,1.000000,hard_coverage,0.900000,0.250000,0.800000,0.258458,0.775441,0.186527,0.720000,0.006531,0.040816,0,0.018226,0.120915,0.000000,0.636667,0.252000,0.225000,0.037305,0.116316,0.006046,0.187077,0.200000,0.000000,0.012923,0.187077,0.200000,0.000000,0.000000,0.000000,0.012923,0.200000,1.000000,0.050000,0.000000,0.000000,0.036000,0.000000,0.025000,0.011000,-0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.860163,40,50,0,low_density_factor|density_ratio_out_of_range,0.160000,0.612000,0.720000,0.017721,0.049477,2.792049,0.002473,0.978596,0.868305,0.354962,0.860163,31.098444,44.236343,0.000000,0.000000,0.000000,0.488800,0.118064,1.000000,1.000000,1.000000,1.045939,0.596463,2.658722,0.000000,0.517766,0.088332,-0.860637,0.549918,0.124731,0.044137,-0.405587,0.549918,1.000000,500.000000,0.000474,0.000490,0.000464,0.000016,-0.000009,1.033845,0.980233,0.021924,0.000000,0.599366,0.598788,0.000577,0.593922,0.592016,0.001906,0.000577,0.001328,1.000000,0,0.500000,0.000000,0.000000,1.000000,fixed_patel,0.000000,0.000000,0.500000,5,5,0.000000,1,-1,-1,0.928506,0.000005,0.000005,1.000000,0.000000,0,-1,-1,legacy,shared_parameters,1,1,1,1,1,1,0,-1,-1,0.000000,0.000000,0.000000,0.023298,0.000002,0.860163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.039184,0.786885,0.074650,0.000000,0.018226,0.004968,0.069802,0.025433,0.976124,0.124898,0.734694,0.175387,0.119870,-0.064056,0.566019,0.786885,weak_asymmetry,0.039184,0.786885,0.074650,1225.000000,0.040851,0.786885,0.077670,1175.000000,0.815789,0.508197,0.626263,38.000000
9,0.623924,1,legacy,1.000000,0.890000,1.000000,hard_coverage,0.890000,0.250000,0.780000,0.251236,0.763663,0.144742,0.720000,0.005714,0.040816,0,0.017861,0.118516,0.000000,0.623924,0.252000,0.222500,0.028948,0.114549,0.005926,0.187438,0.200000,0.000000,0.012562,0.187438,0.200000,0.000000,0.000000,0.000000,0.012562,0.200000,1.000000,0.050000,0.000000,0.000000,0.036000,0.000000,0.025000,0.011000,-0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.858533,39,50,0,low_density_factor|density_ratio_out_of_range,0.140000,0.612000,0.720000,0.017236,0.048387,2.807353,0.002473,0.973854,0.844545,0.345166,0.858533,30.939419,44.160030,0.000000,0.000000,0.000000,0.488800,0.118064,1.000000,1.000000,1.000000,1.050230,0.607680,2.666271,0.001637,0.490830,0.069941,-0.892850,0.538462,0.114791,0.034956,-0.418956,0.538462,1.000000,500.000000,0.000254,0.000250,0.000262,-0.000005,0.000008,0.981185,1.031557,0.021955,0.000000,0.600514,0.601780,-0.001266,0.595810,0.594617,0.001192,-0.001266,0.002459,1.000000,0,0.500000,0.000000,0.000000,1.000000,fixed_patel,0.000000,0.000000,0.500000,5,5,0.000000,1,-1,-1,0.950369,0.000004,0.000003,1.000000,0.000000,0,-1,-1,legacy,shared_parameters,1,1,1,1,1,1,0,-1,-1,0.000000,0.000000,0.000000,0.022980,0.000002,0.858533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.039184,0.786885,0.074650,0.000000,0.017861,0.004905,0.068217,0.025948,0.971381,0.120000,0.732245,0.170131,0.114844,-0.064482,0.554043,0.786885,weak_asymmetry,0.039184,0.786885,0.074650,1225.000000,0.040991,0.786885,0.077922,1171.000000,0.815789,0.508197,0.626263,38.000000
10,0.626570,1,legacy,1.000000,0.880000,1.000000,hard_coverage,0.880000,0.250000,0.760000,0.244431,0.752080,0.144742,0.740000,0.005714,0.040816,0,0.017506,0.116182,0.000000,0.626570,0.259000,0.220000,0.028948,0.112812,0.005809,0.187778,0.200000,0.000000,0.012222,0.187778,0.200000,0.000000,0.000000,0.000000,0.012222,0.200000,1.000000,0.050000,0.000000,0.000000,0.037000,0.000000,0.025000,0.012000,-0.000000,1.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.857134,38,50,0,low_density_factor|density_ratio_out_of_range,0.140000,0.612000,0.720000,0.016790,0.047360,2.820785,0.002473,0.968887,0.822694,0.335745,0.857134,30.812553,44.096851,0.000000,0.000000,0.000000,0.488800,0.118064,1.000000,1.000000,1.000000,1.053931,0.617795,2.629874,0.001637,0.463273,0.061232,-0.933371,0.520458,0.104681,0.030606,-0.435517,0.520458,1.000000,500.000000,0.000240,0.000185,0.000204,-0.000055,-0.000036,0.769501,0.850356,0.021987,0.000000,0.578025,0.580038,-0.002013,0.575863,0.573187,0.002676,-0.002013,0.004689,1.000000,0,0.500000,0.000000,0.000000,1.000000,fixed_patel,0.000000,0.000000,0.500000,5,5,0.000000,1,-1,-1,0.972657,0.000002,0.000002,1.000000,0.000000,0,-1,-1,legacy,shared_parameters,1,1,1,1,1,1,0,-1,-1,0.000000,0.000000,0.000000,0.022700,0.000001,0.857134,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.039184,0.786885,0.074650,0.000000,0.017506,0.004935,0.066728,0.025128,0.966414,0.113469,0.733878,0.165293,0.110022,-0.064368,0.542113,0.786885,weak_asymmetry,0.039184,0.786885,0.074650,1225.000000,0.040991,0.786885,0.077922,1171.000000,0.815789,0.508197,0.626263,38.000000
