epoch,score,selection_eligible,agreement,agreement_score,agreement_weight,agreement_coverage,dir_margin,margin_score,density_factor,skeleton_overlap,actual_pair_density,target_pair_density,global_asymmetry,asymmetry_score,high_conf_edges,k,guardrail_pass,guardrail_reason,guardrail_density_ratio,guardrail_required_skeleton_overlap,guardrail_peak_skeleton_overlap,adj_offdiag_mean,adj_offdiag_std,adj_offdiag_cv,adj_offdiag_min,adj_offdiag_max,adj_in_degree_mean,adj_in_degree_std,adj_parent_entropy_mean,adj_eff_parents_mean,adj_eff_parents_p90,adj_ungated_asym_mean,adj_ungated_asym_median,adj_ungated_asym_p90,dir_active_pair_frac,dir_prior_q_threshold,dir_active_reliability_mean,dir_active_reliability_median,dir_active_reliability_p10,dir_active_abs_margin_mean,dir_active_abs_margin_median,dir_active_abs_margin_p90,dir_active_abs_margin_near0_frac,dir_active_signed_raw_mean,dir_active_signed_raw_median,dir_active_signed_raw_p10,dir_active_signed_raw_frac_pos,dir_active_signed_gate_mean,dir_active_signed_gate_median,dir_active_signed_gate_p10,dir_active_signed_gate_frac_pos,cross_source_mean_cos,cross_source_p90_cos,cross_source_gt_0p7_frac,cross_pred_mean_cos,cross_pred_p90_cos,cross_pred_gt_0p7_frac,cross_target_mean_cos,cross_target_p90_cos,cross_target_gt_0p7_frac,cross_num_lags,cross_pred_target_diag_mean,cross_pred_target_offdiag_mean,cross_pred_target_diag_gap,cross_agg_max_mean,cross_agg_max_p90,cross_agg_eff_parents_mean,noise_probe_available,noise_probe_timestep,noise_probe_patel_loss,noise_probe_blend50_loss,noise_probe_learned_loss,noise_probe_delta_blend50_minus_patel,noise_probe_delta_learned_minus_patel,noise_probe_ratio_blend50_over_patel,noise_probe_ratio_learned_over_patel,noise_probe_guide_l1_mean,msg_dir_mode_is_causal,msg_dir_raw_diag_mean,msg_dir_raw_offdiag_mean,msg_dir_raw_diag_gap,msg_dir_causal_diag_mean,msg_dir_causal_offdiag_mean,msg_dir_causal_diag_gap,msg_dir_active_diag_gap,msg_dir_gap_delta_causal_minus_raw,msg_dir_prefers_causal,directional_kappa_gate_enabled,directional_kappa_gate_quantile,directional_kappa_gate_threshold,directional_kappa_gate_pair_frac,main_loss_weight,directional_loss_active,directional_loss_end_epoch,directional_loss_deactivated_from_epoch,dir_loss_raw,dir_loss_weighted,dir_lambda_current,direction_lr_multiplier,direction_lr_current,direction_branch_frozen,freeze_direction_after_epoch,direction_branch_frozen_from_epoch,cross_loss_raw,cross_loss_weighted,cross_lambda_current,cross_fixed_weight_target,anti_collapse_raw,anti_collapse_weighted,anti_collapse_lambda_current,anti_collapse_margin,anti_collapse_mode,ortho_loss_raw,ortho_loss_weighted,parent_entropy_raw,parent_entropy_weighted,parent_entropy_lambda_current,parent_cap_raw,parent_cap_weighted,parent_cap_lambda_current,parent_cap_target,ungated_symmetry_raw,ungated_symmetry_weighted,ungated_symmetry_lambda_current,gradient_alignment_probe_enabled,gradient_alignment_probe_seed,grad_probe_available,grad_probe_lambda_dir,grad_probe_diff_norm,grad_probe_dir_norm_raw,grad_probe_dir_norm_weighted,grad_probe_dir_to_diff_norm_ratio,grad_probe_cosine,grad_probe_cosine_negative
11,0.436177,1,0.833333,0.722222,0.000000,0.666667,0.144119,0.520101,0.000000,1.000000,0.000000,0.171429,0.024706,0.163235,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.018594,0.055196,2.968511,0.000000,0.291946,0.260313,0.120249,0.165733,1.645609,2.184005,0.000000,0.000000,0.000000,0.106667,0.013223,0.328300,0.325000,0.270400,4.391387,4.386700,4.412431,0.000000,4.391387,4.386700,4.379149,1.000000,0.975534,0.975422,0.975238,1.000000,0.157186,0.361872,0.000000,0.295375,0.610374,0.085714,0.150137,0.382991,0.000000,3.000000,-0.028479,-0.006046,-0.022433,0.752975,0.990138,1.583134,1.000000,500.000000,1.285296,1.288059,1.287592,0.002763,0.002296,1.002150,1.001787,0.065873,0.000000,0.203391,0.111254,0.092137,0.195407,0.114316,0.081091,0.092137,-0.011046,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000759,0.000440,0.500000,1.000000,0.001000,0,-1,-1,0.739174,0.073447,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.052231,0.003485,0.165733,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12,0.435938,1,0.750000,0.666667,0.000000,0.666667,0.143635,0.518685,0.000000,1.000000,0.000000,0.171429,0.024623,0.162695,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.018015,0.054130,3.004743,0.000000,0.286186,0.252207,0.119529,0.153129,1.599678,2.066860,0.000000,0.000000,0.000000,0.106667,0.013223,0.328300,0.325000,0.270400,5.523139,5.522039,5.537125,0.000000,5.523139,5.522039,5.507289,1.000000,0.992045,0.992036,0.991919,1.000000,0.157186,0.361872,0.000000,0.292832,0.609652,0.081385,0.150137,0.382991,0.000000,3.000000,-0.028119,-0.005963,-0.022156,0.762355,0.997093,1.559994,1.000000,500.000000,1.288985,1.285977,1.283969,-0.003008,-0.005016,0.997666,0.996109,0.066572,0.000000,0.202525,0.111226,0.091298,0.195071,0.113993,0.081078,0.091298,-0.010220,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.001018,0.000344,0.500000,1.000000,0.001000,0,-1,-1,0.738930,0.073433,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.050937,0.004068,0.153129,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13,0.436611,1,0.750000,0.666667,0.000000,0.666667,0.145001,0.522670,0.000000,1.000000,0.000000,0.171429,0.024857,0.164215,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.018004,0.054878,3.048049,0.000000,0.325838,0.252058,0.120819,0.147057,1.577293,2.017794,0.000000,0.000000,0.000000,0.106667,0.013223,0.328300,0.325000,0.270400,6.740172,6.739861,6.747180,0.000000,6.740172,6.739861,6.731515,1.000000,0.997638,0.997637,0.997617,1.000000,0.157186,0.361872,0.000000,0.291981,0.620672,0.076190,0.150137,0.382991,0.000000,3.000000,-0.027926,-0.005810,-0.022117,0.768779,0.999193,1.546378,1.000000,500.000000,1.291400,1.285834,1.289478,-0.005566,-0.001923,0.995690,0.998511,0.066606,0.000000,0.201762,0.110521,0.091241,0.194777,0.113811,0.080966,0.091241,-0.010275,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.001814,0.000361,0.500000,1.000000,0.001000,0,-1,-1,0.738734,0.073430,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.049750,0.004629,0.147057,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14,0.434844,1,0.750000,0.666667,0.000000,0.666667,0.141431,0.512212,0.000000,1.000000,0.000000,0.171429,0.024245,0.160242,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.017713,0.055046,3.107582,0.000000,0.369896,0.247989,0.123093,0.145125,1.571105,2.002035,0.000000,0.000000,0.000000,0.106667,0.013223,0.328300,0.325000,0.270400,8.054855,8.053059,8.066299,0.000000,8.054855,8.053059,8.046855,1.000000,0.999365,0.999364,0.999360,1.000000,0.157186,0.361872,0.000000,0.292063,0.613622,0.076190,0.150137,0.382991,0.000000,3.000000,-0.028126,-0.005935,-0.022191,0.770835,0.999797,1.544948,1.000000,500.000000,1.283767,1.287207,1.288253,0.003440,0.004486,1.002680,1.003494,0.066987,0.000000,0.201508,0.110027,0.091481,0.194998,0.113892,0.081106,0.091481,-0.010375,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000506,0.000382,0.500000,1.000000,0.001000,0,-1,-1,0.738883,0.073430,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.048133,0.005162,0.145125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15,0.434509,1,0.833333,0.722222,0.000000,0.666667,0.140759,0.510227,0.000000,1.000000,0.000000,0.171429,0.024130,0.159494,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.017415,0.055181,3.168485,0.000000,0.389043,0.243816,0.129328,0.144748,1.570398,1.998160,0.000000,0.000000,0.000000,0.106667,0.013223,0.328300,0.325000,0.270400,9.455604,9.455254,9.467577,0.000000,9.455604,9.455254,9.444308,1.000000,0.999844,0.999843,0.999842,1.000000,0.157186,0.361872,0.000000,0.291417,0.607380,0.076190,0.150137,0.382991,0.000000,3.000000,-0.028280,-0.006031,-0.022249,0.771017,0.999953,1.546743,1.000000,500.000000,1.282175,1.285510,1.284560,0.003335,0.002385,1.002601,1.001861,0.067440,0.000000,0.201758,0.109673,0.092085,0.195179,0.113998,0.081180,0.092085,-0.010905,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000544,0.000412,0.500000,1.000000,0.001000,0,-1,-1,0.739085,0.073428,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.046066,0.005754,0.144748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16,0.434251,1,0.833333,0.722222,0.000000,0.666667,0.140243,0.508699,0.000000,1.000000,0.000000,0.171429,0.024042,0.158919,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.017075,0.055321,3.239826,0.000000,0.407375,0.239055,0.135599,0.144170,1.567153,1.992377,0.000000,0.000000,0.000000,0.106667,0.013223,0.328300,0.325000,0.270400,10.948963,10.948718,10.959273,0.000000,10.948963,10.948718,10.941833,1.000000,0.999965,0.999965,0.999965,1.000000,0.157186,0.361872,0.000000,0.290825,0.599357,0.076190,0.150137,0.382991,0.000000,3.000000,-0.028247,-0.005965,-0.022282,0.776314,0.999990,1.541294,1.000000,500.000000,1.290815,1.293190,1.291777,0.002375,0.000962,1.001840,1.000745,0.067966,0.000000,0.201403,0.109475,0.091928,0.195403,0.113959,0.081444,0.091928,-0.010484,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000350,0.000453,0.500000,1.000000,0.001000,0,-1,-1,0.738993,0.073427,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.044166,0.005802,0.144170,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17,0.434326,1,0.833333,0.722222,0.000000,0.666667,0.140393,0.509143,0.000000,1.000000,0.000000,0.171429,0.024067,0.159086,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.016797,0.055200,3.286367,0.000000,0.420763,0.235155,0.138777,0.143598,1.564049,1.988781,0.000000,0.000000,0.000000,0.106667,0.013223,0.328300,0.325000,0.270400,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.290008,0.583727,0.076190,0.150137,0.382991,0.000000,3.000000,-0.028313,-0.005783,-0.022530,0.780097,0.999996,1.536301,1.000000,500.000000,1.269257,1.272455,1.268680,0.003198,-0.000577,1.002520,0.999546,0.068367,0.000000,0.201258,0.109199,0.092060,0.195462,0.113734,0.081728,0.092060,-0.010332,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000798,0.500000,1.000000,0.001000,0,-1,-1,0.738898,0.073428,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.041818,0.005772,0.143598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18,0.431838,1,0.833333,0.722222,0.000000,0.666667,0.135464,0.494393,0.000000,1.000000,0.000000,0.171429,0.023222,0.153591,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.016823,0.054940,3.265726,0.000000,0.423837,0.235525,0.137966,0.143991,1.566865,1.996042,0.000000,0.000000,0.000000,0.106667,0.013223,0.328300,0.325000,0.270400,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.291785,0.620295,0.066667,0.150137,0.382991,0.000000,3.000000,-0.028696,-0.006063,-0.022633,0.774026,0.999997,1.542552,1.000000,500.000000,1.268144,1.270077,1.269517,0.001933,0.001373,1.001524,1.001082,0.068288,0.000000,0.202015,0.109317,0.092698,0.195254,0.113975,0.081279,0.092698,-0.011419,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.739228,0.073427,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.040131,0.005714,0.143991,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19,0.427893,1,0.833333,0.722222,0.000000,0.666667,0.127819,0.470939,0.000000,1.000000,0.000000,0.171429,0.021912,0.145048,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.016394,0.053381,3.256117,0.000000,0.415564,0.229519,0.132407,0.144321,1.568480,1.992211,0.000000,0.000000,0.000000,0.106667,0.013223,0.328300,0.325000,0.270400,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.293149,0.618257,0.066667,0.150137,0.382991,0.000000,3.000000,-0.028955,-0.006191,-0.022765,0.775383,0.999997,1.544306,1.000000,500.000000,1.276222,1.280424,1.278716,0.004201,0.002494,1.003292,1.001954,0.068722,0.000000,0.202004,0.109228,0.092775,0.195523,0.114085,0.081439,0.092775,-0.011337,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.739336,0.073421,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.038258,0.005667,0.144321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20,0.425458,1,0.833333,0.722222,0.000000,0.666667,0.123198,0.456429,0.000000,1.000000,0.000000,0.171429,0.021120,0.139874,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.016127,0.052676,3.266351,0.000000,0.421785,0.225775,0.130712,0.144422,1.568859,1.988813,0.000000,0.000000,0.000000,0.106667,0.013223,0.328300,0.325000,0.270400,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.294038,0.631108,0.066667,0.150137,0.382991,0.000000,3.000000,-0.029280,-0.006066,-0.023214,0.777396,0.999997,1.544220,1.000000,500.000000,1.267921,1.270111,1.267979,0.002190,0.000058,1.001727,1.000046,0.069032,0.000000,0.201730,0.109357,0.092373,0.195527,0.114029,0.081498,0.092373,-0.010875,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.739404,0.073419,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.036393,0.005636,0.144422,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21,0.420980,1,0.833333,0.722222,0.000000,0.666667,0.114877,0.429684,0.000000,1.000000,0.000000,0.171429,0.019693,0.130539,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.015985,0.052021,3.254447,0.000000,0.415123,0.223785,0.126297,0.143616,1.564912,1.980480,0.000000,0.000000,0.000000,0.106667,0.013223,0.328300,0.325000,0.270400,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.295547,0.615125,0.076190,0.150137,0.382991,0.000000,3.000000,-0.029523,-0.006231,-0.023293,0.781794,0.999997,1.537821,1.000000,500.000000,1.267908,1.271494,1.269675,0.003586,0.001767,1.002828,1.001393,0.069131,0.000000,0.200630,0.109209,0.091421,0.195356,0.114019,0.081337,0.091421,-0.010084,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.739465,0.073414,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.035111,0.005557,0.143616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22,0.417796,1,0.833333,0.722222,0.000000,0.666667,0.109091,0.410626,0.000000,1.000000,0.000000,0.171429,0.018701,0.124033,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.015495,0.050825,3.280031,0.000000,0.423006,0.216934,0.124547,0.144005,1.567138,1.980713,0.000000,0.000000,0.000000,0.106667,0.013223,0.328300,0.325000,0.270400,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.297155,0.623339,0.085714,0.150137,0.382991,0.000000,3.000000,-0.029904,-0.006243,-0.023660,0.780606,0.999997,1.541188,1.000000,500.000000,1.244770,1.252334,1.246993,0.007564,0.002223,1.006076,1.001786,0.069719,0.000000,0.200086,0.109267,0.090818,0.195037,0.114106,0.080931,0.090818,-0.009887,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.739735,0.073414,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.033446,0.005512,0.144005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23,0.412726,1,0.833333,0.722222,0.000000,0.666667,0.100077,0.380213,0.000000,1.000000,0.000000,0.171429,0.017156,0.113878,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.014581,0.047568,3.262392,0.000000,0.390597,0.204128,0.115522,0.143894,1.567031,1.980492,0.000000,0.000000,0.000000,0.106667,0.013223,0.328300,0.325000,0.270400,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.297202,0.628744,0.077922,0.150137,0.382991,0.000000,3.000000,-0.029975,-0.006412,-0.023563,0.779496,0.999998,1.542062,1.000000,500.000000,1.257252,1.258730,1.258036,0.001477,0.000783,1.001175,1.000623,0.070764,0.000000,0.199376,0.109088,0.090288,0.194929,0.114136,0.080793,0.090288,-0.009495,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.739880,0.073412,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.031663,0.005467,0.143894,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24,0.409730,1,0.833333,0.722222,0.000000,0.666667,0.094856,0.362206,0.000000,1.000000,0.000000,0.171429,0.016261,0.107984,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.014710,0.048165,3.274298,0.000000,0.395727,0.205942,0.112677,0.143609,1.565354,1.985904,0.000000,0.000000,0.000000,0.106667,0.013223,0.328300,0.325000,0.270400,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.297695,0.618900,0.076190,0.150137,0.382991,0.000000,3.000000,-0.030061,-0.006409,-0.023652,0.781169,0.999998,1.538690,1.000000,500.000000,1.257639,1.254835,1.257158,-0.002804,-0.000481,0.997771,0.999618,0.070557,0.000000,0.198359,0.108827,0.089531,0.195086,0.114096,0.080990,0.089531,-0.008541,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.739819,0.073411,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.030695,0.005395,0.143609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,0.406246,1,0.833333,0.722222,0.000000,0.666667,0.088872,0.341233,0.000000,1.000000,0.000000,0.171429,0.015235,0.101220,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.014232,0.046446,3.263523,0.000000,0.375751,0.199246,0.107013,0.143407,1.564055,1.986829,0.000000,0.000000,0.000000,0.106667,0.013223,0.328300,0.325000,0.270400,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.298252,0.622064,0.076190,0.150137,0.382991,0.000000,3.000000,-0.030201,-0.006288,-0.023913,0.783513,0.999998,1.535455,1.000000,500.000000,1.230534,1.235684,1.236442,0.005150,0.005909,1.004185,1.004802,0.071104,0.000000,0.198078,0.108760,0.089318,0.195134,0.114013,0.081121,0.089318,-0.008197,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.739776,0.073410,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.029210,0.005332,0.143407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,0.404088,1,0.833333,0.722222,0.000000,0.666667,0.085210,0.328227,0.000000,1.000000,0.000000,0.171429,0.014607,0.097076,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.014018,0.045597,3.252806,0.000000,0.365132,0.196248,0.106262,0.143280,1.563419,1.989433,0.000000,0.000000,0.000000,0.106667,0.013223,0.328300,0.325000,0.270400,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.298175,0.635473,0.066667,0.150137,0.382991,0.000000,3.000000,-0.030417,-0.006240,-0.024177,0.783860,0.999998,1.534123,1.000000,500.000000,1.241272,1.241047,1.243456,-0.000225,0.002184,0.999819,1.001759,0.071376,0.000000,0.197978,0.108805,0.089172,0.195222,0.113936,0.081286,0.089172,-0.007886,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.739875,0.073409,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.028006,0.005252,0.143280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27,0.401215,1,0.750000,0.666667,0.000000,0.666667,0.080384,0.310894,0.000000,1.000000,0.000000,0.171429,0.013780,0.091610,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.013730,0.044312,3.227259,0.000000,0.338940,0.192226,0.101261,0.142559,1.559786,1.989936,0.000000,0.000000,0.000000,0.106667,0.013223,0.328300,0.325000,0.270400,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.296648,0.630534,0.066667,0.150137,0.382991,0.000000,3.000000,-0.030366,-0.006172,-0.024194,0.786774,0.999998,1.528038,1.000000,500.000000,1.221815,1.222836,1.231816,0.001021,0.010001,1.000836,1.008185,0.071693,0.000000,0.197916,0.108587,0.089329,0.195369,0.113724,0.081645,0.089329,-0.007684,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.739766,0.073405,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.026942,0.005221,0.142559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28,0.398505,1,0.750000,0.666667,0.000000,0.666667,0.075880,0.294531,0.000000,1.000000,0.000000,0.171429,0.013008,0.086504,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.013349,0.042769,3.203958,0.000000,0.313703,0.186882,0.097642,0.141668,1.555500,1.993446,0.000000,0.000000,0.000000,0.106667,0.013223,0.328300,0.325000,0.270400,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.296301,0.617741,0.066667,0.150137,0.382991,0.000000,3.000000,-0.030491,-0.006242,-0.024250,0.788835,0.999998,1.521287,1.000000,500.000000,1.214417,1.220031,1.219935,0.005614,0.005518,1.004623,1.004544,0.072152,0.000000,0.197635,0.108622,0.089013,0.195426,0.113569,0.081857,0.089013,-0.007156,0.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.739782,0.073403,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.025760,0.005138,0.141668,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
