epoch,loss
1,1.2417636132240295
2,1.2329759907722473
3,1.2288602876663208
4,1.2235594248771668
5,1.2190204811096192
6,1.214959990978241
7,1.2070493912696838
8,1.2037117576599121
9,1.2094643545150756
10,1.205641007423401
11,1.207128119468689
12,1.208775157928467
13,1.2014721512794495
14,1.2010012674331665
15,1.2031233525276184
16,1.2014933848381042
17,1.2034068155288695
18,1.1980155539512634
19,1.1977066826820373
20,1.197614393234253
21,1.1913755679130553
22,1.1932288718223572
23,1.1937022829055786
24,1.184503540992737
25,1.1919276475906373
26,1.1842260932922364
27,1.189295964241028
28,1.1857381200790404
29,1.1918781471252442
30,1.1857322978973388
31,1.1822215104103089
32,1.1750526404380799
33,1.1798028254508972
34,1.1768528819084167
35,1.1874541068077087
36,1.180552637577057
37,1.1762228417396545
38,1.1728354358673097
39,1.1722877645492553
40,1.1698672294616699
41,1.1916086840629578
42,1.172756817340851
43,1.1670889091491699
44,1.1689717435836793
45,1.1770718789100647
46,1.175572919845581
47,1.1680200910568237
48,1.1728520965576172
49,1.173552942276001
50,1.1618006658554076
51,1.1650723838806152
52,1.1637206625938417
53,1.1661694288253783
54,1.1430893349647522
55,1.1656034231185912
56,1.1586294150352479
57,1.1586264729499818
58,1.1647533249855042
59,1.1508128023147584
60,1.1539083099365235
61,1.1583958768844604
62,1.1516889095306397
63,1.1477809810638429
64,1.1618828654289246
65,1.1691273617744447
66,1.1481693649291993
67,1.1472502493858336
68,1.1596561980247497
69,1.1634566020965575
70,1.1538851523399354
71,1.1768854093551635
72,1.1444582796096803
73,1.1523666954040528
74,1.1457404398918152
75,1.1407767820358277
76,1.13812228679657
77,1.1339029574394226
78,1.1539990186691285
79,1.1537889432907105
80,1.1536417937278747
81,1.1371731638908387
82,1.1626596474647521
83,1.1455661296844482
84,1.144694447517395
85,1.1462093937397002
86,1.1442714416980744
87,1.1401922512054443
88,1.1496851909160615
89,1.1468855834007263
90,1.142670409679413
91,1.1399113821983338
92,1.144529137611389
93,1.1342878460884094
94,1.1386088395118714
95,1.1333284199237823
96,1.1353067803382872
97,1.1247302651405335
98,1.1500571942329407
99,1.1278798735141755
100,1.149255291223526
