epoch,effective_rank,mean_cosine_sim,dead_dims_ratio,feature_std_mean,inter_subject_var,encoder_weight_norm
20,154.578018,0.034531,0.000000,0.987962,0.997949,3.489862
30,154.578018,0.034531,0.000000,0.987962,0.997949,3.489862
