0.5819,0.3278,0.2951,0.2778,0.3080
0.3211,0.5995,0.3303,0.2823,0.2843
0.2763,0.3278,0.5902,0.3339,0.2706
0.2784,0.2822,0.3379,0.6197,0.3120
0.3170,0.2951,0.2897,0.3304,0.5818
