epoch,loss
1,1.021020382642746
2,0.910847645998001
3,0.8522383189201355
4,0.7988093674182892
5,0.7612619388103485
6,0.7061730444431304
7,0.6666962802410126
8,0.6325813221931458
9,0.6174585312604904
10,0.6016926020383835
11,0.5898327213525772
12,0.5840130162239074
13,0.5669074535369873
14,0.5624342453479767
15,0.5393501955270767
16,0.5398760914802552
17,0.5274754482507705
18,0.5198968666791915
19,0.49961058914661405
20,0.4841283148527145
21,0.48510396301746367
22,0.4829307574033737
23,0.4685433906316757
24,0.44079566121101377
25,0.4383363676071167
26,0.4160323339700699
27,0.40591573566198347
28,0.39004111230373384
29,0.384789269566536
30,0.3720886275172234
