epoch,effective_rank,mean_cosine_sim,dead_dims_ratio,feature_std_mean,inter_subject_var,encoder_weight_norm
5,37.101589,0.239717,0.000000,0.879845,0.798019,3.244384
10,37.738094,0.173298,0.000000,0.914685,0.854661,3.231435
12,37.873028,0.136471,0.000000,0.934385,0.889687,3.227820
